locus_tag	ftype	length_bp	gene	EC_number	COG	product
KHAJODKB_00001	CDS	912	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
KHAJODKB_00002	CDS	282				hypothetical protein
KHAJODKB_00003	CDS	600	mlaC		COG2854	putative phospholipid-binding protein MlaC
KHAJODKB_00004	CDS	474	mlaD		COG1463	putative phospholipid ABC transporter-binding protein MlaD
KHAJODKB_00005	CDS	786	mlaE_1		COG0767	putative phospholipid ABC transporter permease protein MlaE
KHAJODKB_00006	CDS	795	mlaF	3.6.3.-	COG1127	putative phospholipid import ATP-binding protein MlaF
KHAJODKB_00007	CDS	1107	ccsA			Cytochrome c biogenesis protein CcsA
KHAJODKB_00008	CDS	1896	ccsB			Cytochrome c biogenesis protein CcsB
KHAJODKB_00009	CDS	630				Cytochrome c4
KHAJODKB_00010	CDS	606	engB			putative GTP-binding protein EngB
KHAJODKB_00011	CDS	678	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
KHAJODKB_00012	CDS	1155				hypothetical protein
KHAJODKB_00013	CDS	747	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KHAJODKB_00014	CDS	2472	topA	5.99.1.2		DNA topoisomerase 1
KHAJODKB_00015	CDS	894	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
KHAJODKB_00016	CDS	375	gcvH			Glycine cleavage system H protein
KHAJODKB_00017	CDS	420	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
KHAJODKB_00018	CDS	1476	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
KHAJODKB_00019	CDS	1113	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
KHAJODKB_00020	CDS	1071	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
KHAJODKB_00021	CDS	441				hypothetical protein
KHAJODKB_00022	CDS	288				hypothetical protein
KHAJODKB_00023	CDS	558	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
KHAJODKB_00024	CDS	1062	mdtA_1			Multidrug resistance protein MdtA
KHAJODKB_00025	CDS	3060	mdtC			Multidrug resistance protein MdtC
KHAJODKB_00026	CDS	1221	gltT			Proton/sodium-glutamate symport protein
KHAJODKB_00027	CDS	585	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
KHAJODKB_00028	CDS	282	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
KHAJODKB_00029	CDS	879	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
KHAJODKB_00030	CDS	216				hypothetical protein
KHAJODKB_00031	CDS	693				hypothetical protein
KHAJODKB_00032	CDS	582				hypothetical protein
KHAJODKB_00033	CDS	489	resA		COG0526	Thiol-disulfide oxidoreductase ResA
KHAJODKB_00034	CDS	990	ctaA	1.3.-.-		Heme A synthase
KHAJODKB_00035	CDS	912	ctaB	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
KHAJODKB_00036	CDS	489				Cytochrome c-555
KHAJODKB_00037	CDS	813	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
KHAJODKB_00038	CDS	927	adoK	2.7.1.20		Adenosine kinase
KHAJODKB_00039	CDS	456				hypothetical protein
KHAJODKB_00040	CDS	276				hypothetical protein
KHAJODKB_00041	CDS	726				hypothetical protein
KHAJODKB_00042	CDS	705	plsC_1	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
KHAJODKB_00043	CDS	540		3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
KHAJODKB_00044	CDS	1218	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
KHAJODKB_00045	CDS	261	rpsT		COG0268	30S ribosomal protein S20
KHAJODKB_00046	CDS	1146	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
KHAJODKB_00047	CDS	495	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
KHAJODKB_00048	CDS	645	proB	2.7.2.11		Glutamate 5-kinase
KHAJODKB_00049	CDS	1014	pqiB		COG3008	Paraquat-inducible protein B
KHAJODKB_00050	CDS	612				hypothetical protein
KHAJODKB_00051	CDS	723	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
KHAJODKB_00052	CDS	828	prxU	1.11.1.15		Selenocysteine-containing peroxiredoxin PrxU
KHAJODKB_00053	CDS	1194	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
KHAJODKB_00054	CDS	1035	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
KHAJODKB_00055	CDS	144				hypothetical protein
KHAJODKB_00056	CDS	1176	ugd_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
KHAJODKB_00057	CDS	579	gmhA1_1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
KHAJODKB_00058	CDS	687				hypothetical protein
KHAJODKB_00059	CDS	2028	cstA		COG1966	Peptide transporter CstA
KHAJODKB_00060	CDS	777	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
KHAJODKB_00061	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
KHAJODKB_00062	CDS	882	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
KHAJODKB_00063	CDS	1398	yhdG		COG0531	putative amino acid permease YhdG
KHAJODKB_00064	CDS	909	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
KHAJODKB_00065	CDS	540	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
KHAJODKB_00066	CDS	1266	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
KHAJODKB_00067	CDS	1050	purH		COG0138	Bifunctional purine biosynthesis protein PurH
KHAJODKB_00068	CDS	1461	cusC		COG1538	Cation efflux system protein CusC
KHAJODKB_00069	CDS	483				hypothetical protein
KHAJODKB_00070	CDS	699	ompW		COG3047	Outer membrane protein W
KHAJODKB_00071	CDS	135				hypothetical protein
