locus_tag	ftype	length_bp	gene	EC_number	COG	product
NOHCAPFK_00001	CDS	237				hypothetical protein
NOHCAPFK_00002	CDS	288				hypothetical protein
NOHCAPFK_00003	CDS	2598	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
NOHCAPFK_00004	CDS	291	tusE_1	2.8.1.-	COG2920	Sulfurtransferase TusE
NOHCAPFK_00005	CDS	879	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
NOHCAPFK_00006	CDS	1044	thiI	2.8.1.4		tRNA sulfurtransferase
NOHCAPFK_00007	CDS	252				hypothetical protein
NOHCAPFK_00008	CDS	348	mazF_1	3.1.-.-	COG2337	Endoribonuclease MazF
NOHCAPFK_00009	CDS	201				hypothetical protein
NOHCAPFK_00010	CDS	270				hypothetical protein
NOHCAPFK_00011	CDS	1131	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
NOHCAPFK_00012	CDS	696	mlaA		COG2853	putative phospholipid-binding lipoprotein MlaA
NOHCAPFK_00013	CDS	699	rimO_1	2.8.4.4		Ribosomal protein S12 methylthiotransferase RimO
NOHCAPFK_00014	CDS	990	yhbU	3.4.-.-	COG0826	putative protease YhbU
NOHCAPFK_00015	CDS	912				hypothetical protein
NOHCAPFK_00016	CDS	927				hypothetical protein
NOHCAPFK_00017	CDS	264				hypothetical protein
NOHCAPFK_00018	CDS	489				hypothetical protein
NOHCAPFK_00019	CDS	2055	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
NOHCAPFK_00020	CDS	159				hypothetical protein
NOHCAPFK_00021	CDS	624	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
NOHCAPFK_00022	CDS	879	tsf		COG0264	Elongation factor Ts
NOHCAPFK_00023	CDS	975	rpsB		COG0052	30S ribosomal protein S2
NOHCAPFK_00024	CDS	672	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
NOHCAPFK_00025	CDS	1539	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
NOHCAPFK_00026	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
NOHCAPFK_00027	CDS	576	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
NOHCAPFK_00028	CDS	702	rplY			50S ribosomal protein L25
NOHCAPFK_00029	CDS	1605	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
NOHCAPFK_00030	CDS	510				hypothetical protein
NOHCAPFK_00031	CDS	741	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
NOHCAPFK_00032	CDS	1137	gltA_1	2.3.3.16	COG0372	Citrate synthase
NOHCAPFK_00033	CDS	354	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
NOHCAPFK_00034	CDS	1032	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
NOHCAPFK_00035	CDS	1362	accC	6.3.4.14	COG0439	Biotin carboxylase
NOHCAPFK_00036	CDS	447	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
NOHCAPFK_00037	CDS	453	aroQ1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
NOHCAPFK_00038	CDS	1953	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
NOHCAPFK_00039	CDS	2421				hypothetical protein
NOHCAPFK_00040	tRNA	86				tRNA-Leu(gag)
NOHCAPFK_00041	CDS	345	secG		COG1314	Protein-export membrane protein SecG
NOHCAPFK_00042	CDS	747	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
NOHCAPFK_00043	CDS	519				hypothetical protein
NOHCAPFK_00044	CDS	1308	dnaA		COG0593	Chromosomal replication initiator protein DnaA
