locus_tag	ftype	length_bp	gene	EC_number	COG	product
OJNJLHJH_00001	CDS	516				hypothetical protein
OJNJLHJH_00002	CDS	606	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
OJNJLHJH_00003	CDS	534				hypothetical protein
OJNJLHJH_00004	CDS	111				hypothetical protein
OJNJLHJH_00005	CDS	3171	tri1	3.4.21.-	COG0793	Tricorn protease 
OJNJLHJH_00006	CDS	1176				hypothetical protein
OJNJLHJH_00007	CDS	1599				hypothetical protein
OJNJLHJH_00008	CDS	153				hypothetical protein
OJNJLHJH_00009	CDS	2715				hypothetical protein
OJNJLHJH_00010	CDS	1575				hypothetical protein
OJNJLHJH_00011	CDS	342				hypothetical protein
OJNJLHJH_00012	CDS	144				hypothetical protein
OJNJLHJH_00013	CDS	771				hypothetical protein
OJNJLHJH_00014	CDS	657	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
OJNJLHJH_00015	CDS	1392				hypothetical protein
OJNJLHJH_00016	CDS	2421				hypothetical protein
OJNJLHJH_00017	CDS	549	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
OJNJLHJH_00018	CDS	600	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
OJNJLHJH_00019	CDS	303				hypothetical protein
OJNJLHJH_00020	CDS	705				hypothetical protein
OJNJLHJH_00021	CDS	714	cph1_1	2.7.13.3		Phytochrome-like protein cph1
OJNJLHJH_00022	CDS	756				hypothetical protein
OJNJLHJH_00023	CDS	573				hypothetical protein
OJNJLHJH_00024	CDS	837	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
OJNJLHJH_00025	CDS	510				hypothetical protein
OJNJLHJH_00026	CDS	834	cvfB		COG2996	Conserved virulence factor B
OJNJLHJH_00027	CDS	1668	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
OJNJLHJH_00028	CDS	1074	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
OJNJLHJH_00029	CDS	420		3.1.2.-	COG2050	Putative esterase
OJNJLHJH_00030	CDS	618				hypothetical protein
OJNJLHJH_00031	CDS	651				hypothetical protein
OJNJLHJH_00032	CDS	1896	dnaK			Chaperone protein DnaK
OJNJLHJH_00033	CDS	1269	umuC		COG0389	Protein UmuC
OJNJLHJH_00034	CDS	369	umuD	3.4.21.-	COG1974	Protein UmuD
OJNJLHJH_00035	CDS	768	wbbL_1	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
OJNJLHJH_00036	CDS	1281	odhB_1	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
OJNJLHJH_00037	CDS	1047		3.4.11.10		Bacterial leucyl aminopeptidase
OJNJLHJH_00038	CDS	1383	gloC_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
OJNJLHJH_00039	CDS	876	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
OJNJLHJH_00040	CDS	858	cho	3.1.25.-	COG0322	Excinuclease cho
OJNJLHJH_00041	tRNA	75				tRNA-Pro(ggg)
OJNJLHJH_00042	tRNA	78				tRNA-Pro(tgg)
OJNJLHJH_00043	CDS	447	cycA		COG2010	Cytochrome c-552
