locus_tag	ftype	length_bp	gene	EC_number	COG	product
BHNDDPDP_00001	CDS	369	mntR		COG1321	Transcriptional regulator MntR
BHNDDPDP_00002	CDS	1731	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
BHNDDPDP_00003	CDS	1059	ileS_2	6.1.1.5	COG0060	Isoleucine--tRNA ligase
BHNDDPDP_00004	CDS	501	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
BHNDDPDP_00005	CDS	957	yrrB			TPR repeat-containing protein YrrB
BHNDDPDP_00006	CDS	1917	pacS	3.6.3.54		putative copper-transporting ATPase PacS
BHNDDPDP_00007	CDS	411	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
BHNDDPDP_00008	CDS	735				hypothetical protein
BHNDDPDP_00009	CDS	588	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
BHNDDPDP_00010	CDS	729				hypothetical protein
BHNDDPDP_00011	CDS	669				hypothetical protein
BHNDDPDP_00012	CDS	2172	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
BHNDDPDP_00013	CDS	1746	hlyD			Hemolysin secretion protein D, chromosomal
BHNDDPDP_00014	CDS	282	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
BHNDDPDP_00015	CDS	903	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
BHNDDPDP_00016	CDS	879	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
BHNDDPDP_00017	CDS	813	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
BHNDDPDP_00018	CDS	852	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
BHNDDPDP_00019	CDS	1053	ugpC	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
BHNDDPDP_00020	CDS	705				hypothetical protein
BHNDDPDP_00021	CDS	753			COG0217	putative transcriptional regulatory protein
BHNDDPDP_00022	CDS	486	ruvC_1	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
BHNDDPDP_00023	CDS	618	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
