locus_tag	ftype	length_bp	gene	EC_number	COG	product
APJDGCGO_00001	CDS	1464				hypothetical protein
APJDGCGO_00002	CDS	1860				hypothetical protein
APJDGCGO_00003	tRNA	76				tRNA-Pro(tgg)
APJDGCGO_00004	CDS	915	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
APJDGCGO_00005	CDS	483	pilE1		COG4969	Fimbrial protein
APJDGCGO_00006	tmRNA	357	ssrA			transfer-messenger RNA, SsrA
APJDGCGO_00007	CDS	1893	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
APJDGCGO_00008	CDS	432	epsG_1		COG2165	Type II secretion system protein G
APJDGCGO_00009	CDS	408				hypothetical protein
APJDGCGO_00010	CDS	1497	nuoN	1.6.5.11	COG1007	NADH-quinone oxidoreductase subunit N
APJDGCGO_00011	CDS	1509	ndhD1	1.6.5.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
APJDGCGO_00012	CDS	2103	nuoL	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
APJDGCGO_00013	CDS	306		1.6.5.11	COG0713	NADH-quinone oxidoreductase subunit 11
APJDGCGO_00014	CDS	492	nuoJ	1.6.5.11	COG0839	NADH-quinone oxidoreductase subunit J
APJDGCGO_00015	CDS	939	nuoI	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit I
APJDGCGO_00016	CDS	1248	nuoH	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
APJDGCGO_00017	CDS	1122	nqo4	1.6.5.11	COG0649	NADH-quinone oxidoreductase subunit 4
APJDGCGO_00018	CDS	489	ndhJ	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit J
APJDGCGO_00019	CDS	492	nuoB	1.6.5.11	COG0377	NADH-quinone oxidoreductase subunit B
APJDGCGO_00020	CDS	423	ndhC	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit 3
APJDGCGO_00021	CDS	2268	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
APJDGCGO_00022	CDS	1194		2.6.1.1		Aspartate aminotransferase
APJDGCGO_00023	CDS	2325	tkt	2.2.1.1		Transketolase
APJDGCGO_00024	CDS	402	cymR_1			HTH-type transcriptional regulator CymR
APJDGCGO_00025	CDS	192				hypothetical protein
APJDGCGO_00026	CDS	1980	pepN_1	3.4.11.2		Aminopeptidase N
APJDGCGO_00027	CDS	522				hypothetical protein
APJDGCGO_00028	CDS	252				hypothetical protein
APJDGCGO_00029	CDS	1005	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
APJDGCGO_00030	CDS	3564	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
APJDGCGO_00031	CDS	1431				hypothetical protein
APJDGCGO_00032	CDS	1287				hypothetical protein
APJDGCGO_00033	CDS	711				hypothetical protein
APJDGCGO_00034	CDS	678				hypothetical protein
APJDGCGO_00035	CDS	1566	apr	3.4.21.62		Subtilisin DY
APJDGCGO_00036	CDS	1782	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
APJDGCGO_00037	CDS	912			COG1752	putative NTE family protein
APJDGCGO_00038	CDS	600	ppiB_1	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase
APJDGCGO_00039	CDS	777	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
APJDGCGO_00040	CDS	579				hypothetical protein
APJDGCGO_00041	CDS	897	putB	1.5.5.2	COG0506	Proline dehydrogenase 2
APJDGCGO_00042	CDS	396	yccU		COG1832	putative protein YccU
APJDGCGO_00043	CDS	867	nadK	2.7.1.23	COG0061	NAD kinase
APJDGCGO_00044	CDS	225	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
APJDGCGO_00045	CDS	1224	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
