locus_tag	ftype	length_bp	gene	EC_number	COG	product
DAPAOFOH_00001	CDS	735		2.4.1.54		Undecaprenyl-phosphate mannosyltransferase
DAPAOFOH_00002	CDS	699	pyrH	2.7.4.22	COG0528	Uridylate kinase
DAPAOFOH_00003	CDS	348				hypothetical protein
DAPAOFOH_00004	CDS	1143	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
DAPAOFOH_00005	CDS	1224	rarA		COG2256	Replication-associated recombination protein A
DAPAOFOH_00006	CDS	252				hypothetical protein
DAPAOFOH_00007	CDS	231				hypothetical protein
DAPAOFOH_00008	CDS	318				hypothetical protein
DAPAOFOH_00009	CDS	609				hypothetical protein
DAPAOFOH_00010	CDS	1053				hypothetical protein
DAPAOFOH_00011	CDS	774				hypothetical protein
DAPAOFOH_00012	CDS	438				hypothetical protein
DAPAOFOH_00013	CDS	450	smpB		COG0691	SsrA-binding protein
DAPAOFOH_00014	CDS	171				hypothetical protein
DAPAOFOH_00015	tmRNA	395	ssrA			transfer-messenger RNA, SsrA
DAPAOFOH_00016	CDS	426				hypothetical protein
DAPAOFOH_00017	CDS	219	infA			Translation initiation factor IF-1
DAPAOFOH_00018	CDS	141	rpmJ		COG0257	50S ribosomal protein L36
DAPAOFOH_00019	CDS	387	rpsM		COG0099	30S ribosomal protein S13
DAPAOFOH_00020	CDS	402	rpsK		COG0100	30S ribosomal protein S11
DAPAOFOH_00021	CDS	624	rpsD		COG0522	30S ribosomal protein S4
DAPAOFOH_00022	CDS	366				hypothetical protein
DAPAOFOH_00023	CDS	717				hypothetical protein
DAPAOFOH_00024	CDS	711	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
DAPAOFOH_00025	CDS	1449	resA			Thiol-disulfide oxidoreductase ResA
DAPAOFOH_00026	CDS	2844				hypothetical protein
DAPAOFOH_00027	CDS	810	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
DAPAOFOH_00028	CDS	306				hypothetical protein
DAPAOFOH_00029	CDS	717				hypothetical protein
DAPAOFOH_00030	CDS	588				hypothetical protein
DAPAOFOH_00031	tRNA	90				tRNA-Ser(gga)
DAPAOFOH_00032	CDS	765	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
DAPAOFOH_00033	CDS	1350	fas6	3.2.2.-		Cytokinin riboside 5'-monophosphate phosphoribohydrolase
DAPAOFOH_00034	CDS	1434	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
DAPAOFOH_00035	CDS	306	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
DAPAOFOH_00036	CDS	2025	ligA	6.5.1.2		DNA ligase
DAPAOFOH_00037	CDS	495	nudI_1	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
DAPAOFOH_00038	CDS	267				hypothetical protein
DAPAOFOH_00039	CDS	723				hypothetical protein
DAPAOFOH_00040	CDS	1494				hypothetical protein
DAPAOFOH_00041	CDS	1008	mreB		COG1077	Rod shape-determining protein MreB
DAPAOFOH_00042	CDS	1131	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
DAPAOFOH_00043	CDS	948	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit tau
DAPAOFOH_00044	CDS	1086	hcf136			Ycf48-like protein
DAPAOFOH_00045	CDS	552	frr		COG0233	Ribosome-recycling factor
DAPAOFOH_00046	CDS	450	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
DAPAOFOH_00047	CDS	1368	glyQS	6.1.1.14		Glycine--tRNA ligase
DAPAOFOH_00048	CDS	1260		3.4.24.-	COG0612	putative zinc protease
DAPAOFOH_00049	CDS	738	pgk/tpi		COG0126	Bifunctional PGK/TIM
DAPAOFOH_00050	CDS	351				hypothetical protein
DAPAOFOH_00051	CDS	678	ubiG_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
DAPAOFOH_00052	CDS	1794	lepA	3.6.5.-	COG0481	Elongation factor 4
DAPAOFOH_00053	CDS	96				hypothetical protein
DAPAOFOH_00054	CDS	1770	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
DAPAOFOH_00055	CDS	411			COG0328	Bifunctional protein
DAPAOFOH_00056	CDS	1089	dnaJ		COG0484	Chaperone protein DnaJ
DAPAOFOH_00057	CDS	594				hypothetical protein
DAPAOFOH_00058	CDS	639	relA_1	2.7.6.5	COG0317	GTP pyrophosphokinase
DAPAOFOH_00059	CDS	702				hypothetical protein
DAPAOFOH_00060	CDS	1950	dnaK		COG0443	Chaperone protein DnaK
DAPAOFOH_00061	CDS	1260	bacD	6.3.2.49	COG0439	Alanine--anticapsin ligase
DAPAOFOH_00062	CDS	825				hypothetical protein
DAPAOFOH_00063	CDS	432				hypothetical protein
DAPAOFOH_00064	CDS	2430	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
DAPAOFOH_00065	CDS	1416				hypothetical protein
DAPAOFOH_00066	CDS	1152	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
DAPAOFOH_00067	CDS	879	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
DAPAOFOH_00068	CDS	873				hypothetical protein
DAPAOFOH_00069	CDS	732	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
DAPAOFOH_00070	CDS	723	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
DAPAOFOH_00071	CDS	2136				hypothetical protein
DAPAOFOH_00072	CDS	213				hypothetical protein
DAPAOFOH_00073	CDS	1293	crtN	1.3.8.2		Dehydrosqualene desaturase
DAPAOFOH_00074	CDS	555	ylaC_1			RNA polymerase sigma factor YlaC
DAPAOFOH_00075	CDS	630	umuD	3.4.21.-	COG1974	Protein UmuD
DAPAOFOH_00076	CDS	582	sigW		COG1595	ECF RNA polymerase sigma factor SigW
DAPAOFOH_00077	CDS	774				hypothetical protein
DAPAOFOH_00078	CDS	513				hypothetical protein
DAPAOFOH_00079	tRNA	75				tRNA-Val(tac)
DAPAOFOH_00080	CDS	678				hypothetical protein
DAPAOFOH_00081	CDS	444	antC		COG0543	Anthranilate 1,2-dioxygenase electron transfer component
DAPAOFOH_00082	CDS	582				hypothetical protein
DAPAOFOH_00083	CDS	237	grxC		COG0695	Glutaredoxin 3
DAPAOFOH_00084	CDS	354				hypothetical protein
DAPAOFOH_00085	CDS	180				hypothetical protein
DAPAOFOH_00086	CDS	573				hypothetical protein
DAPAOFOH_00087	CDS	693				hypothetical protein
DAPAOFOH_00088	CDS	717				hypothetical protein
DAPAOFOH_00089	CDS	2277	cotH		COG5337	Inner spore coat protein H
DAPAOFOH_00090	CDS	873				hypothetical protein
DAPAOFOH_00091	CDS	363	zupT			Zinc transporter ZupT
DAPAOFOH_00092	CDS	357				hypothetical protein
DAPAOFOH_00093	CDS	900	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
DAPAOFOH_00094	CDS	5388				hypothetical protein
DAPAOFOH_00095	CDS	1719	cshA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
DAPAOFOH_00096	CDS	435				hypothetical protein
DAPAOFOH_00097	CDS	186				hypothetical protein
DAPAOFOH_00098	tRNA	75				tRNA-Asp(gtc)
DAPAOFOH_00099	CDS	162				hypothetical protein
DAPAOFOH_00100	CDS	345	rplT		COG0292	50S ribosomal protein L20
DAPAOFOH_00101	CDS	219				hypothetical protein
DAPAOFOH_00102	CDS	549	infC		COG0290	Translation initiation factor IF-3
DAPAOFOH_00103	CDS	672	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
DAPAOFOH_00104	CDS	807			COG0217	putative transcriptional regulatory protein
DAPAOFOH_00105	CDS	492	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
DAPAOFOH_00106	CDS	6975				hypothetical protein
DAPAOFOH_00107	CDS	354	rpsO			30S ribosomal protein S15
DAPAOFOH_00108	CDS	585				hypothetical protein
DAPAOFOH_00109	CDS	2295	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
DAPAOFOH_00110	CDS	624	ribC	2.5.1.9	COG0307	Riboflavin synthase
DAPAOFOH_00111	tRNA	82				tRNA-Leu(tag)
DAPAOFOH_00112	CDS	147				hypothetical protein
DAPAOFOH_00113	CDS	669	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
