locus_tag	ftype	length_bp	gene	EC_number	COG	product
JHEJBBHJ_00001	CDS	939	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
JHEJBBHJ_00002	CDS	327	hspQ			Heat shock protein HspQ
JHEJBBHJ_00003	CDS	882				hypothetical protein
JHEJBBHJ_00004	CDS	588				hypothetical protein
JHEJBBHJ_00005	CDS	618	lolA			Outer-membrane lipoprotein carrier protein
JHEJBBHJ_00006	CDS	1554	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
JHEJBBHJ_00007	CDS	321	kefB			Glutathione-regulated potassium-efflux system protein KefB
JHEJBBHJ_00008	tRNA	77				tRNA-Asp(gtc)
JHEJBBHJ_00009	CDS	459				hypothetical protein
JHEJBBHJ_00010	CDS	318				hypothetical protein
JHEJBBHJ_00011	CDS	879				hypothetical protein
JHEJBBHJ_00012	CDS	1374	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
JHEJBBHJ_00013	CDS	1224	hemA_1	2.3.1.37	COG0156	5-aminolevulinate synthase
JHEJBBHJ_00014	CDS	1218				hypothetical protein
JHEJBBHJ_00015	CDS	1128	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
JHEJBBHJ_00016	CDS	738	bdbD_1		COG1651	Disulfide bond formation protein D
JHEJBBHJ_00017	CDS	1320	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
JHEJBBHJ_00018	CDS	1155	patA	2.6.1.-	COG0436	Putative N-acetyl-LL-diaminopimelate aminotransferase
JHEJBBHJ_00019	CDS	174				hypothetical protein
JHEJBBHJ_00020	CDS	459				hypothetical protein
JHEJBBHJ_00021	CDS	1053	ribD		COG0117	Riboflavin biosynthesis protein RibD
JHEJBBHJ_00022	CDS	468	nrdR		COG1327	Transcriptional repressor NrdR
JHEJBBHJ_00023	CDS	510				hypothetical protein
