locus_tag	ftype	length_bp	gene	EC_number	COG	product
ALOADCEB_00001	CDS	258	sohB	3.4.21.-	COG0616	putative protease SohB
ALOADCEB_00002	CDS	1368				hypothetical protein
ALOADCEB_00003	CDS	231				hypothetical protein
ALOADCEB_00004	CDS	288	parE1		COG3668	Toxin ParE1
ALOADCEB_00005	CDS	615	menG	2.1.1.163		Demethylmenaquinone methyltransferase
ALOADCEB_00006	CDS	1323	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
ALOADCEB_00007	CDS	1020	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
ALOADCEB_00008	CDS	543	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
ALOADCEB_00009	CDS	228				hypothetical protein
ALOADCEB_00010	CDS	1458	lpd_1	1.8.1.4		Dihydrolipoyl dehydrogenase
ALOADCEB_00011	CDS	1239	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
ALOADCEB_00012	CDS	504	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
ALOADCEB_00013	CDS	204				hypothetical protein
ALOADCEB_00014	CDS	837	mlaF	3.6.3.-	COG1127	putative phospholipid import ATP-binding protein MlaF
ALOADCEB_00015	CDS	963	yrbG		COG0530	Inner membrane protein YrbG
ALOADCEB_00016	CDS	1077	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
ALOADCEB_00017	CDS	867	atpG		COG0224	ATP synthase gamma chain
ALOADCEB_00018	CDS	1377	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
ALOADCEB_00019	CDS	423	atpC		COG0355	ATP synthase epsilon chain
ALOADCEB_00020	CDS	990	ftsX		COG2177	Cell division protein FtsX
ALOADCEB_00021	CDS	240	hfq		COG1923	RNA-binding protein Hfq
ALOADCEB_00022	CDS	1272	hflX		COG2262	GTPase HflX
ALOADCEB_00023	CDS	1536	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
ALOADCEB_00024	CDS	795	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
ALOADCEB_00025	CDS	114				hypothetical protein
ALOADCEB_00026	CDS	1809				hypothetical protein
ALOADCEB_00027	CDS	243	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
ALOADCEB_00028	CDS	1467	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
ALOADCEB_00029	CDS	474				hypothetical protein
ALOADCEB_00030	CDS	591	rsxA_1		COG4657	Electron transport complex subunit RsxA
ALOADCEB_00031	CDS	177				hypothetical protein
ALOADCEB_00032	CDS	138				hypothetical protein
ALOADCEB_00033	CDS	1644	hpnP	2.1.1.-		Hopanoid C-2 methylase
ALOADCEB_00034	CDS	417				hypothetical protein
ALOADCEB_00035	CDS	789		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
ALOADCEB_00036	CDS	867				hypothetical protein
ALOADCEB_00037	CDS	615	gmk	2.7.4.8	COG0194	Guanylate kinase
ALOADCEB_00038	CDS	789	cnrA			Nickel and cobalt resistance protein CnrA
ALOADCEB_00039	CDS	1599	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
ALOADCEB_00040	CDS	489			COG1173	Putative peptide transport permease protein
ALOADCEB_00041	CDS	204	cspA		COG1278	Cold shock-like protein CspA
ALOADCEB_00042	CDS	261				hypothetical protein
ALOADCEB_00043	CDS	765	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
ALOADCEB_00044	CDS	1014	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
ALOADCEB_00045	CDS	897	nadK	2.7.1.23	COG0061	NAD kinase
ALOADCEB_00046	CDS	1680	recN		COG0497	DNA repair protein RecN
ALOADCEB_00047	CDS	429	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
ALOADCEB_00048	CDS	1089	prfA		COG0216	Peptide chain release factor RF1
ALOADCEB_00049	CDS	849	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
ALOADCEB_00050	CDS	420	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
ALOADCEB_00051	CDS	216				hypothetical protein
ALOADCEB_00052	CDS	789	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
ALOADCEB_00053	CDS	1089	aroC	4.2.3.5	COG0082	Chorismate synthase
ALOADCEB_00054	CDS	171				hypothetical protein
ALOADCEB_00055	CDS	144				hypothetical protein
ALOADCEB_00056	CDS	1050				hypothetical protein
ALOADCEB_00057	CDS	417				hypothetical protein
ALOADCEB_00058	CDS	558	wbbL	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
ALOADCEB_00059	CDS	498				hypothetical protein
ALOADCEB_00060	CDS	207	cspE		COG1278	Cold shock-like protein CspE
ALOADCEB_00061	CDS	1341		3.4.21.-		putative CtpA-like serine protease
ALOADCEB_00062	CDS	1074	envC		COG4942	Murein hydrolase activator EnvC
ALOADCEB_00063	CDS	510	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
ALOADCEB_00064	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
ALOADCEB_00065	CDS	1392	pigE	2.6.1.-		Aminotransferase PigE
ALOADCEB_00066	CDS	513				hypothetical protein
ALOADCEB_00067	CDS	408				hypothetical protein
ALOADCEB_00068	CDS	594	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
ALOADCEB_00069	CDS	1488	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
ALOADCEB_00070	CDS	168				hypothetical protein
ALOADCEB_00071	CDS	234				hypothetical protein
ALOADCEB_00072	CDS	684	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
ALOADCEB_00073	CDS	480	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
ALOADCEB_00074	CDS	1308				hypothetical protein
ALOADCEB_00075	CDS	273	yqiC		COG2960	putative protein YqiC
ALOADCEB_00076	CDS	579				hypothetical protein
ALOADCEB_00077	CDS	1812				hypothetical protein
ALOADCEB_00078	CDS	444				hypothetical protein
