locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDCIHFKF_00001	CDS	1116			COG1132	putative ABC transporter ATP-binding protein
DDCIHFKF_00002	CDS	579				hypothetical protein
DDCIHFKF_00003	CDS	1578	rho	3.6.4.-	COG1158	Transcription termination factor Rho
DDCIHFKF_00004	CDS	396				hypothetical protein
DDCIHFKF_00005	CDS	447				hypothetical protein
DDCIHFKF_00006	CDS	558				hypothetical protein
DDCIHFKF_00007	CDS	1425	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
DDCIHFKF_00008	CDS	633				hypothetical protein
DDCIHFKF_00009	CDS	801				hypothetical protein
DDCIHFKF_00010	CDS	555	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
DDCIHFKF_00011	CDS	576		3.6.1.66		dITP/XTP pyrophosphatase
DDCIHFKF_00012	CDS	1404	sdcS		COG0471	Sodium-dependent dicarboxylate transporter SdcS
DDCIHFKF_00013	CDS	927	oxyR			Hydrogen peroxide-inducible genes activator
DDCIHFKF_00014	CDS	612	nudL	3.6.1.-		putative Nudix hydrolase NudL
DDCIHFKF_00015	CDS	753				hypothetical protein
DDCIHFKF_00016	CDS	762				hypothetical protein
DDCIHFKF_00017	CDS	690				hypothetical protein
DDCIHFKF_00018	CDS	750				hypothetical protein
DDCIHFKF_00019	CDS	1569				hypothetical protein
DDCIHFKF_00020	CDS	1341	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
DDCIHFKF_00021	CDS	543	pyrR_1		COG2065	Bifunctional protein PyrR
DDCIHFKF_00022	CDS	939	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
DDCIHFKF_00023	CDS	963	rbn	3.1.-.-	COG1234	Ribonuclease BN
DDCIHFKF_00024	CDS	1170	tetA			Tetracycline resistance protein, class C
DDCIHFKF_00025	CDS	666	yceI_1			Protein YceI
DDCIHFKF_00026	CDS	906				Epimerase family protein
DDCIHFKF_00027	CDS	567				hypothetical protein
DDCIHFKF_00028	CDS	450				hypothetical protein
DDCIHFKF_00029	CDS	654	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
DDCIHFKF_00030	CDS	447				hypothetical protein
DDCIHFKF_00031	CDS	513				hypothetical protein
DDCIHFKF_00032	CDS	1065	ilvE_1	2.6.1.42		putative branched-chain-amino-acid aminotransferase
DDCIHFKF_00033	CDS	588	maf		COG0424	Septum formation protein Maf
DDCIHFKF_00034	CDS	519	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
DDCIHFKF_00035	CDS	711				hypothetical protein
DDCIHFKF_00036	CDS	1098	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
DDCIHFKF_00037	CDS	1332	ffh		COG0541	Signal recognition particle protein
DDCIHFKF_00038	CDS	876	folD		COG0190	Bifunctional protein FolD protein
DDCIHFKF_00039	CDS	648	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
DDCIHFKF_00040	CDS	951	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
DDCIHFKF_00041	CDS	2772	susC_1			TonB-dependent receptor SusC
DDCIHFKF_00042	CDS	1587				hypothetical protein
DDCIHFKF_00043	CDS	846	dat	2.6.1.21		D-alanine aminotransferase
DDCIHFKF_00044	CDS	564				hypothetical protein
DDCIHFKF_00045	CDS	639	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
DDCIHFKF_00046	CDS	270	hupB		COG0776	DNA-binding protein HU-beta
DDCIHFKF_00047	CDS	930	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
DDCIHFKF_00048	CDS	1806	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
DDCIHFKF_00049	CDS	600				hypothetical protein
DDCIHFKF_00050	CDS	1770	yiaD		COG2885	putative lipoprotein YiaD
DDCIHFKF_00051	CDS	1266			COG2256	putative AAA domain-containing protein
DDCIHFKF_00052	CDS	747				hypothetical protein
DDCIHFKF_00053	CDS	696	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
DDCIHFKF_00054	CDS	912	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
DDCIHFKF_00055	CDS	411				hypothetical protein
DDCIHFKF_00056	CDS	960	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
DDCIHFKF_00057	CDS	4143				hypothetical protein
DDCIHFKF_00058	CDS	1302	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
DDCIHFKF_00059	tRNA	77				tRNA-Asp(gtc)
DDCIHFKF_00060	CDS	444				hypothetical protein
DDCIHFKF_00061	CDS	123				hypothetical protein
DDCIHFKF_00062	CDS	972	lytG	3.2.1.-	COG1705	Exo-glucosaminidase LytG
DDCIHFKF_00063	CDS	183				hypothetical protein
DDCIHFKF_00064	CDS	2202				hypothetical protein
DDCIHFKF_00065	CDS	351	bluR		COG0789	HTH-type transcriptional repressor BluR
DDCIHFKF_00066	CDS	972	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
DDCIHFKF_00067	CDS	2604	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
DDCIHFKF_00068	CDS	795				hypothetical protein
DDCIHFKF_00069	CDS	600				hypothetical protein
DDCIHFKF_00070	CDS	594	hutU	4.2.1.49		Urocanate hydratase
DDCIHFKF_00071	CDS	894				hypothetical protein
DDCIHFKF_00072	CDS	675				hypothetical protein
DDCIHFKF_00073	CDS	1485	accA1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
