locus_tag	ftype	length_bp	gene	EC_number	COG	product
ECMNDJGA_00001	CDS	255				hypothetical protein
ECMNDJGA_00002	CDS	141				hypothetical protein
ECMNDJGA_00003	CDS	366				hypothetical protein
ECMNDJGA_00004	CDS	324			COG1631	50S ribosomal protein L44e
ECMNDJGA_00005	CDS	624				hypothetical protein
ECMNDJGA_00006	CDS	1191	pqqE_1			Coenzyme PQQ synthesis protein E
ECMNDJGA_00007	CDS	534				hypothetical protein
ECMNDJGA_00008	CDS	2418				hypothetical protein
ECMNDJGA_00009	CDS	1131		1.3.7.11	COG0644	Digeranylgeranylglycerophospholipid reductase
ECMNDJGA_00010	CDS	1176	metK	2.5.1.6		S-adenosylmethionine synthase
ECMNDJGA_00011	CDS	630				hypothetical protein
ECMNDJGA_00012	CDS	1137	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
ECMNDJGA_00013	CDS	381				hypothetical protein
ECMNDJGA_00014	CDS	666	aglK	2.4.1.153		UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminyltransferase
ECMNDJGA_00015	CDS	1104	aglB	2.4.99.21		Dolichyl-phosphooligosaccharide-protein glycotransferase
ECMNDJGA_00016	CDS	951	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
ECMNDJGA_00017	CDS	1284				hypothetical protein
ECMNDJGA_00018	CDS	480	ypeA	2.3.1.-		Acetyltransferase YpeA
ECMNDJGA_00019	CDS	183				hypothetical protein
ECMNDJGA_00020	CDS	921	rbn	3.1.26.11		Ribonuclease BN
ECMNDJGA_00021	CDS	903				hypothetical protein
ECMNDJGA_00022	CDS	546				hypothetical protein
ECMNDJGA_00023	CDS	213				hypothetical protein
ECMNDJGA_00024	CDS	414	nudF_1	3.6.1.13	COG1051	ADP-ribose pyrophosphatase
ECMNDJGA_00025	CDS	609	tmk_1	2.7.4.9		Thymidylate kinase
ECMNDJGA_00026	CDS	1233	dnaK_1			Chaperone protein DnaK
ECMNDJGA_00027	tRNA	72				tRNA-Thr(ggt)
ECMNDJGA_00028	CDS	318				hypothetical protein
ECMNDJGA_00029	CDS	318				hypothetical protein
ECMNDJGA_00030	CDS	1251				hypothetical protein
ECMNDJGA_00031	CDS	984				hypothetical protein
ECMNDJGA_00032	CDS	663				hypothetical protein
ECMNDJGA_00033	CDS	630	der_1			GTPase Der
ECMNDJGA_00034	CDS	393				hypothetical protein
ECMNDJGA_00035	CDS	384				hypothetical protein
ECMNDJGA_00036	CDS	429				hypothetical protein
ECMNDJGA_00037	CDS	837				hypothetical protein
ECMNDJGA_00038	CDS	645				hypothetical protein
ECMNDJGA_00039	CDS	309				hypothetical protein
ECMNDJGA_00040	CDS	684				hypothetical protein
ECMNDJGA_00041	CDS	618	tpiA	5.3.1.1		Triosephosphate isomerase
ECMNDJGA_00042	CDS	315				hypothetical protein
ECMNDJGA_00043	CDS	549				hypothetical protein
ECMNDJGA_00044	CDS	429				hypothetical protein
ECMNDJGA_00045	CDS	555				hypothetical protein
ECMNDJGA_00046	CDS	894	dusB_1	1.3.1.-		tRNA-dihydrouridine synthase B
ECMNDJGA_00047	CDS	576				hypothetical protein
ECMNDJGA_00048	CDS	129				hypothetical protein
ECMNDJGA_00049	CDS	747				hypothetical protein
ECMNDJGA_00050	tRNA	73				tRNA-Thr(cgt)
ECMNDJGA_00051	CDS	159				hypothetical protein
ECMNDJGA_00052	CDS	1011				hypothetical protein
ECMNDJGA_00053	CDS	888	dnaG	2.7.7.-	COG0358	DNA primase DnaG
ECMNDJGA_00054	CDS	1308	surA	5.2.1.8		Chaperone SurA
ECMNDJGA_00055	CDS	1158	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
ECMNDJGA_00056	CDS	1053	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
ECMNDJGA_00057	CDS	729	ubiG_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
ECMNDJGA_00058	CDS	375				hypothetical protein
ECMNDJGA_00059	CDS	1248	gatD	6.3.5.-	COG0252	Glutamyl-tRNA(Gln) amidotransferase subunit D
ECMNDJGA_00060	CDS	567				hypothetical protein
ECMNDJGA_00061	CDS	678				hypothetical protein
ECMNDJGA_00062	CDS	333				hypothetical protein
ECMNDJGA_00063	CDS	405				hypothetical protein
ECMNDJGA_00064	CDS	705				hypothetical protein
ECMNDJGA_00065	CDS	1176		3.6.4.13	COG0513	putative ATP-dependent RNA helicase
ECMNDJGA_00066	CDS	228				hypothetical protein
ECMNDJGA_00067	CDS	1737				hypothetical protein
ECMNDJGA_00068	CDS	1314	rimO_1	2.8.4.4		Ribosomal protein S12 methylthiotransferase RimO
ECMNDJGA_00069	CDS	435	tmk_2	2.7.4.9		Thymidylate kinase
ECMNDJGA_00070	CDS	1032	deoA_1	2.4.2.57	COG0213	AMP phosphorylase
ECMNDJGA_00071	CDS	735	trmI_1	2.1.1.219	COG2519	tRNA (adenine(57)-N(1)/adenine(58)-N(1))-methyltransferase TrmI
ECMNDJGA_00072	CDS	540	dut_1	3.6.1.23	COG0717	Deoxyuridine 5'-triphosphate nucleotidohydrolase
ECMNDJGA_00073	CDS	687				hypothetical protein
ECMNDJGA_00074	CDS	621	rnhB	3.1.26.4	COG0164	Ribonuclease HII
ECMNDJGA_00075	CDS	234				hypothetical protein
ECMNDJGA_00076	CDS	408				hypothetical protein
ECMNDJGA_00077	CDS	408	eif2b		COG1601	Translation initiation factor 2 subunit beta
ECMNDJGA_00078	CDS	852				hypothetical protein
ECMNDJGA_00079	CDS	588				hypothetical protein
ECMNDJGA_00080	CDS	2007	MCM	3.6.4.12	COG1241	Minichromosome maintenance protein MCM
ECMNDJGA_00081	CDS	558	tbp		COG2101	TATA-box-binding protein
ECMNDJGA_00082	CDS	339				hypothetical protein
ECMNDJGA_00083	CDS	180				hypothetical protein
ECMNDJGA_00084	CDS	375				hypothetical protein
ECMNDJGA_00085	CDS	1680				hypothetical protein
ECMNDJGA_00086	CDS	132				hypothetical protein
ECMNDJGA_00087	CDS	759				hypothetical protein
ECMNDJGA_00088	CDS	1854				hypothetical protein
ECMNDJGA_00089	CDS	1407	lon_1	3.4.21.-	COG1067	Archaeal Lon protease
ECMNDJGA_00090	CDS	312	rpoH	2.7.7.6	COG2012	DNA-directed RNA polymerase subunit H
ECMNDJGA_00091	CDS	1488	rpoB2	2.7.7.6		DNA-directed RNA polymerase subunit B''
ECMNDJGA_00092	CDS	1803	rpoB1	2.7.7.6		DNA-directed RNA polymerase subunit B'
ECMNDJGA_00093	CDS	417				hypothetical protein
ECMNDJGA_00094	CDS	576			COG1632	50S ribosomal protein L15e
ECMNDJGA_00095	CDS	573				hypothetical protein
ECMNDJGA_00096	CDS	375				hypothetical protein
ECMNDJGA_00097	CDS	909	tfb_1		COG1405	Transcription initiation factor IIB
ECMNDJGA_00098	CDS	291			COG1911	50S ribosomal protein L30e
ECMNDJGA_00099	CDS	408				hypothetical protein
ECMNDJGA_00100	CDS	438			COG0048	30S ribosomal protein S12
ECMNDJGA_00101	CDS	594	rps7		COG0049	30S ribosomal protein S7
ECMNDJGA_00102	CDS	339				hypothetical protein
ECMNDJGA_00103	CDS	258				hypothetical protein
ECMNDJGA_00104	CDS	678	uppS_1	2.5.1.89	COG0020	Tritrans,polycis-undecaprenyl-diphosphate synthase (GGDP specific)
ECMNDJGA_00105	CDS	825	flaK	3.4.23.52		Preflagellin peptidase
ECMNDJGA_00106	CDS	507				hypothetical protein
ECMNDJGA_00107	CDS	267				hypothetical protein
ECMNDJGA_00108	CDS	192				hypothetical protein
ECMNDJGA_00109	CDS	729	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
ECMNDJGA_00110	CDS	486	rsmF	2.1.1.178		Ribosomal RNA small subunit methyltransferase F
ECMNDJGA_00111	CDS	1434				hypothetical protein
ECMNDJGA_00112	CDS	693	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
ECMNDJGA_00113	CDS	999				hypothetical protein
ECMNDJGA_00114	CDS	696				hypothetical protein
ECMNDJGA_00115	CDS	435				hypothetical protein
ECMNDJGA_00116	CDS	840				hypothetical protein
ECMNDJGA_00117	CDS	282				hypothetical protein
ECMNDJGA_00118	CDS	501	porG			Pyruvate/ketoisovalerate oxidoreductases common subunit gamma
ECMNDJGA_00119	CDS	1137	porA	1.2.7.1	COG0674	Pyruvate synthase subunit PorA
ECMNDJGA_00120	CDS	852	porB	1.2.7.1	COG1013	Pyruvate synthase subunit PorB
ECMNDJGA_00121	CDS	639				hypothetical protein
ECMNDJGA_00122	CDS	819				hypothetical protein
ECMNDJGA_00123	CDS	504				hypothetical protein
ECMNDJGA_00124	CDS	333				hypothetical protein
ECMNDJGA_00125	CDS	294				hypothetical protein
ECMNDJGA_00126	CDS	807				hypothetical protein
ECMNDJGA_00127	CDS	840				hypothetical protein
ECMNDJGA_00128	CDS	738				hypothetical protein
ECMNDJGA_00129	CDS	3573	polC_1	2.7.7.7	COG1933	DNA polymerase II large subunit
ECMNDJGA_00130	CDS	585	polB	2.7.7.7	COG1311	DNA polymerase II small subunit
ECMNDJGA_00131	CDS	1440	vat		COG0464	VCP-like ATPase
ECMNDJGA_00132	CDS	312				hypothetical protein
ECMNDJGA_00133	CDS	426	ribL_1	2.7.7.2	COG0615	FAD synthase
ECMNDJGA_00134	CDS	273				hypothetical protein
ECMNDJGA_00135	tRNA	78				tRNA-Glu(ctc)
ECMNDJGA_00136	CDS	1659				hypothetical protein
ECMNDJGA_00137	CDS	828				hypothetical protein
ECMNDJGA_00138	CDS	663				hypothetical protein
ECMNDJGA_00139	CDS	981				hypothetical protein
