locus_tag	ftype	length_bp	gene	EC_number	COG	product
IPELHGGK_00001	CDS	816				hypothetical protein
IPELHGGK_00002	CDS	363				hypothetical protein
IPELHGGK_00003	CDS	291			COG2139	50S ribosomal protein L21e
IPELHGGK_00004	CDS	1758		5.4.99.25	COG1258	tRNA pseudouridine synthase Pus10
IPELHGGK_00005	CDS	534				hypothetical protein
IPELHGGK_00006	CDS	483				hypothetical protein
IPELHGGK_00007	CDS	3132				hypothetical protein
IPELHGGK_00008	CDS	354				hypothetical protein
IPELHGGK_00009	CDS	249				hypothetical protein
IPELHGGK_00010	CDS	1200	egtE	4.4.-.-		hercynylcysteine sulfoxide lyase
IPELHGGK_00011	CDS	834			COG1226	Voltage-gated potassium channel
IPELHGGK_00012	CDS	1758				hypothetical protein
IPELHGGK_00013	CDS	273				hypothetical protein
IPELHGGK_00014	tRNA	84				tRNA-Leu(tag)
IPELHGGK_00015	CDS	264				hypothetical protein
IPELHGGK_00016	CDS	2274	copA_1	3.6.3.54	COG2217	putative copper-exporting P-type ATPase
IPELHGGK_00017	CDS	2388	rnr	3.1.13.1		Ribonuclease R
IPELHGGK_00018	CDS	927	dnaJ_1			Chaperone protein DnaJ
IPELHGGK_00019	CDS	273				hypothetical protein
IPELHGGK_00020	CDS	915	spt5		COG0250	Transcription elongation factor Spt5
IPELHGGK_00021	CDS	282			COG0080	50S ribosomal protein L11
IPELHGGK_00022	CDS	645	rpl1		COG0081	50S ribosomal protein L1
IPELHGGK_00023	CDS	1017			COG0244	50S ribosomal protein L10
IPELHGGK_00024	CDS	300			COG2058	50S ribosomal protein L12
IPELHGGK_00025	CDS	492				hypothetical protein
IPELHGGK_00026	CDS	1044				hypothetical protein
IPELHGGK_00027	CDS	5844				hypothetical protein
IPELHGGK_00028	CDS	819	rbn	3.1.26.11		Ribonuclease BN
IPELHGGK_00029	CDS	924				hypothetical protein
IPELHGGK_00030	CDS	537				hypothetical protein
IPELHGGK_00031	CDS	1182				hypothetical protein
IPELHGGK_00032	CDS	627				hypothetical protein
IPELHGGK_00033	CDS	1098				hypothetical protein
IPELHGGK_00034	CDS	276				hypothetical protein
IPELHGGK_00035	CDS	1998				hypothetical protein
IPELHGGK_00036	CDS	576				hypothetical protein
IPELHGGK_00037	CDS	1317				hypothetical protein
IPELHGGK_00038	CDS	567	maf			Septum formation protein Maf
IPELHGGK_00039	CDS	720				hypothetical protein
IPELHGGK_00040	CDS	1824	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IPELHGGK_00041	CDS	4938		3.4.21.62	COG1404	Subtilisin-like serine protease
IPELHGGK_00042	CDS	1050				hypothetical protein
IPELHGGK_00043	CDS	1215	livG_1		COG0411	putative branched-chain amino acid transport ATP-binding protein LivG
IPELHGGK_00044	CDS	705				hypothetical protein
IPELHGGK_00045	CDS	180				hypothetical protein
IPELHGGK_00046	CDS	1080				hypothetical protein
IPELHGGK_00047	CDS	177				hypothetical protein
IPELHGGK_00048	CDS	1212	aspC_1	2.6.1.1	COG0436	Aspartate aminotransferase
IPELHGGK_00049	CDS	477				hypothetical protein
IPELHGGK_00050	CDS	3024				hypothetical protein
IPELHGGK_00051	CDS	2493	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
IPELHGGK_00052	CDS	1134	dbh	2.7.7.7	COG0389	DNA polymerase IV
IPELHGGK_00053	CDS	723				hypothetical protein
