locus_tag	ftype	length_bp	gene	EC_number	COG	product
NFIIDABE_00001	CDS	744				hypothetical protein
NFIIDABE_00002	CDS	96				hypothetical protein
NFIIDABE_00003	CDS	147				hypothetical protein
NFIIDABE_00004	CDS	942	trmI_1	2.1.1.219	COG2519	tRNA (adenine(57)-N(1)/adenine(58)-N(1))-methyltransferase TrmI
NFIIDABE_00005	CDS	864	nnrD_1	4.2.1.136		ADP-dependent (S)-NAD(P)H-hydrate dehydratase
NFIIDABE_00006	CDS	1353	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
NFIIDABE_00007	CDS	417				hypothetical protein
NFIIDABE_00008	CDS	597	psmB_1	3.4.25.1	COG0638	Proteasome subunit beta
NFIIDABE_00009	CDS	477				hypothetical protein
NFIIDABE_00010	CDS	1011				hypothetical protein
NFIIDABE_00011	CDS	399	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
NFIIDABE_00012	CDS	1620	thyX	2.1.1.148		Thymidylate synthase ThyX
NFIIDABE_00013	CDS	288				hypothetical protein
NFIIDABE_00014	CDS	879	cdvA			Cell division protein A
NFIIDABE_00015	CDS	1899	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NFIIDABE_00016	CDS	528				hypothetical protein
NFIIDABE_00017	CDS	1023	fen	3.1.-.-	COG0258	Flap endonuclease 1
NFIIDABE_00018	CDS	279				hypothetical protein
NFIIDABE_00019	tRNA	84				tRNA-Ser(cga)
NFIIDABE_00020	CDS	243				hypothetical protein
NFIIDABE_00021	CDS	1158	nreB_1		COG1602	DNA repair protein NreB
NFIIDABE_00022	CDS	516	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
NFIIDABE_00023	CDS	543				hypothetical protein
NFIIDABE_00024	CDS	1464			COG0025	Na(+)/H(+) antiporter 1
NFIIDABE_00025	CDS	294				hypothetical protein
NFIIDABE_00026	CDS	231				hypothetical protein
NFIIDABE_00027	CDS	381	crcB			Putative fluoride ion transporter CrcB
NFIIDABE_00028	CDS	192				hypothetical protein
NFIIDABE_00029	CDS	219				hypothetical protein
NFIIDABE_00030	CDS	2142	vat_1		COG0464	VCP-like ATPase
NFIIDABE_00031	CDS	498				hypothetical protein
NFIIDABE_00032	CDS	663				hypothetical protein
NFIIDABE_00033	CDS	1359	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
NFIIDABE_00034	CDS	1530				hypothetical protein
NFIIDABE_00035	CDS	492				hypothetical protein
NFIIDABE_00036	CDS	717				hypothetical protein
NFIIDABE_00037	CDS	537				hypothetical protein
NFIIDABE_00038	CDS	1449	polB	2.7.7.7	COG1311	DNA polymerase II small subunit
NFIIDABE_00039	CDS	1203	cdc6		COG1474	ORC1-type DNA replication protein
NFIIDABE_00040	CDS	390				hypothetical protein
NFIIDABE_00041	CDS	93				hypothetical protein
NFIIDABE_00042	CDS	606				hypothetical protein
NFIIDABE_00043	CDS	363				hypothetical protein
NFIIDABE_00044	CDS	753		2.5.1.41	COG1646	Geranylgeranylglyceryl phosphate synthase
NFIIDABE_00045	CDS	3378	polC	2.7.7.7	COG1933	DNA polymerase II large subunit
NFIIDABE_00046	CDS	1323	glyA	2.1.2.-	COG0112	Serine hydroxymethyltransferase
NFIIDABE_00047	CDS	1713	thsA			Thermosome subunit alpha
NFIIDABE_00048	CDS	279				hypothetical protein
NFIIDABE_00049	CDS	1461	glnA	6.3.1.2	COG0174	Glutamine synthetase
NFIIDABE_00050	CDS	558				hypothetical protein
NFIIDABE_00051	CDS	285				hypothetical protein
NFIIDABE_00052	CDS	222				hypothetical protein
NFIIDABE_00053	CDS	741	rhaD_1	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
NFIIDABE_00054	CDS	1149	sqr	1.8.5.4		Sulfide-quinone reductase
NFIIDABE_00055	CDS	216				hypothetical protein
NFIIDABE_00056	tRNA	74				tRNA-Pro(ggg)
NFIIDABE_00057	CDS	762				hypothetical protein
NFIIDABE_00058	CDS	1332	cca_1	2.7.7.72	COG1746	CCA-adding enzyme
NFIIDABE_00059	CDS	540		3.1.4.-	COG1514	RNA 2',3'-cyclic phosphodiesterase
NFIIDABE_00060	CDS	549				hypothetical protein
NFIIDABE_00061	CDS	396				hypothetical protein
NFIIDABE_00062	CDS	414				hypothetical protein
NFIIDABE_00063	CDS	900	rnz	3.1.26.11	COG1234	Ribonuclease Z
NFIIDABE_00064	CDS	948		2.1.1.213	COG1041	tRNA (guanine(10)-N2)-dimethyltransferase
NFIIDABE_00065	CDS	879	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
NFIIDABE_00066	CDS	1734				hypothetical protein
NFIIDABE_00067	CDS	1338	ablA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
NFIIDABE_00068	CDS	477	map	3.4.11.18	COG0024	Methionine aminopeptidase
NFIIDABE_00069	CDS	558				hypothetical protein
NFIIDABE_00070	CDS	180				hypothetical protein
NFIIDABE_00071	CDS	1083				hypothetical protein
NFIIDABE_00072	CDS	561	tbp_1			TATA-box-binding protein
NFIIDABE_00073	CDS	330	metG_1	6.1.1.10	COG0073	Methionine--tRNA ligase
NFIIDABE_00074	CDS	198				hypothetical protein
NFIIDABE_00075	CDS	417				hypothetical protein
NFIIDABE_00076	CDS	1209	aglC	2.4.1.335		Dolichyl N-acetyl-alpha-D-glucosaminyl phosphate 3-beta-D-2,3-diacetamido-2,3-dideoxy-beta-D-glucuronosyltransferase
NFIIDABE_00077	CDS	213				hypothetical protein
NFIIDABE_00078	CDS	1131				hypothetical protein
NFIIDABE_00079	CDS	1170	cofG	2.5.1.77	COG1060	FO synthase subunit 1
NFIIDABE_00080	CDS	1260	cofH_1	2.5.1.77	COG1060	FO synthase subunit 2
NFIIDABE_00081	CDS	1359				hypothetical protein
NFIIDABE_00082	CDS	936	maX1		COG0530	Sodium/calcium exchanger MaX1
NFIIDABE_00083	CDS	345				hypothetical protein
NFIIDABE_00084	CDS	726				hypothetical protein
NFIIDABE_00085	CDS	1023	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
NFIIDABE_00086	CDS	1248	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
NFIIDABE_00087	CDS	1593				hypothetical protein
NFIIDABE_00088	CDS	1587	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
NFIIDABE_00089	CDS	201				hypothetical protein
NFIIDABE_00090	CDS	816				hypothetical protein
NFIIDABE_00091	CDS	471				hypothetical protein
NFIIDABE_00092	CDS	300				hypothetical protein
NFIIDABE_00093	CDS	174				hypothetical protein
NFIIDABE_00094	CDS	369				hypothetical protein
NFIIDABE_00095	CDS	312				hypothetical protein
NFIIDABE_00096	CDS	555				hypothetical protein
NFIIDABE_00097	CDS	426				hypothetical protein
NFIIDABE_00098	CDS	396	metXA_1	2.3.1.31	COG0517	Homoserine O-acetyltransferase
NFIIDABE_00099	tRNA	76				tRNA-Arg(gcg)
NFIIDABE_00100	CDS	480				hypothetical protein
NFIIDABE_00101	CDS	813				hypothetical protein
NFIIDABE_00102	CDS	438				hypothetical protein
NFIIDABE_00103	CDS	717	aqpM_1		COG0580	Aquaporin AqpM
NFIIDABE_00104	CDS	459		1.11.1.15	COG0450	Peroxiredoxin
NFIIDABE_00105	CDS	1035				hypothetical protein
NFIIDABE_00106	CDS	159				hypothetical protein
NFIIDABE_00107	CDS	147				hypothetical protein
NFIIDABE_00108	CDS	765	malK_1	3.6.3.19		Trehalose/maltose import ATP-binding protein MalK
NFIIDABE_00109	CDS	1023				hypothetical protein
NFIIDABE_00110	CDS	1200	argG	6.3.4.5		Argininosuccinate synthase
NFIIDABE_00111	CDS	168	lysW_1			Alpha-aminoadipate/glutamate carrier protein LysW
NFIIDABE_00112	CDS	858	lysX_1	6.3.2.43	COG0189	Alpha-aminoadipate--LysW ligase LysX
NFIIDABE_00113	CDS	1047	lysY	1.2.1.-	COG0002	[LysW]-L-2-aminoadipate/[LysW]-L-glutamate phosphate reductase
NFIIDABE_00114	CDS	804	lysZ	2.7.2.-	COG0548	[LysW]-aminoadipate/[LysW]-glutamate kinase
NFIIDABE_00115	CDS	1182	lysJ_1	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase
NFIIDABE_00116	CDS	420	lysM		COG1522	HTH-type transcriptional regulator LysM
NFIIDABE_00117	CDS	1167	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
NFIIDABE_00118	CDS	168	lysW_2			Alpha-aminoadipate/glutamate carrier protein LysW
NFIIDABE_00119	CDS	843	lysX_2	6.3.2.43	COG0189	Alpha-aminoadipate--LysW ligase LysX
NFIIDABE_00120	CDS	1086	lysK	3.5.1.-	COG0624	[LysW]-lysine/[LysW]-ornithine hydrolase
NFIIDABE_00121	CDS	1038	dphB	2.1.1.98	COG1798	Diphthine synthase
NFIIDABE_00122	CDS	618	ribL	2.7.7.2	COG0615	FAD synthase
NFIIDABE_00123	CDS	684	ribK	2.7.1.161	COG1339	Riboflavin kinase
NFIIDABE_00124	CDS	1146	dnaG	2.7.7.-	COG0358	DNA primase DnaG
