locus_tag	ftype	length_bp	gene	EC_number	COG	product
DIAEAOHH_00001	CDS	228				hypothetical protein
DIAEAOHH_00002	CDS	435				hypothetical protein
DIAEAOHH_00003	CDS	108				hypothetical protein
DIAEAOHH_00004	CDS	1089				hypothetical protein
DIAEAOHH_00005	CDS	1128	carC	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
DIAEAOHH_00006	CDS	996	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
DIAEAOHH_00007	CDS	1239				hypothetical protein
DIAEAOHH_00008	CDS	603	lon	3.4.21.53		Lon protease
DIAEAOHH_00009	CDS	1059	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
DIAEAOHH_00010	CDS	1410		1.13.11.43		Lignostilbene-alpha,beta-dioxygenase isozyme I
DIAEAOHH_00011	CDS	1008	rdmC_1	3.1.1.95		Aclacinomycin methylesterase RdmC
DIAEAOHH_00012	CDS	960	rdmC_2	3.1.1.95		Aclacinomycin methylesterase RdmC
DIAEAOHH_00013	CDS	1140	tdh	1.1.1.103		L-threonine 3-dehydrogenase
DIAEAOHH_00014	CDS	606	yabI_1		COG0586	Inner membrane protein YabI
DIAEAOHH_00015	CDS	1269	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
DIAEAOHH_00016	CDS	642	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
DIAEAOHH_00017	CDS	327	rsfS			Ribosomal silencing factor RsfS
DIAEAOHH_00018	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
DIAEAOHH_00019	CDS	1854	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
DIAEAOHH_00020	CDS	1125	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
DIAEAOHH_00021	CDS	1155	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
DIAEAOHH_00022	CDS	1173	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
DIAEAOHH_00023	CDS	852	dat	2.6.1.21		D-alanine aminotransferase
DIAEAOHH_00024	CDS	972	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
DIAEAOHH_00025	CDS	513	lptE			LPS-assembly lipoprotein LptE
DIAEAOHH_00026	CDS	2451	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
DIAEAOHH_00027	CDS	1344	accC_1	6.3.4.14	COG0439	Biotin carboxylase
DIAEAOHH_00028	CDS	462	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
DIAEAOHH_00029	CDS	438	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
DIAEAOHH_00030	CDS	465	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
DIAEAOHH_00031	CDS	471				hypothetical protein
DIAEAOHH_00032	CDS	1593	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
DIAEAOHH_00033	CDS	1668	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
DIAEAOHH_00034	CDS	252	trxA		COG0526	Thioredoxin 1
DIAEAOHH_00035	CDS	1332	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
DIAEAOHH_00036	CDS	882				hypothetical protein
DIAEAOHH_00037	CDS	795	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
DIAEAOHH_00038	CDS	1770				hypothetical protein
DIAEAOHH_00039	CDS	657	kstR			HTH-type transcriptional repressor KstR
DIAEAOHH_00040	CDS	1926	accA1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
DIAEAOHH_00041	CDS	1656	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
DIAEAOHH_00042	CDS	189				hypothetical protein
DIAEAOHH_00043	CDS	969				hypothetical protein
DIAEAOHH_00044	CDS	906	sadH_1	1.-.-.-		Putative oxidoreductase SadH
DIAEAOHH_00045	CDS	744	sadH_2	1.-.-.-		Putative oxidoreductase SadH
DIAEAOHH_00046	CDS	156	lvr	1.1.1.-		Levodione reductase
DIAEAOHH_00047	CDS	345				hypothetical protein
DIAEAOHH_00048	CDS	1005	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
DIAEAOHH_00049	CDS	1398	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
DIAEAOHH_00050	CDS	1098		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
DIAEAOHH_00051	CDS	759	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DIAEAOHH_00052	CDS	1470	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
DIAEAOHH_00053	CDS	891				hypothetical protein
DIAEAOHH_00054	CDS	324	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
DIAEAOHH_00055	CDS	357	metXA		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
DIAEAOHH_00056	CDS	585		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
DIAEAOHH_00057	CDS	672	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
