locus_tag	ftype	length_bp	gene	EC_number	COG	product
GDMFGCBB_00001	CDS	747	trmJ_1	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
GDMFGCBB_00002	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
GDMFGCBB_00003	CDS	1029				hypothetical protein
GDMFGCBB_00004	CDS	876				hypothetical protein
GDMFGCBB_00005	CDS	1899				hypothetical protein
GDMFGCBB_00006	CDS	390				hypothetical protein
GDMFGCBB_00007	CDS	1287	steT		COG0531	Serine/threonine exchanger SteT
GDMFGCBB_00008	CDS	840	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
GDMFGCBB_00009	CDS	1419	ald_1	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
GDMFGCBB_00010	CDS	945	glcB	2.3.3.9	COG2225	Malate synthase G
GDMFGCBB_00011	CDS	477		4.1.3.17		Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
GDMFGCBB_00012	CDS	438		2.3.1.-		Acetyltransferase
GDMFGCBB_00013	CDS	1791	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
GDMFGCBB_00014	CDS	942		1.14.11.-	COG2850	putative ribosomal oxygenase
GDMFGCBB_00015	CDS	1377	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
GDMFGCBB_00016	CDS	639	hflD		COG2915	High frequency lysogenization protein HflD
GDMFGCBB_00017	CDS	1113	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
GDMFGCBB_00018	CDS	447	nudJ	3.6.1.-		Phosphatase NudJ
GDMFGCBB_00019	CDS	627	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
GDMFGCBB_00020	CDS	1254	icd	1.1.1.42		Isocitrate dehydrogenase [NADP]
GDMFGCBB_00021	CDS	270	cspD		COG1278	Cold shock-like protein CspD
GDMFGCBB_00022	CDS	345	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
GDMFGCBB_00023	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
GDMFGCBB_00024	CDS	219	infA		COG0361	Translation initiation factor IF-1
GDMFGCBB_00025	CDS	723	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
GDMFGCBB_00026	CDS	720	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
GDMFGCBB_00027	CDS	945		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
GDMFGCBB_00028	CDS	2370	ftsK		COG1674	DNA translocase FtsK
GDMFGCBB_00029	CDS	333				hypothetical protein
GDMFGCBB_00030	CDS	1059	alg8	2.4.1.33	COG1215	Mannuronan synthase
GDMFGCBB_00031	CDS	438	algA		COG0662	Alginate biosynthesis protein AlgA
GDMFGCBB_00032	CDS	573				hypothetical protein
GDMFGCBB_00033	CDS	678	lolA		COG2834	Outer-membrane lipoprotein carrier protein
GDMFGCBB_00034	CDS	1281	rarA		COG2256	Replication-associated recombination protein A
GDMFGCBB_00035	CDS	372	crcB		COG0239	Putative fluoride ion transporter CrcB
GDMFGCBB_00036	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
GDMFGCBB_00037	CDS	132				hypothetical protein
GDMFGCBB_00038	CDS	1422	cysG_1		COG0007	Siroheme synthase
GDMFGCBB_00039	CDS	1359	garB	1.8.1.16		Glutathione amide reductase
GDMFGCBB_00040	CDS	630	kstR			HTH-type transcriptional repressor KstR
GDMFGCBB_00041	CDS	1272	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
GDMFGCBB_00042	CDS	1344	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
GDMFGCBB_00043	CDS	741	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
GDMFGCBB_00044	CDS	1278	xerC_1			Tyrosine recombinase XerC
GDMFGCBB_00045	CDS	2256	prc	3.4.21.102	COG0793	Tail-specific protease
GDMFGCBB_00046	CDS	816	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
GDMFGCBB_00047	CDS	501				hypothetical protein
GDMFGCBB_00048	CDS	768	sigF			ECF RNA polymerase sigma factor SigF
GDMFGCBB_00049	CDS	330				hypothetical protein
GDMFGCBB_00050	CDS	525				hypothetical protein
GDMFGCBB_00051	CDS	930	etfA		COG2025	Electron transfer flavoprotein subunit alpha
GDMFGCBB_00052	CDS	753	etfB			Electron transfer flavoprotein subunit beta
GDMFGCBB_00053	CDS	1626		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
GDMFGCBB_00054	CDS	567				hypothetical protein
GDMFGCBB_00055	CDS	738	ttgW			putative HTH-type transcriptional regulator TtgW
GDMFGCBB_00056	CDS	552	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
GDMFGCBB_00057	CDS	1113	anmK_1	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
GDMFGCBB_00058	CDS	513				hypothetical protein
GDMFGCBB_00059	CDS	354	erpA_1		COG0316	Iron-sulfur cluster insertion protein ErpA
GDMFGCBB_00060	CDS	414				hypothetical protein
GDMFGCBB_00061	CDS	705				hypothetical protein
GDMFGCBB_00062	CDS	987	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
GDMFGCBB_00063	CDS	1803	bglA_1	3.2.1.73		Beta-glucanase
GDMFGCBB_00064	CDS	585	plsC_1	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
GDMFGCBB_00065	CDS	1479				putative protein
GDMFGCBB_00066	CDS	1110				hypothetical protein
GDMFGCBB_00067	CDS	540	narI	1.7.99.4	COG2181	Respiratory nitrate reductase 1 gamma chain
GDMFGCBB_00068	CDS	723	pqqC	1.3.3.11	COG5424	Pyrroloquinoline-quinone synthase
GDMFGCBB_00069	CDS	1188	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
GDMFGCBB_00070	CDS	297	pqqD			Coenzyme PQQ synthesis protein D
GDMFGCBB_00071	CDS	933	pqqB		COG1235	Coenzyme PQQ synthesis protein B
GDMFGCBB_00072	CDS	561				hypothetical protein
GDMFGCBB_00073	CDS	297				hypothetical protein
GDMFGCBB_00074	CDS	1269	mdeA_1	4.4.1.11		L-methionine gamma-lyase
GDMFGCBB_00075	CDS	1755		2.4.1.-	COG0366	Glucosylglycerate phosphorylase
GDMFGCBB_00076	CDS	1227	gpgS	2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
GDMFGCBB_00077	CDS	846	gpgP	3.1.3.70	COG3769	Glucosyl-3-phosphoglycerate/mannosyl-3-phosphoglycerate phosphatase
GDMFGCBB_00078	CDS	1527		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
GDMFGCBB_00079	CDS	1335	imuB			Protein ImuB
GDMFGCBB_00080	CDS	168				hypothetical protein
GDMFGCBB_00081	CDS	765				hypothetical protein
GDMFGCBB_00082	CDS	1035	virS			HTH-type transcriptional regulator VirS
GDMFGCBB_00083	CDS	1173	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GDMFGCBB_00084	CDS	300				hypothetical protein
GDMFGCBB_00085	CDS	1311	lgoT_1			putative L-galactonate transporter
GDMFGCBB_00086	CDS	1821				hypothetical protein
GDMFGCBB_00087	CDS	1623		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
GDMFGCBB_00088	CDS	843	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
GDMFGCBB_00089	CDS	2016	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
GDMFGCBB_00090	CDS	660	gstB	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
GDMFGCBB_00091	CDS	2034	fadH_1	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
GDMFGCBB_00092	CDS	1185		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
GDMFGCBB_00093	CDS	1164	pigA	1.3.8.-		Flavoprotein desaturase PigA
GDMFGCBB_00094	CDS	1089	mlhB	3.1.1.83		Monoterpene epsilon-lactone hydrolase
GDMFGCBB_00095	CDS	963				hypothetical protein
GDMFGCBB_00096	CDS	1173	acrC_1	1.3.1.95		Acryloyl-CoA reductase (NADH)
GDMFGCBB_00097	CDS	1206		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
GDMFGCBB_00098	CDS	1731	dtpA		COG3104	Dipeptide and tripeptide permease A
GDMFGCBB_00099	CDS	837				hypothetical protein
GDMFGCBB_00100	CDS	462		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
GDMFGCBB_00101	CDS	912		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
GDMFGCBB_00102	CDS	1182	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
GDMFGCBB_00103	CDS	2034	yjcS_1	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
GDMFGCBB_00104	CDS	1206				hypothetical protein
GDMFGCBB_00105	CDS	1641	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GDMFGCBB_00106	CDS	900	rdmC_1	3.1.1.95		Aclacinomycin methylesterase RdmC
GDMFGCBB_00107	CDS	1281	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
GDMFGCBB_00108	CDS	1353	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GDMFGCBB_00109	CDS	1023	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
GDMFGCBB_00110	CDS	345	yffB		COG1393	Protein YffB
GDMFGCBB_00111	CDS	1104	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
GDMFGCBB_00112	CDS	774	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
GDMFGCBB_00113	CDS	654	nth	4.2.99.18	COG0177	Endonuclease III
GDMFGCBB_00114	CDS	1239	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
GDMFGCBB_00115	CDS	2715	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
GDMFGCBB_00116	CDS	780	map	3.4.11.18	COG0024	Methionine aminopeptidase
GDMFGCBB_00117	CDS	804	rpsB		COG0052	30S ribosomal protein S2
GDMFGCBB_00118	CDS	861	tsf		COG0264	Elongation factor Ts
GDMFGCBB_00119	CDS	738	pyrH	2.7.4.22	COG0528	Uridylate kinase
GDMFGCBB_00120	CDS	558	frr		COG0233	Ribosome-recycling factor
GDMFGCBB_00121	CDS	801	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
GDMFGCBB_00122	CDS	831	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
GDMFGCBB_00123	CDS	1191	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
GDMFGCBB_00124	CDS	1359	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
GDMFGCBB_00125	CDS	2352	bamA		COG4775	Outer membrane protein assembly factor BamA
GDMFGCBB_00126	CDS	525				hypothetical protein
GDMFGCBB_00127	CDS	1041	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
GDMFGCBB_00128	CDS	477	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
GDMFGCBB_00129	CDS	696	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
GDMFGCBB_00130	CDS	1170	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
GDMFGCBB_00131	CDS	615	rnhB	3.1.26.4	COG0164	Ribonuclease HII
GDMFGCBB_00132	CDS	1101	fabH2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2
GDMFGCBB_00133	CDS	3399	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
GDMFGCBB_00134	CDS	954	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
GDMFGCBB_00135	CDS	771				hypothetical protein
GDMFGCBB_00136	CDS	558	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
GDMFGCBB_00137	CDS	906	polA_1	2.7.7.7		DNA polymerase I
GDMFGCBB_00138	CDS	1098	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
GDMFGCBB_00139	CDS	1263	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
GDMFGCBB_00140	CDS	204				hypothetical protein
GDMFGCBB_00141	CDS	489				hypothetical protein
GDMFGCBB_00142	tRNA	76				tRNA-Glu(ttc)
GDMFGCBB_00143	tRNA	75				tRNA-Gly(gcc)
GDMFGCBB_00144	CDS	1134				hypothetical protein
GDMFGCBB_00145	CDS	459	fldA		COG0655	Flavodoxin
GDMFGCBB_00146	CDS	2613	comEC		COG0658	ComE operon protein 3
GDMFGCBB_00147	CDS	630	exbB		COG0811	Biopolymer transport protein ExbB
GDMFGCBB_00148	CDS	420				hypothetical protein
