locus_tag	ftype	length_bp	gene	EC_number	COG	product
GPCLMCDD_00001	CDS	138				hypothetical protein
GPCLMCDD_00002	CDS	987	kdsD_1	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
GPCLMCDD_00003	CDS	972	yrbG_1		COG0530	Inner membrane protein YrbG
GPCLMCDD_00004	CDS	687				hypothetical protein
GPCLMCDD_00005	CDS	219	ibaG_1		COG5007	Acid stress protein IbaG
GPCLMCDD_00006	CDS	1263	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
GPCLMCDD_00007	CDS	660	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
GPCLMCDD_00008	CDS	1311	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
GPCLMCDD_00009	CDS	1092	degS	3.4.21.107	COG0265	Serine endoprotease DegS
GPCLMCDD_00010	CDS	462			COG0327	GTP cyclohydrolase 1 type 2 
GPCLMCDD_00011	CDS	273			COG0327	GTP cyclohydrolase 1 type 2 
GPCLMCDD_00012	CDS	459				hypothetical protein
GPCLMCDD_00013	CDS	1095	zapE		COG1485	Cell division protein ZapE
GPCLMCDD_00014	CDS	429	rplM		COG0102	50S ribosomal protein L13
GPCLMCDD_00015	CDS	393	rpsI		COG0103	30S ribosomal protein S9
GPCLMCDD_00016	CDS	627	petA	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
GPCLMCDD_00017	CDS	2007	fbcH		COG1290	Cytochrome b/c1
GPCLMCDD_00018	CDS	654	sspA_1		COG0625	Stringent starvation protein A
GPCLMCDD_00019	CDS	396	sspB		COG2969	Stringent starvation protein B
GPCLMCDD_00020	CDS	543	gmhA	5.3.1.28		Phosphoheptose isomerase
GPCLMCDD_00021	CDS	327				hypothetical protein
GPCLMCDD_00022	CDS	1809	lpoA		COG3107	Penicillin-binding protein activator LpoA
GPCLMCDD_00023	CDS	831	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
GPCLMCDD_00024	CDS	450	mraZ		COG2001	Transcriptional regulator MraZ
GPCLMCDD_00025	CDS	915	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
GPCLMCDD_00026	CDS	282	ftsL			Cell division protein FtsL
GPCLMCDD_00027	CDS	1743	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
GPCLMCDD_00028	CDS	1473	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
GPCLMCDD_00029	CDS	1362	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
GPCLMCDD_00030	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
GPCLMCDD_00031	CDS	1362	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
GPCLMCDD_00032	CDS	1152	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
GPCLMCDD_00033	CDS	1104	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
GPCLMCDD_00034	CDS	1434	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
GPCLMCDD_00035	CDS	924	ddl	6.3.2.4		D-alanine--D-alanine ligase
GPCLMCDD_00036	CDS	783	ftsQ		COG1589	Cell division protein FtsQ
GPCLMCDD_00037	CDS	1236	ftsA		COG0849	Cell division protein FtsA
GPCLMCDD_00038	CDS	1170	ftsZ		COG0206	Cell division protein FtsZ
