locus_tag	ftype	length_bp	gene	EC_number	COG	product
LLEJNKGF_00001	CDS	1011	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
LLEJNKGF_00002	CDS	537	nudC_1	3.6.1.22	COG2816	NADH pyrophosphatase
LLEJNKGF_00003	CDS	573	nudL	3.6.1.-		putative Nudix hydrolase NudL
LLEJNKGF_00004	CDS	534	yrdA		COG0663	Protein YrdA
LLEJNKGF_00005	CDS	2577	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
LLEJNKGF_00006	CDS	288				hypothetical protein
LLEJNKGF_00007	CDS	249				hypothetical protein
LLEJNKGF_00008	CDS	354				hypothetical protein
LLEJNKGF_00009	CDS	699				hypothetical protein
LLEJNKGF_00010	CDS	495				hypothetical protein
LLEJNKGF_00011	CDS	183				hypothetical protein
LLEJNKGF_00012	CDS	3705	chiA	3.2.1.14		Chitinase A
LLEJNKGF_00013	CDS	1680	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
LLEJNKGF_00014	CDS	144				hypothetical protein
LLEJNKGF_00015	CDS	366				hypothetical protein
LLEJNKGF_00016	CDS	477				hypothetical protein
LLEJNKGF_00017	CDS	378				hypothetical protein
LLEJNKGF_00018	CDS	156				hypothetical protein
LLEJNKGF_00019	CDS	561	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
LLEJNKGF_00020	CDS	699		3.4.21.-	COG3340	putative peptidase
LLEJNKGF_00021	CDS	693				hypothetical protein
LLEJNKGF_00022	CDS	906		3.1.1.23	COG2267	Monoacylglycerol lipase
LLEJNKGF_00023	CDS	1110		2.3.1.207	COG0332	Beta-ketodecanoyl-[acyl-carrier-protein] synthase
LLEJNKGF_00024	CDS	144				hypothetical protein
LLEJNKGF_00025	CDS	441	crtK-2		COG3476	Tryptophan-rich protein TspO
LLEJNKGF_00026	CDS	1254	nupX		COG1972	Putative nucleoside permease NupX
LLEJNKGF_00027	CDS	909				hypothetical protein
LLEJNKGF_00028	CDS	3189	oar			Protein oar
LLEJNKGF_00029	CDS	1248	serS	6.1.1.11	COG0172	Serine--tRNA ligase
LLEJNKGF_00030	CDS	357	crcB		COG0239	Putative fluoride ion transporter CrcB
LLEJNKGF_00031	CDS	489				hypothetical protein
LLEJNKGF_00032	CDS	2292	ftsK		COG1674	DNA translocase FtsK
LLEJNKGF_00033	CDS	936	trxB	1.8.1.9	COG0492	Thioredoxin reductase
LLEJNKGF_00034	CDS	984	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
LLEJNKGF_00035	CDS	132				hypothetical protein
LLEJNKGF_00036	CDS	771		1.-.-.-		putative oxidoreductase
LLEJNKGF_00037	CDS	591				hypothetical protein
LLEJNKGF_00038	CDS	339	glnK_1		COG0347	Nitrogen regulatory protein P-II 2
LLEJNKGF_00039	CDS	1236	nrgA			Ammonium transporter
LLEJNKGF_00040	CDS	1278	amtB			Ammonia channel
LLEJNKGF_00041	CDS	1110				hypothetical protein
LLEJNKGF_00042	CDS	729	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
