locus_tag	ftype	length_bp	gene	EC_number	COG	product
INFLHGCA_00001	CDS	1098	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
INFLHGCA_00002	CDS	663				hypothetical protein
INFLHGCA_00003	CDS	1065	serC_1	2.6.1.52		Phosphoserine aminotransferase
INFLHGCA_00004	CDS	1329				hypothetical protein
INFLHGCA_00005	tRNA	74				tRNA-Ala(ggc)
INFLHGCA_00006	CDS	372	rsfS_1		COG0799	Ribosomal silencing factor RsfS
INFLHGCA_00007	CDS	1332	trkA		COG0569	Trk system potassium uptake protein TrkA
INFLHGCA_00008	CDS	1452	trkG		COG0168	Trk system potassium uptake protein TrkG
INFLHGCA_00009	CDS	564	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
INFLHGCA_00010	CDS	1362				hypothetical protein
INFLHGCA_00011	CDS	825				hypothetical protein
INFLHGCA_00012	CDS	1242	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
INFLHGCA_00013	CDS	1053	proB	2.7.2.11	COG0263	Glutamate 5-kinase
INFLHGCA_00014	CDS	1200	obg	3.6.5.-	COG0536	GTPase Obg
INFLHGCA_00015	CDS	252	rpmA		COG0211	50S ribosomal protein L27
INFLHGCA_00016	CDS	327	rplU		COG0261	50S ribosomal protein L21
INFLHGCA_00017	CDS	1476	rng	3.1.26.-	COG1530	Ribonuclease G
INFLHGCA_00018	CDS	1071	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
INFLHGCA_00019	CDS	1836	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
INFLHGCA_00020	CDS	471				hypothetical protein
INFLHGCA_00021	CDS	795				hypothetical protein
INFLHGCA_00022	CDS	1044	mreB		COG1077	Rod shape-determining protein MreB
INFLHGCA_00023	CDS	396	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
