locus_tag	ftype	length_bp	gene	EC_number	COG	product
JFJKBDAD_00001	CDS	312				hypothetical protein
JFJKBDAD_00002	CDS	1539		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
JFJKBDAD_00003	CDS	813		3.1.1.2		Arylesterase
JFJKBDAD_00004	CDS	1377				hypothetical protein
JFJKBDAD_00005	CDS	1209	camA_1	1.18.1.5		Putidaredoxin reductase CamA
JFJKBDAD_00006	CDS	1170				hypothetical protein
JFJKBDAD_00007	CDS	315	fdxE_1		COG0633	Ferredoxin-6
JFJKBDAD_00008	CDS	456				hypothetical protein
JFJKBDAD_00009	CDS	1611	pamO	1.14.13.92	COG2072	Phenylacetone monooxygenase
JFJKBDAD_00010	CDS	1248	yjiB	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
JFJKBDAD_00011	CDS	846	fabG3	1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
JFJKBDAD_00012	CDS	1911				hypothetical protein
JFJKBDAD_00013	CDS	972	hcf136			Ycf48-like protein
JFJKBDAD_00014	CDS	1380				hypothetical protein
JFJKBDAD_00015	CDS	2463	mmpL3		COG2409	Trehalose monomycolate exporter MmpL3
JFJKBDAD_00016	CDS	1125	proB	2.7.2.11		Glutamate 5-kinase
JFJKBDAD_00017	CDS	1200	obg	3.6.5.-		GTPase Obg
JFJKBDAD_00018	CDS	258	rpmA		COG0211	50S ribosomal protein L27
JFJKBDAD_00019	CDS	315	rplU		COG0261	50S ribosomal protein L21
JFJKBDAD_00020	CDS	789	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
JFJKBDAD_00021	CDS	879	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
JFJKBDAD_00022	CDS	993	bamD		COG4105	Outer membrane protein assembly factor BamD
JFJKBDAD_00023	CDS	831	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
JFJKBDAD_00024	CDS	660				hypothetical protein
JFJKBDAD_00025	CDS	462				hypothetical protein
JFJKBDAD_00026	CDS	312				hypothetical protein
JFJKBDAD_00027	tRNA	77				tRNA-Val(gac)
JFJKBDAD_00028	CDS	474				hypothetical protein
JFJKBDAD_00029	CDS	1374	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
JFJKBDAD_00030	CDS	714	uvrB		COG0556	UvrABC system protein B
JFJKBDAD_00031	CDS	261				hypothetical protein
JFJKBDAD_00032	CDS	315	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
JFJKBDAD_00033	CDS	447				hypothetical protein
JFJKBDAD_00034	CDS	441				putative protein
JFJKBDAD_00035	CDS	1017	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
JFJKBDAD_00036	CDS	951	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
JFJKBDAD_00037	CDS	345				hypothetical protein
JFJKBDAD_00038	CDS	414				hypothetical protein
JFJKBDAD_00039	CDS	1011	curA_1	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
