locus_tag	ftype	length_bp	gene	EC_number	COG	product
JNCGHMDC_00001	tRNA	86				tRNA-Leu(cag)
JNCGHMDC_00002	CDS	981	auaH	1.1.1.394		Aurachin B dehydrogenase
JNCGHMDC_00003	CDS	804	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
JNCGHMDC_00004	CDS	1443	gltD	1.4.1.13		Glutamate synthase [NADPH] small chain
JNCGHMDC_00005	CDS	150				hypothetical protein
JNCGHMDC_00006	CDS	708				hypothetical protein
JNCGHMDC_00007	CDS	4530	gltB_1	1.4.1.13		Glutamate synthase [NADPH] large chain
JNCGHMDC_00008	CDS	690				hypothetical protein
JNCGHMDC_00009	CDS	666	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
JNCGHMDC_00010	CDS	666		2.5.1.18		Glutathione S-transferase
JNCGHMDC_00011	CDS	1056	queG_1	1.17.99.6	COG1600	Epoxyqueuosine reductase
JNCGHMDC_00012	CDS	1989	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
JNCGHMDC_00013	CDS	1020	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
JNCGHMDC_00014	CDS	414	atpC		COG0355	ATP synthase epsilon chain
JNCGHMDC_00015	CDS	1425	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
JNCGHMDC_00016	CDS	873	atpG_1		COG0224	ATP synthase gamma chain
JNCGHMDC_00017	CDS	1539	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
JNCGHMDC_00018	CDS	561	atpH		COG0712	ATP synthase subunit delta
JNCGHMDC_00019	CDS	789				hypothetical protein
JNCGHMDC_00020	CDS	768	gloB_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
JNCGHMDC_00021	CDS	2322	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
JNCGHMDC_00022	CDS	2538	yiaD_1		COG2885	putative lipoprotein YiaD
JNCGHMDC_00023	CDS	1215				hypothetical protein
JNCGHMDC_00024	CDS	531	chaC	4.3.2.-	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
JNCGHMDC_00025	CDS	774				hypothetical protein
JNCGHMDC_00026	CDS	918	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
JNCGHMDC_00027	CDS	1089	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
JNCGHMDC_00028	CDS	621	rpsD		COG0522	30S ribosomal protein S4
JNCGHMDC_00029	CDS	1176	phaA	2.3.1.9		Acetyl-CoA acetyltransferase
JNCGHMDC_00030	CDS	723	phaB	1.1.1.36		Acetoacetyl-CoA reductase
JNCGHMDC_00031	CDS	870	yddG		COG0697	Aromatic amino acid exporter YddG
JNCGHMDC_00032	CDS	165				hypothetical protein
JNCGHMDC_00033	CDS	744	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
JNCGHMDC_00034	CDS	282				hypothetical protein
JNCGHMDC_00035	CDS	2631	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
JNCGHMDC_00036	CDS	972		1.1.1.29		Glycerate dehydrogenase
JNCGHMDC_00037	CDS	891	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
JNCGHMDC_00038	CDS	1200	sucC_1	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
JNCGHMDC_00039	CDS	1245	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
JNCGHMDC_00040	CDS	618	degU_1		COG2197	Transcriptional regulatory protein DegU
JNCGHMDC_00041	CDS	975	mcl1_1	4.1.3.24	COG2301	L-malyl-CoA/beta-methylmalyl-CoA lyase
JNCGHMDC_00042	CDS	282				hypothetical protein
JNCGHMDC_00043	CDS	618				hypothetical protein
JNCGHMDC_00044	CDS	747	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
JNCGHMDC_00045	CDS	774	mlaE		COG0767	putative phospholipid ABC transporter permease protein MlaE
JNCGHMDC_00046	CDS	1035	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
JNCGHMDC_00047	CDS	1494	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
JNCGHMDC_00048	CDS	681	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
JNCGHMDC_00049	CDS	1032	pyrC_1	3.5.2.3	COG0418	Dihydroorotase
JNCGHMDC_00050	CDS	909				hypothetical protein
JNCGHMDC_00051	CDS	1254				hypothetical protein
JNCGHMDC_00052	CDS	213				hypothetical protein
JNCGHMDC_00053	CDS	288				hypothetical protein
JNCGHMDC_00054	CDS	900	ribN_1			Riboflavin transporter
JNCGHMDC_00055	CDS	1500	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
JNCGHMDC_00056	CDS	933	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
JNCGHMDC_00057	CDS	1044	tas		COG0667	Protein tas
JNCGHMDC_00058	CDS	657				hypothetical protein
JNCGHMDC_00059	CDS	1245	ycaD_1			putative MFS-type transporter YcaD
JNCGHMDC_00060	CDS	1713	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
JNCGHMDC_00061	CDS	201				hypothetical protein
JNCGHMDC_00062	CDS	645	dmlR_1			HTH-type transcriptional regulator DmlR
JNCGHMDC_00063	CDS	159				hypothetical protein
JNCGHMDC_00064	CDS	903	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
JNCGHMDC_00065	CDS	720				hypothetical protein
JNCGHMDC_00066	tRNA	86				tRNA-Leu(taa)
JNCGHMDC_00067	CDS	786				hypothetical protein
JNCGHMDC_00068	CDS	465				hypothetical protein
JNCGHMDC_00069	CDS	393				hypothetical protein
JNCGHMDC_00070	CDS	579	sigW		COG1595	ECF RNA polymerase sigma factor SigW
JNCGHMDC_00071	CDS	462				hypothetical protein
JNCGHMDC_00072	CDS	1623	pstS		COG0226	Phosphate-binding protein PstS
JNCGHMDC_00073	CDS	1140	dnaJ_1		COG0484	Chaperone protein DnaJ
JNCGHMDC_00074	CDS	1908	dnaK			Chaperone protein DnaK
JNCGHMDC_00075	CDS	600	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
JNCGHMDC_00076	CDS	1485	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
JNCGHMDC_00077	CDS	1404	sauS	1.2.1.81	COG1012	Sulfoacetaldehyde dehydrogenase (acylating)
JNCGHMDC_00078	CDS	969				hypothetical protein
JNCGHMDC_00079	CDS	465				hypothetical protein
JNCGHMDC_00080	CDS	1512				hypothetical protein
JNCGHMDC_00081	CDS	1014	gntR_1			HTH-type transcriptional regulator GntR
JNCGHMDC_00082	CDS	981	dmlR_2			HTH-type transcriptional regulator DmlR
JNCGHMDC_00083	CDS	1458	pucE	1.17.1.4	COG2080	putative xanthine dehydrogenase subunit E
JNCGHMDC_00084	CDS	2319	mop	1.2.99.7		Aldehyde oxidoreductase
JNCGHMDC_00085	CDS	882				hypothetical protein
JNCGHMDC_00086	CDS	1293	guaD	3.5.4.3	COG0402	Guanine deaminase
JNCGHMDC_00087	CDS	834	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
JNCGHMDC_00088	CDS	1608	dan	3.5.1.81		D-aminoacylase
JNCGHMDC_00089	CDS	1290	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
JNCGHMDC_00090	CDS	540				hypothetical protein
JNCGHMDC_00091	CDS	999	siaP_1		COG1638	Sialic acid-binding periplasmic protein SiaP
JNCGHMDC_00092	CDS	906	catM			HTH-type transcriptional regulator CatM
JNCGHMDC_00093	CDS	1299	ubiI_1	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
JNCGHMDC_00094	CDS	1344	cnbH	3.5.99.5		2-amino-5-chloromuconic acid deaminase
JNCGHMDC_00095	CDS	1179	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
JNCGHMDC_00096	CDS	2886	ftsK		COG1674	DNA translocase FtsK
JNCGHMDC_00097	CDS	597	lolA		COG2834	Outer-membrane lipoprotein carrier protein
JNCGHMDC_00098	CDS	591				hypothetical protein
JNCGHMDC_00099	CDS	882				hypothetical protein
JNCGHMDC_00100	CDS	393	hspQ			Heat shock protein HspQ
JNCGHMDC_00101	CDS	1575	ywrD_1	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
JNCGHMDC_00102	CDS	1296	cyaB	4.6.1.1	COG2114	Adenylate cyclase 2
JNCGHMDC_00103	CDS	273				hypothetical protein
JNCGHMDC_00104	CDS	213				hypothetical protein
JNCGHMDC_00105	CDS	1173	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
JNCGHMDC_00106	CDS	471	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
JNCGHMDC_00107	CDS	576	sinR		COG1396	HTH-type transcriptional regulator SinR
JNCGHMDC_00108	CDS	2448	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
JNCGHMDC_00109	CDS	894	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
JNCGHMDC_00110	CDS	2448	abo_2	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
JNCGHMDC_00111	CDS	900	rarD		COG2962	Protein RarD
JNCGHMDC_00112	CDS	648	rluA	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
JNCGHMDC_00113	CDS	207	cspA_1		COG1278	Cold shock protein CspA
JNCGHMDC_00114	CDS	1440	ald	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
JNCGHMDC_00115	CDS	654	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
JNCGHMDC_00116	CDS	2133	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
JNCGHMDC_00117	CDS	270	rpsO		COG0184	30S ribosomal protein S15
JNCGHMDC_00118	CDS	1815	ade	3.5.4.2	COG1001	Adenine deaminase
JNCGHMDC_00119	CDS	756	novR	4.1.-.-		Decarboxylase NovR
JNCGHMDC_00120	CDS	627	ubiG_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
JNCGHMDC_00121	CDS	867	yeeZ		COG0451	Protein YeeZ
JNCGHMDC_00122	CDS	648				hypothetical protein
JNCGHMDC_00123	CDS	1929	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
JNCGHMDC_00124	CDS	867	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
JNCGHMDC_00125	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
JNCGHMDC_00126	CDS	936		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
JNCGHMDC_00127	CDS	702	ompR			Transcriptional regulatory protein OmpR
JNCGHMDC_00128	CDS	513				hypothetical protein
JNCGHMDC_00129	CDS	873	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
JNCGHMDC_00130	CDS	942	ribN_2			Riboflavin transporter
JNCGHMDC_00131	CDS	1101	aroC	4.2.3.5	COG0082	Chorismate synthase
JNCGHMDC_00132	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
JNCGHMDC_00133	CDS	1545	cysW_1		COG4208	Sulfate transport system permease protein CysW
JNCGHMDC_00134	CDS	696	thiQ_1	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
JNCGHMDC_00135	CDS	609	yibF_1		COG0625	putative GST-like protein YibF
JNCGHMDC_00136	CDS	564	petA	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
JNCGHMDC_00137	CDS	1344	petB		COG1290	Cytochrome b
JNCGHMDC_00138	CDS	789	petC		COG2857	Cytochrome c1
JNCGHMDC_00139	CDS	1248	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
JNCGHMDC_00140	CDS	840	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
JNCGHMDC_00141	tRNA	76				tRNA-Lys(ttt)
JNCGHMDC_00142	CDS	1179		5.3.1.29		Putative thiazole biosynthetic enzyme
JNCGHMDC_00143	CDS	588				hypothetical protein
JNCGHMDC_00144	CDS	1002				hypothetical protein
JNCGHMDC_00145	CDS	477				hypothetical protein
JNCGHMDC_00146	CDS	1962	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
JNCGHMDC_00147	CDS	306		1.6.5.11	COG0713	NADH-quinone oxidoreductase subunit 11
JNCGHMDC_00148	CDS	603	nuoJ	1.6.5.11	COG0839	NADH-quinone oxidoreductase subunit J
JNCGHMDC_00149	CDS	411				hypothetical protein
JNCGHMDC_00150	CDS	495	nuoI	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit I
JNCGHMDC_00151	CDS	1038	nuoH	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
JNCGHMDC_00152	CDS	2019	nqo3	1.6.5.11	COG1034	NADH-quinone oxidoreductase chain 3
JNCGHMDC_00153	CDS	405				hypothetical protein
JNCGHMDC_00154	CDS	372				hypothetical protein
JNCGHMDC_00155	CDS	1278	nqo1_1	1.6.5.11	COG1894	NADH-quinone oxidoreductase chain 1
JNCGHMDC_00156	CDS	219				hypothetical protein
JNCGHMDC_00157	CDS	282				hypothetical protein
JNCGHMDC_00158	CDS	1068	nqo2	1.6.5.11	COG1905	NADH-quinone oxidoreductase chain 2
JNCGHMDC_00159	CDS	1212	nuoD	1.6.5.11	COG0649	NADH-quinone oxidoreductase subunit D
JNCGHMDC_00160	CDS	174				hypothetical protein
JNCGHMDC_00161	CDS	609	nqo5	1.6.5.11	COG0852	NADH-quinone oxidoreductase chain 5
JNCGHMDC_00162	CDS	108				hypothetical protein
JNCGHMDC_00163	CDS	573	nuoB	1.6.5.11	COG0377	NADH-quinone oxidoreductase subunit B
JNCGHMDC_00164	CDS	366	ndhC	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit 3
JNCGHMDC_00165	CDS	783		4.2.1.150	COG1024	Crotonyl-CoA hydratase
JNCGHMDC_00166	CDS	852	liuE	4.1.3.26	COG0119	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
JNCGHMDC_00167	CDS	666	gstB	2.5.1.18	COG0625	Glutathione S-transferase GstB
JNCGHMDC_00168	CDS	1935	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
JNCGHMDC_00169	CDS	1605		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
JNCGHMDC_00170	CDS	129				hypothetical protein
JNCGHMDC_00171	CDS	1485	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JNCGHMDC_00172	CDS	273				hypothetical protein
JNCGHMDC_00173	CDS	1164	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
JNCGHMDC_00174	CDS	1197	btrR	2.6.1.100		L-glutamine:2-deoxy-scyllo-inosose aminotransferase
JNCGHMDC_00175	CDS	669	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
JNCGHMDC_00176	CDS	1347	glmU			Bifunctional protein GlmU
JNCGHMDC_00177	CDS	1821	nodM	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JNCGHMDC_00178	CDS	1005	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
JNCGHMDC_00179	CDS	1167	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
JNCGHMDC_00180	CDS	1167	hipO_2	3.5.1.32	COG1473	Hippurate hydrolase
JNCGHMDC_00181	CDS	198				hypothetical protein
JNCGHMDC_00182	CDS	1161	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
JNCGHMDC_00183	CDS	693	gsiA_1	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
