locus_tag	ftype	length_bp	gene	EC_number	COG	product
NKNFBIPM_00001	CDS	897				hypothetical protein
NKNFBIPM_00002	CDS	849	ybgK		COG1984	putative protein YbgK
NKNFBIPM_00003	CDS	837	kipI		COG2049	Kinase A inhibitor
NKNFBIPM_00004	CDS	726				hypothetical protein
NKNFBIPM_00005	CDS	1194	mntH		COG1914	Divalent metal cation transporter MntH
NKNFBIPM_00006	CDS	1125				hypothetical protein
NKNFBIPM_00007	CDS	711				hypothetical protein
NKNFBIPM_00008	CDS	630				hypothetical protein
NKNFBIPM_00009	CDS	594				hypothetical protein
NKNFBIPM_00010	tRNA	73				tRNA-Arg(cct)
NKNFBIPM_00011	CDS	249				hypothetical protein
NKNFBIPM_00012	CDS	123				hypothetical protein
NKNFBIPM_00013	CDS	435				hypothetical protein
NKNFBIPM_00014	CDS	441	dsbH	1.8.-.-	COG0526	Disulfide bond reductase DsbH
NKNFBIPM_00015	CDS	900	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
NKNFBIPM_00016	CDS	207				hypothetical protein
NKNFBIPM_00017	CDS	1281				hypothetical protein
NKNFBIPM_00018	CDS	489				hypothetical protein
NKNFBIPM_00019	CDS	1401	speA	4.1.1.19		Biosynthetic arginine decarboxylase
NKNFBIPM_00020	CDS	939		3.5.3.24	COG0010	N(1)-aminopropylagmatine ureohydrolase
NKNFBIPM_00021	CDS	972		2.5.-.-		Deoxyhypusine synthase-like protein
NKNFBIPM_00022	CDS	306				hypothetical protein
NKNFBIPM_00023	CDS	789				hypothetical protein
NKNFBIPM_00024	CDS	1383	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
NKNFBIPM_00025	CDS	942				putative epimerase/dehydratase
NKNFBIPM_00026	CDS	492				hypothetical protein
NKNFBIPM_00027	CDS	534				hypothetical protein
NKNFBIPM_00028	CDS	702				hypothetical protein
NKNFBIPM_00029	CDS	810	yeeZ		COG0451	Protein YeeZ
NKNFBIPM_00030	CDS	471	guaB_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
NKNFBIPM_00031	CDS	354				hypothetical protein
NKNFBIPM_00032	CDS	351	ssb_1		COG0629	Single-stranded DNA-binding protein
NKNFBIPM_00033	CDS	2070	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
NKNFBIPM_00034	CDS	360				hypothetical protein
NKNFBIPM_00035	CDS	660				hypothetical protein
NKNFBIPM_00036	CDS	3405	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
NKNFBIPM_00037	CDS	417				hypothetical protein
NKNFBIPM_00038	CDS	480				hypothetical protein
NKNFBIPM_00039	CDS	1977	bfmBAB_1	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
NKNFBIPM_00040	CDS	948				hypothetical protein
NKNFBIPM_00041	CDS	333	yciH		COG0023	putative protein YciH
NKNFBIPM_00042	CDS	933				hypothetical protein
NKNFBIPM_00043	CDS	879	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
NKNFBIPM_00044	CDS	669	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
NKNFBIPM_00045	CDS	2181	mutS2_1	3.1.-.-		Endonuclease MutS2
NKNFBIPM_00046	CDS	465				hypothetical protein
NKNFBIPM_00047	CDS	1305	gltP		COG1301	Proton/glutamate-aspartate symporter
NKNFBIPM_00048	CDS	1065	aroC	4.2.3.5	COG0082	Chorismate synthase
NKNFBIPM_00049	CDS	2913			COG0247	putative protein
NKNFBIPM_00050	CDS	1140	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
NKNFBIPM_00051	CDS	621	glpG	3.4.21.105		Rhomboid protease GlpG
NKNFBIPM_00052	CDS	885	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
NKNFBIPM_00053	CDS	1392	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
NKNFBIPM_00054	CDS	588	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
NKNFBIPM_00055	CDS	1692	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
NKNFBIPM_00056	CDS	771				hypothetical protein
NKNFBIPM_00057	CDS	2841	uvrA_1			UvrABC system protein A
NKNFBIPM_00058	CDS	687	log	3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
NKNFBIPM_00059	CDS	2829				hypothetical protein
NKNFBIPM_00060	CDS	2412	pdhB	1.2.4.1	COG0022	Pyruvate dehydrogenase E1 component subunit beta
NKNFBIPM_00061	CDS	999	yqeN		COG1466	putative protein YqeN
NKNFBIPM_00062	CDS	447				hypothetical protein
NKNFBIPM_00063	CDS	1008	wbbL	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
NKNFBIPM_00064	CDS	834				hypothetical protein
NKNFBIPM_00065	CDS	621	yciO		COG0009	putative protein YciO
NKNFBIPM_00066	CDS	2322	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
NKNFBIPM_00067	CDS	1275	yxeP	3.-.-.-	COG1473	putative hydrolase YxeP
NKNFBIPM_00068	CDS	924				hypothetical protein
NKNFBIPM_00069	CDS	2106	recG	3.6.4.12		ATP-dependent DNA helicase RecG
NKNFBIPM_00070	CDS	1398	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
NKNFBIPM_00071	CDS	597	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
NKNFBIPM_00072	CDS	279				hypothetical protein
NKNFBIPM_00073	CDS	1233	nusA		COG0195	Transcription termination/antitermination protein NusA
NKNFBIPM_00074	CDS	462	rimP			Ribosome maturation factor RimP
NKNFBIPM_00075	tRNA	73				tRNA-Gln(ttg)
NKNFBIPM_00076	CDS	3297				hypothetical protein
NKNFBIPM_00077	CDS	297				Thioredoxin-like protein
NKNFBIPM_00078	CDS	1221	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NKNFBIPM_00079	CDS	837	cutC		COG3142	Copper homeostasis protein CutC
NKNFBIPM_00080	CDS	972		3.5.1.26		N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase
NKNFBIPM_00081	CDS	2826	polA	2.7.7.7	COG0258	DNA polymerase I
NKNFBIPM_00082	CDS	2304				hypothetical protein
NKNFBIPM_00083	CDS	666				hypothetical protein
