locus_tag	ftype	length_bp	gene	EC_number	COG	product
KCIIOLFA_00001	tmRNA	197	ssrA			transfer-messenger RNA, SsrA
KCIIOLFA_00002	CDS	831	thyA	2.1.1.45	COG0207	Thymidylate synthase
KCIIOLFA_00003	CDS	531	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
KCIIOLFA_00004	CDS	909	gnl	3.1.1.17		Gluconolactonase
KCIIOLFA_00005	CDS	201				hypothetical protein
KCIIOLFA_00006	CDS	1074	apbC		COG0489	Iron-sulfur cluster carrier protein
KCIIOLFA_00007	CDS	1146	hflK		COG0330	Modulator of FtsH protease HflK
KCIIOLFA_00008	CDS	1008	hflC		COG0330	Modulator of FtsH protease HflC
KCIIOLFA_00009	CDS	201				hypothetical protein
KCIIOLFA_00010	CDS	1449	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
KCIIOLFA_00011	CDS	891	serB2	3.1.3.3	COG0560	Phosphoserine phosphatase SerB2
KCIIOLFA_00012	CDS	954	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
KCIIOLFA_00013	CDS	1758	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
KCIIOLFA_00014	CDS	513	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
KCIIOLFA_00015	CDS	1011	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
KCIIOLFA_00016	CDS	537				hypothetical protein
KCIIOLFA_00017	CDS	339				hypothetical protein
KCIIOLFA_00018	CDS	303				hypothetical protein
KCIIOLFA_00019	CDS	303				hypothetical protein
KCIIOLFA_00020	CDS	906				hypothetical protein
KCIIOLFA_00021	CDS	774				hypothetical protein
KCIIOLFA_00022	CDS	567				hypothetical protein
KCIIOLFA_00023	CDS	933	pgrR			HTH-type transcriptional regulator PgrR
KCIIOLFA_00024	CDS	156				hypothetical protein
KCIIOLFA_00025	CDS	1569	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
KCIIOLFA_00026	CDS	1041	mreB		COG1077	Rod shape-determining protein MreB
KCIIOLFA_00027	CDS	867	mreC			Cell shape-determining protein MreC
KCIIOLFA_00028	CDS	546				hypothetical protein
KCIIOLFA_00029	CDS	1863	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
KCIIOLFA_00030	CDS	1125	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
KCIIOLFA_00031	CDS	1479	dapE_1	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
KCIIOLFA_00032	CDS	255	grxC		COG0695	Glutaredoxin 3
KCIIOLFA_00033	CDS	885				hypothetical protein
KCIIOLFA_00034	CDS	1308	garP			putative galactarate transporter
KCIIOLFA_00035	CDS	339				hypothetical protein
KCIIOLFA_00036	CDS	1011	hemH	4.99.1.1	COG0276	Ferrochelatase
KCIIOLFA_00037	CDS	1257	hemA	2.3.1.37	COG0156	5-aminolevulinate synthase
KCIIOLFA_00038	CDS	228				hypothetical protein
KCIIOLFA_00039	CDS	1140	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
KCIIOLFA_00040	CDS	1191		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
KCIIOLFA_00041	CDS	1080		1.1.1.81	COG0111	Hydroxypyruvate reductase
KCIIOLFA_00042	CDS	1617		6.2.1.42		3-oxocholest-4-en-26-oate--CoA ligase
KCIIOLFA_00043	CDS	963	yrbG		COG0530	Inner membrane protein YrbG
KCIIOLFA_00044	CDS	498				hypothetical protein
KCIIOLFA_00045	CDS	639				hypothetical protein
KCIIOLFA_00046	CDS	666	nudL	3.6.1.-		putative Nudix hydrolase NudL
KCIIOLFA_00047	CDS	258				hypothetical protein
KCIIOLFA_00048	CDS	1233	cca	2.7.7.72		CCA-adding enzyme
KCIIOLFA_00049	CDS	972	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
KCIIOLFA_00050	CDS	540	petA	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
KCIIOLFA_00051	CDS	1233	fbcH_1		COG1290	Cytochrome b/c1
KCIIOLFA_00052	CDS	777	fbcH_2		COG1290	Cytochrome b/c1
KCIIOLFA_00053	CDS	180				hypothetical protein
KCIIOLFA_00054	CDS	1098	ychF		COG0012	Ribosome-binding ATPase YchF
KCIIOLFA_00055	CDS	639	pth	3.1.1.29		Peptidyl-tRNA hydrolase
KCIIOLFA_00056	CDS	657	rplY		COG1825	50S ribosomal protein L25
KCIIOLFA_00057	CDS	936	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
KCIIOLFA_00058	CDS	768	rl5	1.10.3.-		Polyphenol oxidase
KCIIOLFA_00059	CDS	1119				hypothetical protein
KCIIOLFA_00060	CDS	810	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
KCIIOLFA_00061	CDS	282				hypothetical protein
KCIIOLFA_00062	CDS	495				hypothetical protein
KCIIOLFA_00063	CDS	849	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
KCIIOLFA_00064	CDS	1350	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
KCIIOLFA_00065	CDS	699	ompR			Transcriptional regulatory protein OmpR
KCIIOLFA_00066	CDS	507				hypothetical protein
KCIIOLFA_00067	CDS	870	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
KCIIOLFA_00068	CDS	621	ycgJ	2.1.1.-		putative methyltransferase YcgJ
KCIIOLFA_00069	CDS	795				hypothetical protein
KCIIOLFA_00070	CDS	1731	imuB			Protein ImuB
KCIIOLFA_00071	CDS	3267	dnaE2	2.7.7.7		Error-prone DNA polymerase
KCIIOLFA_00072	CDS	981	trxB	1.8.1.9	COG0492	Thioredoxin reductase
KCIIOLFA_00073	CDS	972				hypothetical protein
KCIIOLFA_00074	CDS	480	lrp		COG1522	Leucine-responsive regulatory protein
KCIIOLFA_00075	CDS	474	greA		COG0782	Transcription elongation factor GreA
KCIIOLFA_00076	CDS	3264	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
KCIIOLFA_00077	CDS	1197	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
KCIIOLFA_00078	CDS	453	yqeY		COG1610	putative protein YqeY
KCIIOLFA_00079	CDS	1890	dnaG	2.7.7.-	COG0358	DNA primase
KCIIOLFA_00080	CDS	1968	rpoD		COG0568	RNA polymerase sigma factor RpoD
KCIIOLFA_00081	CDS	339	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
KCIIOLFA_00082	tRNA	77				tRNA-Met(cat)
KCIIOLFA_00083	CDS	885	yciC_1		COG0523	Putative metal chaperone YciC
KCIIOLFA_00084	CDS	1683	nfdA_1	3.5.1.91		N-substituted formamide deformylase
KCIIOLFA_00085	CDS	420				hypothetical protein
KCIIOLFA_00086	CDS	420				hypothetical protein
KCIIOLFA_00087	CDS	1656	ettA		COG0488	Energy-dependent translational throttle protein EttA
KCIIOLFA_00088	CDS	2094	bfrD		COG4774	putative TonB-dependent receptor BfrD
KCIIOLFA_00089	CDS	630				hypothetical protein
KCIIOLFA_00090	CDS	759	mlaA		COG2853	putative phospholipid-binding lipoprotein MlaA
KCIIOLFA_00091	CDS	999	arsR1		COG0640	Arsenic resistance transcriptional regulator ArsR1
KCIIOLFA_00092	CDS	855	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
KCIIOLFA_00093	CDS	3705	metH	2.1.1.13	COG0646	Methionine synthase
KCIIOLFA_00094	CDS	699	djlA		COG1076	Co-chaperone protein DjlA
KCIIOLFA_00095	CDS	732	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
KCIIOLFA_00096	CDS	1353	garB	1.8.1.16		Glutathione amide reductase
KCIIOLFA_00097	CDS	936				hypothetical protein
KCIIOLFA_00098	CDS	1335	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
KCIIOLFA_00099	CDS	1026	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
KCIIOLFA_00100	CDS	786		4.2.1.150	COG1024	Crotonyl-CoA hydratase
KCIIOLFA_00101	CDS	1665	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
KCIIOLFA_00102	CDS	1347	gltX_1	6.1.1.17		Glutamate--tRNA ligase
KCIIOLFA_00103	CDS	1623	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
KCIIOLFA_00104	CDS	693	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
KCIIOLFA_00105	CDS	792				hypothetical protein
KCIIOLFA_00106	CDS	3243	czcA			Cobalt-zinc-cadmium resistance protein CzcA
KCIIOLFA_00107	CDS	1173	mexA			Multidrug resistance protein MexA
KCIIOLFA_00108	CDS	2100	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
