locus_tag	ftype	length_bp	gene	EC_number	COG	product
MINMJIBM_00001	CDS	279				hypothetical protein
MINMJIBM_00002	CDS	864				hypothetical protein
MINMJIBM_00003	CDS	717	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
MINMJIBM_00004	CDS	984	tkrA_1	1.1.1.79		Glyoxylate/hydroxypyruvate reductase B
MINMJIBM_00005	CDS	585	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
MINMJIBM_00006	CDS	366	nbaC	1.13.11.6		3-hydroxyanthranilate 3,4-dioxygenase
MINMJIBM_00007	CDS	1014	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
MINMJIBM_00008	CDS	717	ppaX_1	3.6.1.1	COG0546	Pyrophosphatase PpaX
MINMJIBM_00009	CDS	627		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
MINMJIBM_00010	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
MINMJIBM_00011	CDS	438				hypothetical protein
MINMJIBM_00012	CDS	927	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
MINMJIBM_00013	CDS	483				hypothetical protein
MINMJIBM_00014	CDS	687				hypothetical protein
MINMJIBM_00015	CDS	318				hypothetical protein
MINMJIBM_00016	CDS	2895	uvrA			UvrABC system protein A
MINMJIBM_00017	CDS	720			COG0463	putative protein
MINMJIBM_00018	CDS	864				hypothetical protein
MINMJIBM_00019	CDS	279				hypothetical protein
MINMJIBM_00020	CDS	828	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
MINMJIBM_00021	CDS	507				hypothetical protein
MINMJIBM_00022	CDS	339				hypothetical protein
MINMJIBM_00023	CDS	747	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
MINMJIBM_00024	CDS	243				hypothetical protein
MINMJIBM_00025	CDS	537	odhI_1		COG1716	Oxoglutarate dehydrogenase inhibitor
MINMJIBM_00026	CDS	1488	dnaJ_1		COG0484	Chaperone protein DnaJ
MINMJIBM_00027	CDS	990	prpC_1	3.1.3.16	COG0631	Protein phosphatase PrpC
MINMJIBM_00028	CDS	423	afsK	2.7.11.1	COG0515	Serine/threonine-protein kinase AfsK
MINMJIBM_00029	CDS	780	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
MINMJIBM_00030	CDS	1104		3.4.11.-		Aminopeptidase 2
MINMJIBM_00031	CDS	351	rplT		COG0292	50S ribosomal protein L20
MINMJIBM_00032	CDS	843				hypothetical protein
MINMJIBM_00033	CDS	915		3.5.5.1	COG0388	Nitrilase
MINMJIBM_00034	CDS	573	tdk	2.7.1.21		Thymidine kinase
MINMJIBM_00035	CDS	573	hpt_1	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
MINMJIBM_00036	CDS	681				hypothetical protein
MINMJIBM_00037	CDS	309			COG0718	Nucleoid-associated protein
MINMJIBM_00038	CDS	606	recR		COG0353	Recombination protein RecR
MINMJIBM_00039	CDS	1275				hypothetical protein
MINMJIBM_00040	rRNA	899				16S ribosomal RNA (partial)
MINMJIBM_00041	CDS	324				hypothetical protein
MINMJIBM_00042	CDS	231				hypothetical protein
MINMJIBM_00043	CDS	171				hypothetical protein
MINMJIBM_00044	CDS	1053				hypothetical protein
MINMJIBM_00045	CDS	870	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
MINMJIBM_00046	CDS	753				Insertion sequence IS5376 putative ATP-binding protein
MINMJIBM_00047	CDS	1530				hypothetical protein
MINMJIBM_00048	CDS	417				hypothetical protein
MINMJIBM_00049	CDS	1356	glmU		COG1207	Bifunctional protein GlmU
MINMJIBM_00050	tRNA	72				tRNA-Gln(ttg)
MINMJIBM_00051	CDS	801				hypothetical protein
MINMJIBM_00052	CDS	1554	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
MINMJIBM_00053	CDS	1416	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
MINMJIBM_00054	CDS	603	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
MINMJIBM_00055	CDS	1314	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
MINMJIBM_00056	CDS	414			COG1959	Putative HTH-type transcriptional regulator
MINMJIBM_00057	CDS	768	lipB	2.3.1.181	COG0321	Octanoyltransferase
MINMJIBM_00058	CDS	609	odhI_2		COG1716	Oxoglutarate dehydrogenase inhibitor
MINMJIBM_00059	CDS	1065		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
MINMJIBM_00060	CDS	1236	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
MINMJIBM_00061	CDS	516				hypothetical protein
MINMJIBM_00062	CDS	861	tcyA		COG0834	L-cystine-binding protein TcyA
MINMJIBM_00063	CDS	822	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
MINMJIBM_00064	CDS	741	glnQ			Glutamine transport ATP-binding protein GlnQ
MINMJIBM_00065	CDS	762	yceI			Protein YceI
MINMJIBM_00066	CDS	414	yccU		COG1832	putative protein YccU
MINMJIBM_00067	CDS	1083				hypothetical protein
MINMJIBM_00068	CDS	849	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
MINMJIBM_00069	CDS	1617	choD	1.1.3.6	COG2303	Cholesterol oxidase
MINMJIBM_00070	CDS	354	yjbR		COG2315	putative protein YjbR
MINMJIBM_00071	CDS	1431				hypothetical protein
MINMJIBM_00072	CDS	651	degU		COG2197	Transcriptional regulatory protein DegU
MINMJIBM_00073	CDS	393				hypothetical protein
MINMJIBM_00074	CDS	1251	sigA_1		COG0568	RNA polymerase sigma factor SigA
MINMJIBM_00075	CDS	582	ytlP	3.1.4.-		RNA 2',3'-cyclic phosphodiesterase
MINMJIBM_00076	CDS	273	rsfS		COG0799	Ribosomal silencing factor RsfS
MINMJIBM_00077	CDS	450	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MINMJIBM_00078	CDS	3033	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
MINMJIBM_00079	CDS	2235	hppA	3.6.1.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
MINMJIBM_00080	CDS	576				hypothetical protein
MINMJIBM_00081	CDS	1734	nrfH		COG3005	Cytochrome c-type protein NrfH
MINMJIBM_00082	CDS	1644				hypothetical protein
MINMJIBM_00083	CDS	933	dagK_2	2.7.1.107	COG1597	Diacylglycerol kinase
MINMJIBM_00084	CDS	1452				hypothetical protein
MINMJIBM_00085	CDS	720	comM		COG0606	Competence protein ComM
MINMJIBM_00086	CDS	870	ubiG_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
MINMJIBM_00087	CDS	912				hypothetical protein
MINMJIBM_00088	CDS	948				hypothetical protein
MINMJIBM_00089	CDS	1425				hypothetical protein
MINMJIBM_00090	CDS	996	afr	1.1.1.292		1,5-anhydro-D-fructose reductase
MINMJIBM_00091	CDS	825	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MINMJIBM_00092	CDS	759	legF_1	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
MINMJIBM_00093	CDS	1887	legI_1	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
MINMJIBM_00094	CDS	1614				hypothetical protein
MINMJIBM_00095	CDS	1692				hypothetical protein
MINMJIBM_00096	CDS	501	epsH	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
MINMJIBM_00097	CDS	429				hypothetical protein
MINMJIBM_00098	CDS	681	legF_2	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
MINMJIBM_00099	CDS	975		1.1.1.81	COG0111	Hydroxypyruvate reductase
MINMJIBM_00100	CDS	762	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MINMJIBM_00101	CDS	804				hypothetical protein
MINMJIBM_00102	CDS	1455				hypothetical protein
MINMJIBM_00103	CDS	942		2.4.-.-	COG0463	putative glycosyltransferase
MINMJIBM_00104	CDS	789		2.4.-.-	COG0463	putative glycosyltransferase
MINMJIBM_00105	CDS	753				hypothetical protein
MINMJIBM_00106	CDS	1476				hypothetical protein
MINMJIBM_00107	CDS	441				hypothetical protein
MINMJIBM_00108	CDS	576				hypothetical protein
MINMJIBM_00109	CDS	1332	lat	2.6.1.36	COG0160	L-lysine-epsilon aminotransferase
MINMJIBM_00110	CDS	1422				hypothetical protein
MINMJIBM_00111	CDS	390				hypothetical protein
MINMJIBM_00112	CDS	1596	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
MINMJIBM_00113	CDS	2370	sdrD			Serine-aspartate repeat-containing protein D
MINMJIBM_00114	CDS	1278	gdhB	1.1.5.2	COG2133	Quinoprotein glucose dehydrogenase B
MINMJIBM_00115	CDS	369				hypothetical protein
MINMJIBM_00116	CDS	354				hypothetical protein
MINMJIBM_00117	CDS	1197		2.4.1.11	COG0438	Glycogen synthase
MINMJIBM_00118	CDS	903				hypothetical protein
MINMJIBM_00119	CDS	702				hypothetical protein
MINMJIBM_00120	CDS	1851	cysNC		COG0529	Bifunctional enzyme CysN/CysC
MINMJIBM_00121	CDS	225	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MINMJIBM_00122	CDS	225				hypothetical protein
MINMJIBM_00123	CDS	1023	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MINMJIBM_00124	CDS	1305	pdp	2.4.2.2		Pyrimidine-nucleoside phosphorylase
MINMJIBM_00125	CDS	855				DegV domain-containing protein
MINMJIBM_00126	CDS	858				DegV domain-containing protein
MINMJIBM_00127	CDS	894				hypothetical protein
MINMJIBM_00128	CDS	1323	ffh		COG0541	Signal recognition particle protein
MINMJIBM_00129	CDS	1245	rpfG_1	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
MINMJIBM_00130	CDS	918	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
MINMJIBM_00131	CDS	855	dnaJ_2		COG0484	Chaperone protein DnaJ
MINMJIBM_00132	CDS	606				hypothetical protein
MINMJIBM_00133	CDS	666	plsC_1	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
MINMJIBM_00134	CDS	327				hypothetical protein
MINMJIBM_00135	CDS	1674	rpfG_2	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
MINMJIBM_00136	CDS	237				hypothetical protein
MINMJIBM_00137	CDS	1563				hypothetical protein
MINMJIBM_00138	CDS	174				hypothetical protein
MINMJIBM_00139	CDS	429				hypothetical protein
MINMJIBM_00140	CDS	837	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
MINMJIBM_00141	CDS	615	gmk	2.7.4.8	COG0194	Guanylate kinase
MINMJIBM_00142	CDS	627	tmk	2.7.4.9		Thymidylate kinase
MINMJIBM_00143	CDS	1614				hypothetical protein
MINMJIBM_00144	CDS	849				hypothetical protein
MINMJIBM_00145	CDS	258				hypothetical protein
MINMJIBM_00146	CDS	1335				hypothetical protein
MINMJIBM_00147	CDS	891				hypothetical protein
MINMJIBM_00148	CDS	1050	walK_1	2.7.13.3		Sensor histidine kinase WalK
MINMJIBM_00149	CDS	1383				hypothetical protein
MINMJIBM_00150	CDS	855				hypothetical protein
MINMJIBM_00151	CDS	666	czcR			Transcriptional activator protein CzcR
MINMJIBM_00152	CDS	984	stkP_1	2.7.11.1	COG0515	Serine/threonine-protein kinase StkP
MINMJIBM_00153	CDS	426				hypothetical protein
MINMJIBM_00154	CDS	537				hypothetical protein
MINMJIBM_00155	CDS	705				hypothetical protein
MINMJIBM_00156	CDS	603	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
MINMJIBM_00157	CDS	912	pleD_1			Response regulator PleD
MINMJIBM_00158	CDS	2424	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
MINMJIBM_00159	CDS	219				hypothetical protein
MINMJIBM_00160	CDS	204	copP		COG2608	COP-associated protein
MINMJIBM_00161	CDS	204	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
MINMJIBM_00162	CDS	669	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
MINMJIBM_00163	CDS	888				hypothetical protein
MINMJIBM_00164	CDS	360				hypothetical protein
MINMJIBM_00165	CDS	1230	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
MINMJIBM_00166	CDS	708	hndD	1.12.1.3	COG3383	NADP-reducing hydrogenase subunit HndD
