locus_tag	ftype	length_bp	gene	EC_number	COG	product
HONINIGD_00001	CDS	660	adk	2.7.4.3		Adenylate kinase
HONINIGD_00002	CDS	939	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
HONINIGD_00003	CDS	2247	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
HONINIGD_00004	CDS	894	cysM	2.5.1.47	COG0031	Cysteine synthase B
HONINIGD_00005	CDS	2634	barA_1	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
HONINIGD_00006	CDS	777	recO		COG1381	DNA repair protein RecO
HONINIGD_00007	CDS	900	era		COG1159	GTPase Era
HONINIGD_00008	CDS	741	rnc	3.1.26.3	COG0571	Ribonuclease 3
HONINIGD_00009	CDS	441				hypothetical protein
HONINIGD_00010	CDS	747	lepB	3.4.21.89	COG0681	Signal peptidase I
HONINIGD_00011	CDS	249	lepA	3.6.5.-	COG0481	Elongation factor 4
HONINIGD_00012	CDS	1470	pepQ	3.4.13.9		Xaa-Pro dipeptidase
HONINIGD_00013	CDS	1029				hypothetical protein
HONINIGD_00014	CDS	1107	tfdD	5.1.1.-	COG4948	D-Ala-D/L-Ala epimerase
HONINIGD_00015	CDS	1494	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
HONINIGD_00016	CDS	837	dppA	3.4.11.-	COG2362	D-aminopeptidase
HONINIGD_00017	CDS	1605		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
HONINIGD_00018	CDS	639	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
HONINIGD_00019	CDS	1314	tig	5.2.1.8	COG0544	Trigger factor
HONINIGD_00020	tRNA	85				tRNA-Leu(tag)
HONINIGD_00021	CDS	276				hypothetical protein
HONINIGD_00022	CDS	1176	fadA_1	2.3.1.16		3-ketoacyl-CoA thiolase
HONINIGD_00023	CDS	2139	fadB			Fatty acid oxidation complex subunit alpha
HONINIGD_00024	CDS	1110		3.2.1.169		Protein O-GlcNAcase
HONINIGD_00025	CDS	771	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
HONINIGD_00026	CDS	357				hypothetical protein
HONINIGD_00027	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
HONINIGD_00028	CDS	639	tmk	2.7.4.9	COG0125	Thymidylate kinase
HONINIGD_00029	CDS	1095	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
HONINIGD_00030	CDS	879	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
HONINIGD_00031	CDS	1239	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
HONINIGD_00032	CDS	237	acpP_1		COG0236	Acyl carrier protein
HONINIGD_00033	CDS	744	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HONINIGD_00034	CDS	945	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
HONINIGD_00035	CDS	1011	plsX	2.3.1.-	COG0416	Phosphate acyltransferase
HONINIGD_00036	CDS	183	rpmF		COG0333	50S ribosomal protein L32
HONINIGD_00037	CDS	573	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
HONINIGD_00038	CDS	603	yceF		COG0424	Maf-like protein YceF
HONINIGD_00039	CDS	714	cpxR		COG0745	Transcriptional regulatory protein CpxR
HONINIGD_00040	CDS	1377	cpxA	2.7.13.3		Sensor histidine kinase CpxA
HONINIGD_00041	CDS	999	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
HONINIGD_00042	CDS	681		3.1.3.5	COG0546	5'-nucleotidase
HONINIGD_00043	CDS	984	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
HONINIGD_00044	CDS	264				hypothetical protein
HONINIGD_00045	CDS	1650	cheY		COG0784	Chemotaxis protein CheY
HONINIGD_00046	CDS	759				hypothetical protein
HONINIGD_00047	CDS	906	murI	5.1.1.3	COG0796	Glutamate racemase
HONINIGD_00048	CDS	768	exoA_1	3.1.11.2	COG0708	Exodeoxyribonuclease
HONINIGD_00049	CDS	1488	gap2	1.2.1.-		Glyceraldehyde-3-phosphate dehydrogenase-like protein
HONINIGD_00050	CDS	1341	nqrA	1.6.5.8	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
HONINIGD_00051	CDS	1200	nqrB	1.6.5.8	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
HONINIGD_00052	CDS	771	nqrC	1.6.5.8	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
HONINIGD_00053	CDS	663	nqrD	1.6.5.8	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
HONINIGD_00054	CDS	609	nqrE	1.6.5.8	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
HONINIGD_00055	CDS	1221	nqrF	1.6.5.8	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
HONINIGD_00056	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
HONINIGD_00057	CDS	237				hypothetical protein
HONINIGD_00058	CDS	654	nth	4.2.99.18	COG0177	Endonuclease III
HONINIGD_00059	CDS	1098	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
HONINIGD_00060	CDS	168				hypothetical protein
HONINIGD_00061	CDS	480	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
HONINIGD_00062	CDS	411				hypothetical protein
HONINIGD_00063	CDS	1110		1.6.3.5	COG3380	Renalase
HONINIGD_00064	CDS	804	yueD	1.1.1.320		Benzil reductase ((S)-benzoin forming)
HONINIGD_00065	CDS	558	gpx1_1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
HONINIGD_00066	CDS	315				hypothetical protein
HONINIGD_00067	CDS	1494	phrB	4.1.99.13	COG3046	(6-4) photolyase
HONINIGD_00068	CDS	1038	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
HONINIGD_00069	CDS	1191	atoC_1		COG2204	Regulatory protein AtoC
HONINIGD_00070	CDS	696	mlaA		COG2853	putative phospholipid-binding lipoprotein MlaA
HONINIGD_00071	CDS	765				hypothetical protein
HONINIGD_00072	CDS	861				hypothetical protein
HONINIGD_00073	CDS	303				hypothetical protein
HONINIGD_00074	CDS	1338				hypothetical protein
HONINIGD_00075	CDS	4227				hypothetical protein
HONINIGD_00076	CDS	1119	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
HONINIGD_00077	CDS	1125	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
HONINIGD_00078	CDS	1248	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
HONINIGD_00079	CDS	1467	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
HONINIGD_00080	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
HONINIGD_00081	CDS	1452	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
HONINIGD_00082	CDS	1572	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
HONINIGD_00083	CDS	1797	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
HONINIGD_00084	CDS	309	ftsL			Cell division protein FtsL
HONINIGD_00085	CDS	954	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
HONINIGD_00086	CDS	453	mraZ		COG2001	Transcriptional regulator MraZ
HONINIGD_00087	CDS	1113	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
HONINIGD_00088	CDS	1341	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
HONINIGD_00089	CDS	630	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
HONINIGD_00090	CDS	1305	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
HONINIGD_00091	CDS	237	ibaG		COG5007	Acid stress protein IbaG
HONINIGD_00092	CDS	753				hypothetical protein
HONINIGD_00093	CDS	1002	yrbG		COG0530	Inner membrane protein YrbG
HONINIGD_00094	CDS	966	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
HONINIGD_00095	CDS	588		3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
HONINIGD_00096	CDS	630	lptC			Lipopolysaccharide export system protein LptC
HONINIGD_00097	CDS	576	lptA		COG1934	Lipopolysaccharide export system protein LptA
HONINIGD_00098	CDS	726	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HONINIGD_00099	CDS	1563	rpoN		COG1508	RNA polymerase sigma-54 factor
HONINIGD_00100	CDS	363	hpf		COG1544	Ribosome hibernation promoting factor
HONINIGD_00101	CDS	456	ptsN		COG1762	Nitrogen regulatory protein
