locus_tag	ftype	length_bp	gene	EC_number	COG	product
JAAGFCAH_00001	CDS	996	ftsX		COG2177	Cell division protein FtsX
JAAGFCAH_00002	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
JAAGFCAH_00003	CDS	396				hypothetical protein
JAAGFCAH_00004	CDS	696	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
JAAGFCAH_00005	CDS	756	mip	5.2.1.8	COG0545	Outer membrane protein MIP
JAAGFCAH_00006	CDS	486	rsd		COG3160	Regulator of sigma D
JAAGFCAH_00007	CDS	720	yohK		COG1346	Inner membrane protein YohK
JAAGFCAH_00008	CDS	495	dsbB		COG1495	Disulfide bond formation protein B
JAAGFCAH_00009	CDS	1566	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
JAAGFCAH_00010	CDS	267				hypothetical protein
JAAGFCAH_00011	CDS	585	yajL_1	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
JAAGFCAH_00012	CDS	1284	gltP		COG1301	Proton/glutamate-aspartate symporter
JAAGFCAH_00013	CDS	1362	lplT			Lysophospholipid transporter LplT
JAAGFCAH_00014	CDS	504				hypothetical protein
JAAGFCAH_00015	CDS	1068	fbpC2_1	3.6.3.30	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
JAAGFCAH_00016	CDS	684	modB		COG4149	Molybdenum transport system permease protein ModB
JAAGFCAH_00017	CDS	663	modA		COG0725	Molybdate-binding protein ModA
JAAGFCAH_00018	CDS	387				hypothetical protein
JAAGFCAH_00019	CDS	252			COG4628	DNA-binding protein
JAAGFCAH_00020	CDS	924	dhmA2	3.8.1.5		Haloalkane dehalogenase 2
JAAGFCAH_00021	CDS	1878			COG3653	putative protein
JAAGFCAH_00022	CDS	525	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
JAAGFCAH_00023	CDS	597	argO		COG1279	Arginine exporter protein ArgO
JAAGFCAH_00024	CDS	2073				Immunogenic protein MPB70
JAAGFCAH_00025	CDS	1947		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
JAAGFCAH_00026	tRNA	76				tRNA-Trp(cca)
JAAGFCAH_00027	CDS	369	secE		COG0690	Protein translocase subunit SecE
JAAGFCAH_00028	CDS	534	nusG_1		COG0250	Transcription termination/antitermination protein NusG
JAAGFCAH_00029	CDS	432	rplK		COG0080	50S ribosomal protein L11
JAAGFCAH_00030	CDS	696	rplA		COG0081	50S ribosomal protein L1
JAAGFCAH_00031	CDS	531	rplJ		COG0244	50S ribosomal protein L10
JAAGFCAH_00032	CDS	381	rplL			50S ribosomal protein L7/L12
JAAGFCAH_00033	CDS	4143	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
JAAGFCAH_00034	CDS	4227	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
JAAGFCAH_00035	CDS	375	rpsL		COG0048	30S ribosomal protein S12
JAAGFCAH_00036	CDS	471	rpsG		COG0049	30S ribosomal protein S7
JAAGFCAH_00037	CDS	2103	fusA_1		COG0480	Elongation factor G
JAAGFCAH_00038	CDS	2085	fusA_2			Elongation factor G 1
JAAGFCAH_00039	CDS	1224	tuf1			Elongation factor Tu
JAAGFCAH_00040	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
JAAGFCAH_00041	CDS	636	rplC		COG0087	50S ribosomal protein L3
JAAGFCAH_00042	CDS	615	rplD		COG0088	50S ribosomal protein L4
JAAGFCAH_00043	CDS	297	rplW		COG0089	50S ribosomal protein L23
JAAGFCAH_00044	CDS	822	rplB		COG0090	50S ribosomal protein L2
JAAGFCAH_00045	CDS	276	rpsS		COG0185	30S ribosomal protein S19
JAAGFCAH_00046	CDS	333	rplV		COG0091	50S ribosomal protein L22
JAAGFCAH_00047	CDS	678	rpsC		COG0092	30S ribosomal protein S3
JAAGFCAH_00048	CDS	744				hypothetical protein
JAAGFCAH_00049	CDS	1428	gbsA_1	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
JAAGFCAH_00050	CDS	1185	yeaW_1	1.14.13.-	COG4638	Carnitine monooxygenase oxygenase subunit
JAAGFCAH_00051	CDS	1344	dadA	1.4.99.-		D-amino acid dehydrogenase
JAAGFCAH_00052	CDS	2163		3.5.1.93		Glutaryl-7-aminocephalosporanic-acid acylase
JAAGFCAH_00053	CDS	939	rbgA		COG1161	Ribosome biogenesis GTPase A
JAAGFCAH_00054	CDS	1191			COG2081	putative protein
JAAGFCAH_00055	CDS	570				hypothetical protein
JAAGFCAH_00056	CDS	1239	ycaD			putative MFS-type transporter YcaD
JAAGFCAH_00057	CDS	630				hypothetical protein
JAAGFCAH_00058	CDS	939	rdmC_1	3.1.1.95		Aclacinomycin methylesterase RdmC
JAAGFCAH_00059	CDS	2196	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
JAAGFCAH_00060	CDS	1539	cho	3.1.25.-	COG0322	Excinuclease cho
JAAGFCAH_00061	CDS	1278		1.-.-.-		NADH oxidase
JAAGFCAH_00062	CDS	801				hypothetical protein
JAAGFCAH_00063	CDS	1221	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
JAAGFCAH_00064	CDS	1512				hypothetical protein
JAAGFCAH_00065	CDS	1029				hypothetical protein
JAAGFCAH_00066	CDS	426	flgC_1		COG1558	Flagellar basal-body rod protein FlgC
JAAGFCAH_00067	CDS	438	flgB_1		COG1815	Flagellar basal body rod protein FlgB
JAAGFCAH_00068	CDS	1020				hypothetical protein
JAAGFCAH_00069	CDS	300				hypothetical protein
JAAGFCAH_00070	CDS	432				hypothetical protein
JAAGFCAH_00071	CDS	279	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
JAAGFCAH_00072	CDS	1074				hypothetical protein
JAAGFCAH_00073	CDS	432				hypothetical protein
JAAGFCAH_00074	CDS	1203				hypothetical protein
JAAGFCAH_00075	CDS	531				hypothetical protein
JAAGFCAH_00076	CDS	2112	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
JAAGFCAH_00077	CDS	1230	srp54_1			Signal recognition particle 54 kDa protein
JAAGFCAH_00078	CDS	825	ylxH		COG0455	Flagellum site-determining protein YlxH
JAAGFCAH_00079	CDS	711	fliA		COG1191	RNA polymerase sigma factor FliA
JAAGFCAH_00080	CDS	750				hypothetical protein
JAAGFCAH_00081	CDS	1302				hypothetical protein
JAAGFCAH_00082	CDS	1149	flhB_2		COG1377	Flagellar biosynthetic protein FlhB
JAAGFCAH_00083	CDS	771				hypothetical protein
JAAGFCAH_00084	CDS	270				hypothetical protein
JAAGFCAH_00085	CDS	759	fliP		COG1338	Flagellar biosynthetic protein FliP
JAAGFCAH_00086	CDS	351				hypothetical protein
JAAGFCAH_00087	CDS	303	fliN		COG1886	Flagellar motor switch protein FliN
JAAGFCAH_00088	CDS	993	fliM		COG1868	Flagellar motor switch protein FliM
JAAGFCAH_00089	CDS	1266				hypothetical protein
JAAGFCAH_00090	CDS	456				hypothetical protein
JAAGFCAH_00091	CDS	1332	fliI	3.6.3.14	COG1157	Flagellum-specific ATP synthase
JAAGFCAH_00092	CDS	918				hypothetical protein
JAAGFCAH_00093	CDS	1092	fliG_1		COG1536	Flagellar motor switch protein FliG
JAAGFCAH_00094	CDS	1791	fliF_1		COG1766	Flagellar M-ring protein
JAAGFCAH_00095	CDS	339	fliE_1		COG1677	Flagellar hook-basal body complex protein FliE
JAAGFCAH_00096	CDS	1407	atoC		COG2204	Regulatory protein AtoC
JAAGFCAH_00097	CDS	1128	ntrC_1		COG2204	DNA-binding transcriptional regulator NtrC
JAAGFCAH_00098	CDS	765	esiB			Secretory immunoglobulin A-binding protein EsiB
JAAGFCAH_00099	CDS	420	fliS		COG1516	Flagellar secretion chaperone FliS
JAAGFCAH_00100	CDS	1002	motB		COG1360	Motility protein B
JAAGFCAH_00101	CDS	1050			COG2885	Outer membrane protein Omp38
JAAGFCAH_00102	CDS	792	pomA		COG1291	Chemotaxis protein PomA
JAAGFCAH_00103	CDS	1530	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
JAAGFCAH_00104	CDS	768				hypothetical protein
JAAGFCAH_00105	CDS	594				hypothetical protein
JAAGFCAH_00106	CDS	906	ubiA	2.5.1.-	COG0382	4-hydroxybenzoate octaprenyltransferase
JAAGFCAH_00107	CDS	579	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
JAAGFCAH_00108	CDS	879	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
JAAGFCAH_00109	CDS	864	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
JAAGFCAH_00110	CDS	2085	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
JAAGFCAH_00111	CDS	732	plsC_1	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
JAAGFCAH_00112	CDS	2415	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
JAAGFCAH_00113	CDS	1089	recF		COG1195	DNA replication and repair protein RecF
JAAGFCAH_00114	CDS	105				hypothetical protein
JAAGFCAH_00115	CDS	336				hypothetical protein
JAAGFCAH_00116	CDS	1581				hypothetical protein
JAAGFCAH_00117	CDS	2442	fyuA_1		COG1629	Pesticin receptor
JAAGFCAH_00118	CDS	621	betI_1			HTH-type transcriptional regulator BetI
JAAGFCAH_00119	CDS	1095	betI_2		COG1309	HTH-type transcriptional regulator BetI
JAAGFCAH_00120	CDS	1416		5.1.1.21	COG0160	Isoleucine 2-epimerase
JAAGFCAH_00121	CDS	315				hypothetical protein
JAAGFCAH_00122	CDS	363				hypothetical protein
JAAGFCAH_00123	tRNA	87				tRNA-Leu(taa)
JAAGFCAH_00124	tRNA	74				tRNA-Cys(gca)
JAAGFCAH_00125	CDS	561	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
JAAGFCAH_00126	CDS	1767	uvrC		COG0322	UvrABC system protein C
JAAGFCAH_00127	CDS	1116	kynU	3.7.1.3		Kynureninase
JAAGFCAH_00128	CDS	1170				hypothetical protein
JAAGFCAH_00129	CDS	477	lrp_1		COG1522	Leucine-responsive regulatory protein
JAAGFCAH_00130	CDS	1347				hypothetical protein
JAAGFCAH_00131	CDS	1347	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
JAAGFCAH_00132	CDS	510	ftsN			Cell division protein FtsN
JAAGFCAH_00133	CDS	2220	priA	3.6.4.-	COG1198	Primosomal protein N'
JAAGFCAH_00134	CDS	216	rpmE			50S ribosomal protein L31
JAAGFCAH_00135	CDS	249	lapA			Lipopolysaccharide assembly protein A
JAAGFCAH_00136	CDS	696	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
JAAGFCAH_00137	CDS	822	bglA_1	3.2.1.73		Beta-glucanase
JAAGFCAH_00138	CDS	1371	bglA_2	3.2.1.73		Beta-glucanase
JAAGFCAH_00139	CDS	402				hypothetical protein
