locus_tag	ftype	length_bp	gene	EC_number	COG	product
HDBKDGKL_00001	CDS	240				hypothetical protein
HDBKDGKL_00002	CDS	411	pccA_1	6.4.1.3		Propionyl-CoA carboxylase, biotin carboxylase and biotin-carboxyl carrier subunit
HDBKDGKL_00003	CDS	189				hypothetical protein
HDBKDGKL_00004	CDS	1581	pccB_1	6.4.1.3		Propionyl-CoA carboxylase, carboxyltransferase subunit
HDBKDGKL_00005	CDS	1605				hypothetical protein
HDBKDGKL_00006	CDS	447	glmS_1	5.4.99.1		Glutamate mutase sigma subunit
HDBKDGKL_00007	CDS	870				hypothetical protein
HDBKDGKL_00008	CDS	624				hypothetical protein
HDBKDGKL_00009	CDS	1779	purF	2.4.2.14		Amidophosphoribosyltransferase
HDBKDGKL_00010	CDS	1203				hypothetical protein
HDBKDGKL_00011	CDS	657				hypothetical protein
HDBKDGKL_00012	CDS	333	rsxB			Electron transport complex subunit RsxB
HDBKDGKL_00013	CDS	291				hypothetical protein
HDBKDGKL_00014	CDS	990	tfrB_1	1.3.4.1	COG0247	Fumarate reductase (CoM/CoB) subunit B
HDBKDGKL_00015	CDS	114				hypothetical protein
HDBKDGKL_00016	CDS	1245	metK	2.5.1.6		S-adenosylmethionine synthase
HDBKDGKL_00017	CDS	1401	aspS	6.1.1.12	COG0017	Aspartate--tRNA(Asp) ligase
HDBKDGKL_00018	CDS	747				hypothetical protein
HDBKDGKL_00019	CDS	813	rhaD_1	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
HDBKDGKL_00020	CDS	1665			COG0531	putative protein
HDBKDGKL_00021	CDS	1398	yjgF	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
HDBKDGKL_00022	CDS	903				hypothetical protein
HDBKDGKL_00023	CDS	525				hypothetical protein
HDBKDGKL_00024	CDS	822	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
HDBKDGKL_00025	CDS	1446		1.2.1.22	COG1012	Lactaldehyde dehydrogenase
HDBKDGKL_00026	CDS	1122				hypothetical protein
HDBKDGKL_00027	CDS	1230				hypothetical protein
HDBKDGKL_00028	CDS	822				hypothetical protein
HDBKDGKL_00029	CDS	1020				hypothetical protein
HDBKDGKL_00030	CDS	831	galK	2.7.1.6	COG0153	Galactokinase
HDBKDGKL_00031	CDS	1977		3.2.1.23		Beta-galactosidase
HDBKDGKL_00032	CDS	2592				hypothetical protein
HDBKDGKL_00033	CDS	9189				hypothetical protein
HDBKDGKL_00034	CDS	990	rfcS_1		COG0470	Replication factor C small subunit
HDBKDGKL_00035	CDS	177				hypothetical protein
HDBKDGKL_00036	CDS	930				hypothetical protein
HDBKDGKL_00037	CDS	1353	gatD	6.3.5.-	COG0252	Glutamyl-tRNA(Gln) amidotransferase subunit D
HDBKDGKL_00038	CDS	1593	pccB_2	6.4.1.3		Propionyl-CoA carboxylase, carboxyltransferase subunit
HDBKDGKL_00039	CDS	2700				hypothetical protein
HDBKDGKL_00040	CDS	1008	aroE	1.1.1.25		Shikimate dehydrogenase (NADP(+))
HDBKDGKL_00041	CDS	309				hypothetical protein
HDBKDGKL_00042	CDS	300				hypothetical protein
HDBKDGKL_00043	CDS	612				hypothetical protein
HDBKDGKL_00044	CDS	1392				hypothetical protein
HDBKDGKL_00045	CDS	1170				hypothetical protein
HDBKDGKL_00046	CDS	1341				hypothetical protein
HDBKDGKL_00047	CDS	738				hypothetical protein
HDBKDGKL_00048	CDS	264				hypothetical protein
HDBKDGKL_00049	CDS	1749				hypothetical protein
HDBKDGKL_00050	CDS	690	carS	2.7.7.67	COG0575	CDP-archaeol synthase
HDBKDGKL_00051	CDS	1266	purD	6.3.4.13		Phosphoribosylamine--glycine ligase
HDBKDGKL_00052	CDS	9492	aglB	2.4.99.21	COG1287	Dolichyl-monophosphooligosaccharide--protein glycotransferase AglB
HDBKDGKL_00053	CDS	1206		3.4.21.62	COG1404	Subtilisin-like serine protease
HDBKDGKL_00054	CDS	4341				hypothetical protein
HDBKDGKL_00055	CDS	2514				hypothetical protein
HDBKDGKL_00056	CDS	471				hypothetical protein
HDBKDGKL_00057	CDS	2190				hypothetical protein
HDBKDGKL_00058	CDS	1041				hypothetical protein
HDBKDGKL_00059	CDS	846	rbn	3.1.26.11		Ribonuclease BN
HDBKDGKL_00060	CDS	5682				hypothetical protein
HDBKDGKL_00061	CDS	5316				hypothetical protein
HDBKDGKL_00062	CDS	441				hypothetical protein
HDBKDGKL_00063	CDS	786				hypothetical protein
HDBKDGKL_00064	CDS	561				hypothetical protein
HDBKDGKL_00065	CDS	1062				hypothetical protein
HDBKDGKL_00066	CDS	2544				hypothetical protein
HDBKDGKL_00067	CDS	2127	ligN	6.5.1.2	COG0272	DNA ligase
HDBKDGKL_00068	CDS	435				hypothetical protein
HDBKDGKL_00069	CDS	528				hypothetical protein
HDBKDGKL_00070	CDS	4689				hypothetical protein
HDBKDGKL_00071	tRNA	76				tRNA-Pro(ggg)
HDBKDGKL_00072	CDS	204	rpoN	2.7.7.6	COG1644	DNA-directed RNA polymerase subunit N
HDBKDGKL_00073	CDS	435	rps9		COG0103	30S ribosomal protein S9
HDBKDGKL_00074	CDS	489			COG0102	50S ribosomal protein L13
HDBKDGKL_00075	CDS	366			COG1727	50S ribosomal protein L18e
HDBKDGKL_00076	CDS	462				hypothetical protein
HDBKDGKL_00077	CDS	7944				hypothetical protein
HDBKDGKL_00078	CDS	1614				hypothetical protein
HDBKDGKL_00079	CDS	276				hypothetical protein
HDBKDGKL_00080	CDS	1095	mnmC	1.5.-.-		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
HDBKDGKL_00081	CDS	936				hypothetical protein
HDBKDGKL_00082	CDS	756		6.3.2.36	COG1701	4-phosphopantoate--beta-alanine ligase
HDBKDGKL_00083	CDS	621				hypothetical protein
HDBKDGKL_00084	CDS	579				hypothetical protein
HDBKDGKL_00085	CDS	321				hypothetical protein
HDBKDGKL_00086	CDS	663				hypothetical protein
HDBKDGKL_00087	CDS	216				hypothetical protein
HDBKDGKL_00088	CDS	1362	hflX		COG2262	GTPase HflX
HDBKDGKL_00089	CDS	918				hypothetical protein
HDBKDGKL_00090	CDS	1065				hypothetical protein
HDBKDGKL_00091	CDS	753	aglF_1	2.7.7.9	COG1209	UTP--glucose-1-phosphate uridylyltransferase AglF
HDBKDGKL_00092	CDS	798	aglM	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase AglM
HDBKDGKL_00093	CDS	462				hypothetical protein
HDBKDGKL_00094	CDS	531	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
HDBKDGKL_00095	CDS	342				hypothetical protein
HDBKDGKL_00096	CDS	816		2.7.4.26	COG1608	Isopentenyl phosphate kinase
HDBKDGKL_00097	CDS	243				hypothetical protein
HDBKDGKL_00098	CDS	1755	idsA_1	2.5.1.-	COG0142	Short chain isoprenyl diphosphate synthase
HDBKDGKL_00099	CDS	471				hypothetical protein
HDBKDGKL_00100	CDS	2208	fusA		COG0480	Elongation factor 2
HDBKDGKL_00101	CDS	609	rps7		COG0049	30S ribosomal protein S7
HDBKDGKL_00102	CDS	429			COG0048	30S ribosomal protein S12
HDBKDGKL_00103	CDS	231				hypothetical protein
HDBKDGKL_00104	CDS	1272		4.1.1.-		UbiD-like decarboxylase
HDBKDGKL_00105	CDS	1029				hypothetical protein
HDBKDGKL_00106	CDS	414	rppH	3.6.1.-		RNA pyrophosphohydrolase
HDBKDGKL_00107	CDS	1050				hypothetical protein
HDBKDGKL_00108	CDS	993	ppaC_1	3.6.1.1		manganese-dependent inorganic pyrophosphatase
HDBKDGKL_00109	CDS	315	pfdA_1			Prefoldin subunit alpha
HDBKDGKL_00110	CDS	267				hypothetical protein
HDBKDGKL_00111	CDS	348			COG1997	50S ribosomal protein L37Ae
HDBKDGKL_00112	CDS	786			COG2123	Exosome complex component Rrp42
HDBKDGKL_00113	CDS	729		3.1.13.-	COG0689	Exosome complex component Rrp41
HDBKDGKL_00114	CDS	687	rrp4		COG1097	Exosome complex component Rrp4
HDBKDGKL_00115	CDS	687			COG1500	Ribosome maturation protein SDO1 
