locus_tag	ftype	length_bp	gene	EC_number	COG	product
OFPGINBK_00001	CDS	204				hypothetical protein
OFPGINBK_00002	CDS	1380				hypothetical protein
OFPGINBK_00003	CDS	654	nox	1.6.99.3	COG0778	NADH dehydrogenase
OFPGINBK_00004	CDS	486	ansB	3.5.1.38		Glutaminase-asparaginase
OFPGINBK_00005	CDS	1050				hypothetical protein
OFPGINBK_00006	CDS	1197				hypothetical protein
OFPGINBK_00007	CDS	717	nfi	3.1.21.7	COG1515	Endonuclease V
OFPGINBK_00008	CDS	1014	glnB	6.3.1.2		Glutamine synthetase
OFPGINBK_00009	CDS	465	lrpC		COG1522	HTH-type transcriptional regulator LrpC
OFPGINBK_00010	CDS	300	yfgD		COG1393	putative protein YfgD
OFPGINBK_00011	CDS	1116				hypothetical protein
OFPGINBK_00012	CDS	789				hypothetical protein
OFPGINBK_00013	CDS	2967	oar_1			Protein oar
OFPGINBK_00014	CDS	3903				hypothetical protein
OFPGINBK_00015	CDS	1020				hypothetical protein
OFPGINBK_00016	CDS	726				hypothetical protein
OFPGINBK_00017	CDS	432	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
OFPGINBK_00018	CDS	387				hypothetical protein
OFPGINBK_00019	CDS	690				hypothetical protein
OFPGINBK_00020	CDS	1086		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
OFPGINBK_00021	CDS	1371	mgtE		COG2239	Magnesium transporter MgtE
OFPGINBK_00022	CDS	798				hypothetical protein
OFPGINBK_00023	CDS	738		2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase
OFPGINBK_00024	CDS	1614	nfdA	3.5.1.91		N-substituted formamide deformylase
OFPGINBK_00025	CDS	1467	proS	6.1.1.15	COG0442	Proline--tRNA ligase
OFPGINBK_00026	CDS	690	recO		COG1381	DNA repair protein RecO
OFPGINBK_00027	CDS	852				hypothetical protein
OFPGINBK_00028	CDS	828	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
OFPGINBK_00029	CDS	807	pomA_1		COG1291	Chemotaxis protein PomA
OFPGINBK_00030	CDS	720	motB_1		COG1360	Motility protein B
OFPGINBK_00031	CDS	570				hypothetical protein
OFPGINBK_00032	CDS	351	ftsB			Cell division protein FtsB
OFPGINBK_00033	CDS	1287	eno	4.2.1.11	COG0148	Enolase
OFPGINBK_00034	CDS	990				hypothetical protein
OFPGINBK_00035	CDS	1419				hypothetical protein
OFPGINBK_00036	CDS	1164	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
OFPGINBK_00037	CDS	1089				hypothetical protein
OFPGINBK_00038	CDS	1089				hypothetical protein
OFPGINBK_00039	CDS	210				hypothetical protein
OFPGINBK_00040	CDS	219				hypothetical protein
OFPGINBK_00041	CDS	849				hypothetical protein
OFPGINBK_00042	CDS	1776				hypothetical protein
OFPGINBK_00043	CDS	1473	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
OFPGINBK_00044	CDS	798	murI	5.1.1.3		Glutamate racemase
OFPGINBK_00045	CDS	1263	fpgS	6.3.2.17		Folylpolyglutamate synthase
OFPGINBK_00046	CDS	1251	rho	3.6.4.-	COG1158	Transcription termination factor Rho
OFPGINBK_00047	CDS	1089				hypothetical protein
OFPGINBK_00048	CDS	1203		2.6.1.1		Aspartate aminotransferase
OFPGINBK_00049	CDS	249	rpmE2		COG0254	50S ribosomal protein L31 type B
OFPGINBK_00050	CDS	999				hypothetical protein
OFPGINBK_00051	CDS	1068	prfA		COG0216	Peptide chain release factor RF1
OFPGINBK_00052	CDS	858	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
OFPGINBK_00053	CDS	435	mprA		COG1846	Transcriptional repressor MprA
OFPGINBK_00054	CDS	1065	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
OFPGINBK_00055	CDS	708	plsC_1	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
OFPGINBK_00056	CDS	525				hypothetical protein
OFPGINBK_00057	CDS	852	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
OFPGINBK_00058	CDS	993				hypothetical protein
OFPGINBK_00059	CDS	1344	pepC	3.4.22.40	COG3579	Aminopeptidase C
OFPGINBK_00060	CDS	1422	glpK	2.7.1.30	COG0554	Glycerol kinase
OFPGINBK_00061	CDS	1200			COG0477	putative MFS-type transporter
