locus_tag	ftype	length_bp	gene	EC_number	COG	product
KDBDNLHO_00001	CDS	159				hypothetical protein
KDBDNLHO_00002	CDS	180				hypothetical protein
KDBDNLHO_00003	CDS	195				hypothetical protein
KDBDNLHO_00004	CDS	114				hypothetical protein
KDBDNLHO_00005	CDS	138				hypothetical protein
KDBDNLHO_00006	CDS	180				hypothetical protein
KDBDNLHO_00007	CDS	177				hypothetical protein
KDBDNLHO_00008	CDS	201				hypothetical protein
KDBDNLHO_00009	CDS	135	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KDBDNLHO_00010	CDS	135				hypothetical protein
KDBDNLHO_00011	CDS	240				hypothetical protein
KDBDNLHO_00012	CDS	162				hypothetical protein
KDBDNLHO_00013	CDS	144				hypothetical protein
KDBDNLHO_00014	CDS	195				hypothetical protein
KDBDNLHO_00015	CDS	252				hypothetical protein
KDBDNLHO_00016	CDS	222				hypothetical protein
KDBDNLHO_00017	CDS	180				hypothetical protein
KDBDNLHO_00018	CDS	336				hypothetical protein
KDBDNLHO_00019	CDS	249				hypothetical protein
KDBDNLHO_00020	CDS	174				hypothetical protein
KDBDNLHO_00021	CDS	231				hypothetical protein
KDBDNLHO_00022	CDS	111				hypothetical protein
KDBDNLHO_00023	CDS	138				hypothetical protein
KDBDNLHO_00024	CDS	144	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
KDBDNLHO_00025	CDS	180				hypothetical protein
KDBDNLHO_00026	CDS	357				hypothetical protein
KDBDNLHO_00027	CDS	258				hypothetical protein
KDBDNLHO_00028	CDS	192				hypothetical protein
KDBDNLHO_00029	CDS	213				hypothetical protein
KDBDNLHO_00030	CDS	183				hypothetical protein
KDBDNLHO_00031	CDS	135				hypothetical protein
KDBDNLHO_00032	CDS	90				hypothetical protein
KDBDNLHO_00033	CDS	219				hypothetical protein
KDBDNLHO_00034	CDS	168				hypothetical protein
KDBDNLHO_00035	CDS	222				hypothetical protein
KDBDNLHO_00036	CDS	93				hypothetical protein
KDBDNLHO_00037	CDS	135				hypothetical protein
KDBDNLHO_00038	CDS	132				hypothetical protein
KDBDNLHO_00039	CDS	177				hypothetical protein
