locus_tag	ftype	length_bp	gene	EC_number	COG	product
EOBEKCLC_00001	CDS	1350				hypothetical protein
EOBEKCLC_00002	CDS	501				hypothetical protein
EOBEKCLC_00003	CDS	1272	mdeA	4.4.1.11		L-methionine gamma-lyase
EOBEKCLC_00004	CDS	666	nbzA	1.7.1.16		Nitrobenzene nitroreductase
EOBEKCLC_00005	CDS	174				hypothetical protein
EOBEKCLC_00006	CDS	828	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
EOBEKCLC_00007	CDS	3453	aas_1		COG0204	Bifunctional protein Aas
EOBEKCLC_00008	CDS	516			COG0251	RutC family protein
EOBEKCLC_00009	CDS	1206	hmo	1.1.3.46		4-hydroxymandelate oxidase
EOBEKCLC_00010	CDS	594				hypothetical protein
EOBEKCLC_00011	CDS	276				hypothetical protein
EOBEKCLC_00012	CDS	126				hypothetical protein
EOBEKCLC_00013	CDS	681	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
EOBEKCLC_00014	CDS	678		3.1.3.-	COG0560	putative phosphatase
EOBEKCLC_00015	CDS	696	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
EOBEKCLC_00016	CDS	789	cysE	2.3.1.30	COG1045	Serine acetyltransferase
EOBEKCLC_00017	CDS	537	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
EOBEKCLC_00018	CDS	1986	hppA1	3.6.1.1	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
EOBEKCLC_00019	CDS	867	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
EOBEKCLC_00020	CDS	312	lapA			Lipopolysaccharide assembly protein A
EOBEKCLC_00021	CDS	282	ihfB		COG0776	Integration host factor subunit beta
EOBEKCLC_00022	CDS	1683	rpsA		COG0539	30S ribosomal protein S1
EOBEKCLC_00023	CDS	663	cmk	2.7.4.25		Cytidylate kinase
EOBEKCLC_00024	CDS	1314	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
EOBEKCLC_00025	CDS	912	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
EOBEKCLC_00026	CDS	1086	pheA	4.2.1.51		Prephenate dehydratase
EOBEKCLC_00027	CDS	2565	gyrA	5.99.1.3	COG0188	DNA gyrase subunit A
EOBEKCLC_00028	CDS	636				hypothetical protein
EOBEKCLC_00029	CDS	618				hypothetical protein
EOBEKCLC_00030	CDS	2304	comEC		COG0658	ComE operon protein 3
EOBEKCLC_00031	CDS	1212	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
