locus_tag	ftype	length_bp	gene	EC_number	COG	product
ALMIPKNC_00001	CDS	213				hypothetical protein
ALMIPKNC_00002	CDS	450				hypothetical protein
ALMIPKNC_00003	CDS	279				hypothetical protein
ALMIPKNC_00004	CDS	213				hypothetical protein
ALMIPKNC_00005	CDS	558				hypothetical protein
ALMIPKNC_00006	CDS	1488	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
ALMIPKNC_00007	CDS	675	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
ALMIPKNC_00008	CDS	705	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
ALMIPKNC_00009	CDS	807	djlA		COG1076	Co-chaperone protein DjlA
ALMIPKNC_00010	CDS	615	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
ALMIPKNC_00011	CDS	564	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
ALMIPKNC_00012	CDS	426				hypothetical protein
ALMIPKNC_00013	CDS	348				hypothetical protein
ALMIPKNC_00014	CDS	780				hypothetical protein
ALMIPKNC_00015	CDS	735				hypothetical protein
ALMIPKNC_00016	CDS	465				hypothetical protein
ALMIPKNC_00017	CDS	666				hypothetical protein
ALMIPKNC_00018	CDS	426	fur		COG0735	Ferric uptake regulation protein
ALMIPKNC_00019	CDS	885	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
ALMIPKNC_00020	tRNA	77				tRNA-Met(cat)
ALMIPKNC_00021	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
ALMIPKNC_00022	CDS	582	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
ALMIPKNC_00023	CDS	660	rplY			50S ribosomal protein L25
ALMIPKNC_00024	CDS	963	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
ALMIPKNC_00025	tRNA	74				tRNA-Gln(ttg)
ALMIPKNC_00026	CDS	666	lolB		COG3017	Outer-membrane lipoprotein LolB
ALMIPKNC_00027	CDS	1737	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
ALMIPKNC_00028	CDS	1248	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
ALMIPKNC_00029	CDS	1095	prfA		COG0216	Peptide chain release factor RF1
ALMIPKNC_00030	CDS	864	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
ALMIPKNC_00031	CDS	807	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
ALMIPKNC_00032	CDS	2292	parC	5.99.1.3	COG0188	DNA topoisomerase 4 subunit A
ALMIPKNC_00033	CDS	4242	rapA	3.6.4.-		RNA polymerase-associated protein RapA
ALMIPKNC_00034	CDS	1887	parE	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
ALMIPKNC_00035	CDS	510				hypothetical protein
ALMIPKNC_00036	CDS	231	xseB_1	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
ALMIPKNC_00037	CDS	876	ispA_1	2.5.1.10	COG0142	Farnesyl diphosphate synthase
ALMIPKNC_00038	CDS	1875	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
ALMIPKNC_00039	CDS	393	queD_1	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
ALMIPKNC_00040	CDS	798	folE2_1	3.5.4.16	COG1469	GTP cyclohydrolase FolE2
ALMIPKNC_00041	CDS	2019	amt_1			Ammonia channel
ALMIPKNC_00042	CDS	582	kdsC_1	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
ALMIPKNC_00043	CDS	606	lptC_1			Lipopolysaccharide export system protein LptC
ALMIPKNC_00044	CDS	537	lptA_1		COG1934	Lipopolysaccharide export system protein LptA
ALMIPKNC_00045	CDS	741	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
ALMIPKNC_00046	CDS	1491	rpoN_1		COG1508	RNA polymerase sigma-54 factor
ALMIPKNC_00047	CDS	291	hpf_1		COG1544	Ribosome hibernation promoting factor
ALMIPKNC_00048	CDS	1758	ptsI_1	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
ALMIPKNC_00049	CDS	1359			COG2239	Magnesium transporter MgtE
ALMIPKNC_00050	CDS	1359	pmbA_1	3.4.-.-	COG0312	Metalloprotease PmbA
ALMIPKNC_00051	CDS	1458	tldD_1	3.4.-.-	COG0312	Metalloprotease TldD
ALMIPKNC_00052	CDS	3969				hypothetical protein
ALMIPKNC_00053	CDS	1488	rng	3.1.26.-	COG1530	Ribonuclease G
ALMIPKNC_00054	CDS	471	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
ALMIPKNC_00055	CDS	342	rsfS			Ribosomal silencing factor RsfS
ALMIPKNC_00056	CDS	576	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
ALMIPKNC_00057	CDS	1257	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
ALMIPKNC_00058	CDS	1008	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
ALMIPKNC_00059	CDS	555	lptE			LPS-assembly lipoprotein LptE
ALMIPKNC_00060	CDS	2496	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
ALMIPKNC_00061	CDS	528				hypothetical protein
ALMIPKNC_00062	CDS	1386	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
ALMIPKNC_00063	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
ALMIPKNC_00064	CDS	876	bamD_1		COG4105	Outer membrane protein assembly factor BamD
ALMIPKNC_00065	CDS	1665	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
ALMIPKNC_00066	CDS	981	hemH_1	4.99.1.1	COG0276	Ferrochelatase
ALMIPKNC_00067	CDS	1062	mobB_1		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
ALMIPKNC_00068	CDS	801	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
ALMIPKNC_00069	CDS	1095	mltB_1	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
ALMIPKNC_00070	CDS	1110	mrdB_1	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
ALMIPKNC_00071	CDS	1845	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
ALMIPKNC_00072	CDS	498	mreD_1		COG2891	Rod shape-determining protein MreD
ALMIPKNC_00073	CDS	849	mreC_1		COG1792	Cell shape-determining protein MreC
ALMIPKNC_00074	CDS	1032	mreB_1		COG1077	Rod shape-determining protein MreB
ALMIPKNC_00075	CDS	288	gatC_1	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
ALMIPKNC_00076	CDS	1479	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
ALMIPKNC_00077	CDS	1434	gatB_1	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
ALMIPKNC_00078	CDS	3531	luxQ_1	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
ALMIPKNC_00079	CDS	1116		3.1.4.-	COG3437	putative cyclic di-GMP phosphodiesterase
ALMIPKNC_00080	CDS	1227				hypothetical protein
