locus_tag	ftype	length_bp	gene	EC_number	COG	product
MANCNIEG_00001	CDS	3471				hypothetical protein
MANCNIEG_00002	CDS	1836				hypothetical protein
MANCNIEG_00003	CDS	267				hypothetical protein
MANCNIEG_00004	CDS	2616	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
MANCNIEG_00005	CDS	861	dapb3	3.4.14.-		Dipeptidyl aminopeptidase BIII
MANCNIEG_00006	CDS	954				hypothetical protein
MANCNIEG_00007	CDS	1287	steT		COG0531	Serine/threonine exchanger SteT
MANCNIEG_00008	CDS	627				hypothetical protein
MANCNIEG_00009	CDS	813				hypothetical protein
MANCNIEG_00010	CDS	600				hypothetical protein
MANCNIEG_00011	CDS	1719	fdhL	1.1.99.11		Fructose dehydrogenase large subunit
MANCNIEG_00012	CDS	1050	rhaS_1			HTH-type transcriptional activator RhaS
MANCNIEG_00013	CDS	984				hypothetical protein
MANCNIEG_00014	CDS	1230	yegT			Putative nucleoside transporter YegT
MANCNIEG_00015	CDS	1155	ntdC	1.1.1.361	COG0673	Glucose-6-phosphate 3-dehydrogenase
MANCNIEG_00016	CDS	1059	iolE	4.2.1.44	COG1082	Inosose dehydratase
MANCNIEG_00017	CDS	744				hypothetical protein
MANCNIEG_00018	CDS	3096	susC_1			TonB-dependent receptor SusC
MANCNIEG_00019	CDS	618	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
MANCNIEG_00020	CDS	378	yocK		COG1734	General stress protein 16O
MANCNIEG_00021	CDS	3408	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MANCNIEG_00022	CDS	780	djlA		COG1076	Co-chaperone protein DjlA
MANCNIEG_00023	CDS	411				hypothetical protein
MANCNIEG_00024	CDS	657	yedJ		COG1418	putative protein YedJ
MANCNIEG_00025	CDS	174				hypothetical protein
MANCNIEG_00026	CDS	873	rhaS_2			HTH-type transcriptional activator RhaS
MANCNIEG_00027	CDS	582				hypothetical protein
MANCNIEG_00028	CDS	783		4.2.1.150	COG1024	Crotonyl-CoA hydratase
MANCNIEG_00029	CDS	360	zraS	2.7.13.3		Sensor protein ZraS
MANCNIEG_00030	CDS	855	uvrC		COG0322	UvrABC system protein C
MANCNIEG_00031	CDS	1530	rng	3.1.26.-	COG1530	Ribonuclease G
MANCNIEG_00032	CDS	291			COG0776	DNA-binding protein HU
MANCNIEG_00033	CDS	1056	mutY	3.2.2.-		Adenine DNA glycosylase
MANCNIEG_00034	CDS	282	tatA			Sec-independent protein translocase protein TatA
MANCNIEG_00035	CDS	2574	mutS_1		COG0249	DNA mismatch repair protein MutS
MANCNIEG_00036	CDS	528		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
MANCNIEG_00037	CDS	1350			COG2239	Magnesium transporter MgtE
MANCNIEG_00038	CDS	390	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
MANCNIEG_00039	CDS	3183	vpr	3.4.21.-	COG1404	Minor extracellular protease vpr
MANCNIEG_00040	CDS	1764	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MANCNIEG_00041	CDS	450	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MANCNIEG_00042	CDS	429	umuD	3.4.21.-	COG1974	Protein UmuD
MANCNIEG_00043	CDS	1107	umuC		COG0389	Protein UmuC
MANCNIEG_00044	CDS	777	bacG	1.3.1.-	COG1028	NADPH-dependent reductase BacG
MANCNIEG_00045	CDS	1443	amnC	1.2.1.32		2-aminomuconic 6-semialdehyde dehydrogenase
MANCNIEG_00046	CDS	1509	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
MANCNIEG_00047	CDS	402	amnD	3.5.99.5		2-aminomuconate deaminase
MANCNIEG_00048	CDS	1386	kmo	1.14.13.9	COG0654	Kynurenine 3-monooxygenase
MANCNIEG_00049	CDS	1263	kynU	3.7.1.3		Kynureninase
MANCNIEG_00050	CDS	1893	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
MANCNIEG_00051	CDS	813				hypothetical protein
MANCNIEG_00052	CDS	402	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MANCNIEG_00053	CDS	1227	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MANCNIEG_00054	CDS	1335	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
MANCNIEG_00055	CDS	1185	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
