locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNCDPONH_00001	CDS	1335	pulD			Type II secretion system protein D
HNCDPONH_00002	CDS	189				hypothetical protein
HNCDPONH_00003	CDS	846				hypothetical protein
HNCDPONH_00004	CDS	2754				hypothetical protein
HNCDPONH_00005	CDS	207				hypothetical protein
HNCDPONH_00006	CDS	336				hypothetical protein
HNCDPONH_00007	CDS	1029				hypothetical protein
HNCDPONH_00008	CDS	1026				hypothetical protein
HNCDPONH_00009	CDS	1197	manA	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
HNCDPONH_00010	CDS	999	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
HNCDPONH_00011	CDS	1446		3.1.6.1	COG3119	Arylsulfatase
HNCDPONH_00012	CDS	1263				hypothetical protein
HNCDPONH_00013	CDS	1311				hypothetical protein
HNCDPONH_00014	CDS	228				hypothetical protein
HNCDPONH_00015	CDS	180				hypothetical protein
HNCDPONH_00016	CDS	825				hypothetical protein
HNCDPONH_00017	CDS	654	ycgM		COG0179	putative protein YcgM
HNCDPONH_00018	CDS	804	dppA	3.4.11.-	COG2362	D-aminopeptidase
HNCDPONH_00019	CDS	624	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
HNCDPONH_00020	CDS	366	perR		COG0735	Peroxide-responsive repressor PerR
HNCDPONH_00021	CDS	195				hypothetical protein
HNCDPONH_00022	CDS	147				hypothetical protein
HNCDPONH_00023	CDS	783				hypothetical protein
HNCDPONH_00024	CDS	474				hypothetical protein
HNCDPONH_00025	CDS	780				hypothetical protein
HNCDPONH_00026	CDS	1578	gltA_1	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
HNCDPONH_00027	CDS	891				hypothetical protein
HNCDPONH_00028	CDS	1413	sdcS_1		COG0471	Sodium-dependent dicarboxylate transporter SdcS
HNCDPONH_00029	CDS	1254				hypothetical protein
HNCDPONH_00030	CDS	414	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
HNCDPONH_00031	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
HNCDPONH_00032	CDS	966	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
HNCDPONH_00033	CDS	1224	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
HNCDPONH_00034	CDS	738				hypothetical protein
HNCDPONH_00035	CDS	942	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
HNCDPONH_00036	CDS	354	moaA2	4.1.99.22	COG2896	GTP 3',8-cyclase 2
HNCDPONH_00037	CDS	198				hypothetical protein
HNCDPONH_00038	CDS	399				hypothetical protein
HNCDPONH_00039	CDS	540				hypothetical protein
HNCDPONH_00040	CDS	1371	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
HNCDPONH_00041	CDS	2112	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
HNCDPONH_00042	CDS	726				hypothetical protein
HNCDPONH_00043	CDS	192				hypothetical protein
HNCDPONH_00044	CDS	1323	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
HNCDPONH_00045	CDS	663	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HNCDPONH_00046	CDS	2580	pglF_1	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
