locus_tag	ftype	length_bp	gene	EC_number	COG	product
EBBJDNFC_00001	CDS	1629		1.2.1.26		Alpha-ketoglutarate semialdehyde dehydrogenase
EBBJDNFC_00002	CDS	816				hypothetical protein
EBBJDNFC_00003	CDS	1854	tfrA_1	1.3.4.1	COG1053	Fumarate reductase (CoM/CoB) subunit A
EBBJDNFC_00004	CDS	768	tfrB_1	1.3.4.1	COG0247	Fumarate reductase (CoM/CoB) subunit B
EBBJDNFC_00005	CDS	1656			COG0531	putative protein
EBBJDNFC_00006	CDS	1971	phr	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
EBBJDNFC_00007	CDS	312				hypothetical protein
EBBJDNFC_00008	CDS	942				hypothetical protein
EBBJDNFC_00009	CDS	330			COG0051	30S ribosomal protein S10
EBBJDNFC_00010	CDS	1014				hypothetical protein
EBBJDNFC_00011	CDS	6315				hypothetical protein
EBBJDNFC_00012	tRNA	83				tRNA-Leu(caa)
EBBJDNFC_00013	CDS	1833				hypothetical protein
EBBJDNFC_00014	CDS	519				hypothetical protein
EBBJDNFC_00015	CDS	2268				hypothetical protein
EBBJDNFC_00016	CDS	3600				hypothetical protein
EBBJDNFC_00017	CDS	786	livG_1		COG0411	putative branched-chain amino acid transport ATP-binding protein LivG
EBBJDNFC_00018	CDS	720	livG_2		COG0411	putative branched-chain amino acid transport ATP-binding protein LivG
EBBJDNFC_00019	CDS	192				hypothetical protein
EBBJDNFC_00020	CDS	645				hypothetical protein
EBBJDNFC_00021	CDS	798			COG1136	putative ABC transporter ATP-binding protein
EBBJDNFC_00022	CDS	3651				hypothetical protein
EBBJDNFC_00023	CDS	981			COG1136	putative ABC transporter ATP-binding protein
EBBJDNFC_00024	CDS	294				hypothetical protein
EBBJDNFC_00025	CDS	363				hypothetical protein
EBBJDNFC_00026	CDS	822				hypothetical protein
EBBJDNFC_00027	CDS	390				hypothetical protein
EBBJDNFC_00028	CDS	213				hypothetical protein
EBBJDNFC_00029	CDS	1203	caiA_1	1.3.99.-		Crotonobetainyl-CoA dehydrogenase
EBBJDNFC_00030	CDS	225				hypothetical protein
EBBJDNFC_00031	CDS	1065				hypothetical protein
EBBJDNFC_00032	CDS	4197				hypothetical protein
EBBJDNFC_00033	CDS	291				hypothetical protein
EBBJDNFC_00034	CDS	1443				hypothetical protein
EBBJDNFC_00035	CDS	354				hypothetical protein
EBBJDNFC_00036	CDS	726				hypothetical protein
EBBJDNFC_00037	CDS	315				hypothetical protein
EBBJDNFC_00038	CDS	303	fpoK	1.12.98.3	COG0713	F(420)H(2) dehydrogenase subunit K
EBBJDNFC_00039	CDS	270				hypothetical protein
EBBJDNFC_00040	CDS	276	fpoJ	1.12.98.3	COG0839	F(420)H(2) dehydrogenase subunit J
EBBJDNFC_00041	CDS	1377	ndhI	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
EBBJDNFC_00042	CDS	1524	fpoH	1.12.98.3	COG1005	F(420)H(2) dehydrogenase subunit H
EBBJDNFC_00043	CDS	1140	fpoD	1.12.98.3	COG0649	F(420)H(2) dehydrogenase subunit D
EBBJDNFC_00044	CDS	654	nuoCD	1.6.5.11	COG0649	NADH-quinone oxidoreductase subunit C/D
EBBJDNFC_00045	CDS	594	fpoB	1.12.98.3	COG0377	F(420)H(2) dehydrogenase subunit B
EBBJDNFC_00046	CDS	480	fpoA	1.12.98.3	COG0838	F(420)H(2) dehydrogenase subunit A
EBBJDNFC_00047	CDS	2883				hypothetical protein
EBBJDNFC_00048	CDS	4545		3.4.21.62	COG1404	Subtilisin-like serine protease
EBBJDNFC_00049	CDS	588				hypothetical protein
EBBJDNFC_00050	CDS	4665				hypothetical protein
EBBJDNFC_00051	CDS	1560				hypothetical protein
EBBJDNFC_00052	CDS	1392				hypothetical protein
EBBJDNFC_00053	CDS	1017				hypothetical protein
EBBJDNFC_00054	CDS	1299				hypothetical protein
EBBJDNFC_00055	CDS	1524				hypothetical protein
EBBJDNFC_00056	CDS	1176	caiA_2	1.3.99.-		Crotonobetainyl-CoA dehydrogenase
EBBJDNFC_00057	CDS	1188				hypothetical protein
EBBJDNFC_00058	CDS	522				hypothetical protein
EBBJDNFC_00059	CDS	1146	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
EBBJDNFC_00060	CDS	858				hypothetical protein
EBBJDNFC_00061	CDS	738	fixA			Protein FixA
EBBJDNFC_00062	CDS	933	fixB			Protein FixB
EBBJDNFC_00063	CDS	795	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
EBBJDNFC_00064	CDS	1644				hypothetical protein
EBBJDNFC_00065	CDS	1542	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
EBBJDNFC_00066	CDS	465				hypothetical protein
EBBJDNFC_00067	CDS	798				hypothetical protein
EBBJDNFC_00068	CDS	285			COG1631	50S ribosomal protein L44e
EBBJDNFC_00069	CDS	171			COG2051	30S ribosomal protein S27e
EBBJDNFC_00070	CDS	789	eif2a		COG1093	Translation initiation factor 2 subunit alpha
EBBJDNFC_00071	CDS	240			COG2260	Ribosome biogenesis protein Nop10
EBBJDNFC_00072	CDS	756				hypothetical protein
EBBJDNFC_00073	tRNA	84				tRNA-Ser(cga)
EBBJDNFC_00074	CDS	216				hypothetical protein
EBBJDNFC_00075	CDS	1854				hypothetical protein
EBBJDNFC_00076	CDS	1743				hypothetical protein
EBBJDNFC_00077	CDS	1779	malK_1	3.6.3.19		Trehalose/maltose import ATP-binding protein MalK
EBBJDNFC_00078	CDS	540			COG0197	50S ribosomal protein L10e
EBBJDNFC_00079	CDS	1194				hypothetical protein
EBBJDNFC_00080	CDS	2643	mutS2_1		COG1193	DNA-binding protein MutS2
EBBJDNFC_00081	CDS	2019	mutL			DNA mismatch repair protein MutL
EBBJDNFC_00082	CDS	1425	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
EBBJDNFC_00083	CDS	1008	nifB	4.-.-.-	COG0535	FeMo cofactor biosynthesis protein NifB
EBBJDNFC_00084	CDS	492				hypothetical protein
EBBJDNFC_00085	CDS	1146		1.3.7.11	COG0644	Digeranylgeranylglycerophospholipid reductase
EBBJDNFC_00086	CDS	984	idsA	2.5.1.-	COG0142	Short chain isoprenyl diphosphate synthase
EBBJDNFC_00087	CDS	1101				hypothetical protein
EBBJDNFC_00088	CDS	1746				hypothetical protein
EBBJDNFC_00089	CDS	1242			COG1372	putative protein
EBBJDNFC_00090	CDS	732				hypothetical protein
EBBJDNFC_00091	CDS	582				hypothetical protein
EBBJDNFC_00092	CDS	354				hypothetical protein
