locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAKMAAJI_00001	CDS	465	mraZ			Transcriptional regulator MraZ
MAKMAAJI_00002	CDS	900	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
MAKMAAJI_00003	CDS	318				hypothetical protein
MAKMAAJI_00004	CDS	1989	spoVD		COG0768	Stage V sporulation protein D
MAKMAAJI_00005	CDS	357	secG		COG1314	putative protein-export membrane protein SecG
MAKMAAJI_00006	CDS	282	groS		COG0234	10 kDa chaperonin
MAKMAAJI_00007	CDS	1638	groL		COG0459	60 kDa chaperonin
MAKMAAJI_00008	CDS	471	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
MAKMAAJI_00009	CDS	1527	purH		COG0138	Bifunctional purine biosynthesis protein PurH
MAKMAAJI_00010	CDS	453				hypothetical protein
MAKMAAJI_00011	CDS	825	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
MAKMAAJI_00012	CDS	1509				hypothetical protein
MAKMAAJI_00013	CDS	1191		2.6.1.1		Aspartate aminotransferase
MAKMAAJI_00014	CDS	621	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
MAKMAAJI_00015	CDS	1626	putC	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 2
MAKMAAJI_00016	CDS	387	apaG		COG2967	Protein ApaG
MAKMAAJI_00017	CDS	1242				hypothetical protein
MAKMAAJI_00018	CDS	1353	nqrA	1.6.5.8	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
MAKMAAJI_00019	CDS	444	mscL		COG1970	Large-conductance mechanosensitive channel
MAKMAAJI_00020	CDS	1185	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
MAKMAAJI_00021	CDS	393	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
MAKMAAJI_00022	CDS	1020	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
MAKMAAJI_00023	CDS	564				hypothetical protein
MAKMAAJI_00024	CDS	1029	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MAKMAAJI_00025	CDS	762				hypothetical protein
MAKMAAJI_00026	CDS	606				hypothetical protein
MAKMAAJI_00027	CDS	324	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
MAKMAAJI_00028	CDS	507				hypothetical protein
MAKMAAJI_00029	CDS	453				hypothetical protein
MAKMAAJI_00030	CDS	978	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
MAKMAAJI_00031	CDS	1227	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
MAKMAAJI_00032	CDS	492				hypothetical protein
MAKMAAJI_00033	CDS	630	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
