locus_tag	ftype	length_bp	gene	EC_number	COG	product
CCJCOMHG_00001	CDS	648	upp	2.4.2.9		Uracil phosphoribosyltransferase
CCJCOMHG_00002	CDS	1512				hypothetical protein
CCJCOMHG_00003	CDS	1314	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
CCJCOMHG_00004	CDS	942	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
CCJCOMHG_00005	CDS	1764				hypothetical protein
CCJCOMHG_00006	CDS	771				hypothetical protein
CCJCOMHG_00007	CDS	735				hypothetical protein
CCJCOMHG_00008	CDS	1284	isp	3.4.21.-	COG1404	Major intracellular serine protease
CCJCOMHG_00009	CDS	909	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
CCJCOMHG_00010	CDS	1116	yerB			Putative lipoprotein YerB
CCJCOMHG_00011	CDS	642	dedA_1		COG0586	Protein DedA
CCJCOMHG_00012	CDS	558	fbpC	3.6.3.30		Fe(3+) ions import ATP-binding protein FbpC
CCJCOMHG_00013	CDS	249				hypothetical protein
CCJCOMHG_00014	CDS	675				hypothetical protein
CCJCOMHG_00015	CDS	912				hypothetical protein
CCJCOMHG_00016	CDS	1959	pepO	3.4.24.-	COG3590	Neutral endopeptidase
CCJCOMHG_00017	CDS	255	crcB			Putative fluoride ion transporter CrcB
CCJCOMHG_00018	CDS	183				hypothetical protein
CCJCOMHG_00019	CDS	372				hypothetical protein
CCJCOMHG_00020	CDS	1107	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
CCJCOMHG_00021	CDS	1500	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
CCJCOMHG_00022	CDS	282				hypothetical protein
CCJCOMHG_00023	CDS	345				hypothetical protein
CCJCOMHG_00024	CDS	1224	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
CCJCOMHG_00025	CDS	846	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
CCJCOMHG_00026	CDS	1536	dauA		COG0659	C4-dicarboxylic acid transporter DauA
CCJCOMHG_00027	CDS	1080	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
CCJCOMHG_00028	CDS	372	gcvH			Glycine cleavage system H protein
CCJCOMHG_00029	CDS	2829	gcvP	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating)
CCJCOMHG_00030	CDS	108				hypothetical protein
CCJCOMHG_00031	CDS	1503	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
CCJCOMHG_00032	CDS	1167	hutI	3.5.2.7	COG1228	Imidazolonepropionase
CCJCOMHG_00033	CDS	1578	hutU	4.2.1.49	COG2987	Urocanate hydratase
CCJCOMHG_00034	CDS	771	iclR		COG1414	Transcriptional repressor IclR
CCJCOMHG_00035	CDS	870	hutG	3.5.3.8	COG0010	Formimidoylglutamase
CCJCOMHG_00036	CDS	249	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
CCJCOMHG_00037	CDS	696	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
CCJCOMHG_00038	CDS	186				hypothetical protein
CCJCOMHG_00039	CDS	1173				hypothetical protein
