locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOJPHHHG_00001	CDS	123				hypothetical protein
HOJPHHHG_00002	CDS	1029	asnA	6.3.1.1		Aspartate--ammonia ligase
HOJPHHHG_00003	CDS	714				hypothetical protein
HOJPHHHG_00004	CDS	258				hypothetical protein
HOJPHHHG_00005	CDS	576				hypothetical protein
HOJPHHHG_00006	CDS	1323				hypothetical protein
HOJPHHHG_00007	CDS	1293	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
HOJPHHHG_00008	CDS	501				hypothetical protein
HOJPHHHG_00009	CDS	1008	truD_1	5.4.99.27	COG0585	putative tRNA pseudouridine synthase D
HOJPHHHG_00010	CDS	711				hypothetical protein
HOJPHHHG_00011	CDS	957				hypothetical protein
HOJPHHHG_00012	CDS	249				hypothetical protein
HOJPHHHG_00013	CDS	201				hypothetical protein
HOJPHHHG_00014	CDS	372				hypothetical protein
HOJPHHHG_00015	CDS	744	zupT			Zinc transporter ZupT
HOJPHHHG_00016	CDS	2934		3.6.4.12	COG1204	ATP-dependent DNA helicase Hel308
HOJPHHHG_00017	CDS	2427	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
HOJPHHHG_00018	CDS	801	ppaX_1	3.6.1.1		Pyrophosphatase PpaX
HOJPHHHG_00019	CDS	1419			COG0061	Bifunctional NADP phosphatase/NAD kinase
HOJPHHHG_00020	CDS	627				hypothetical protein
HOJPHHHG_00021	CDS	1086	pqqE_1			Coenzyme PQQ synthesis protein E
HOJPHHHG_00022	CDS	957			COG1522	putative HTH-type transcriptional regulator
HOJPHHHG_00023	CDS	3171	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
HOJPHHHG_00024	CDS	663				hypothetical protein
HOJPHHHG_00025	CDS	753	trmBL1_1		COG1378	HTH-type sugar sensing transcriptional regulator TrmBL1
HOJPHHHG_00026	CDS	1407	rpoD_1			RNA polymerase sigma factor RpoD
HOJPHHHG_00027	CDS	228				hypothetical protein
HOJPHHHG_00028	CDS	1038				hypothetical protein
HOJPHHHG_00029	CDS	510				hypothetical protein
HOJPHHHG_00030	CDS	486	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
HOJPHHHG_00031	CDS	708				hypothetical protein
HOJPHHHG_00032	CDS	1356	rpoD_2			RNA polymerase sigma factor RpoD
HOJPHHHG_00033	CDS	405				hypothetical protein
HOJPHHHG_00034	CDS	477				hypothetical protein
HOJPHHHG_00035	CDS	471				hypothetical protein
HOJPHHHG_00036	CDS	621	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
HOJPHHHG_00037	CDS	243				hypothetical protein
HOJPHHHG_00038	CDS	2640	copB	3.6.3.4	COG2217	Copper-exporting P-type ATPase B
HOJPHHHG_00039	CDS	1077	rnd	3.1.13.5		Ribonuclease D
HOJPHHHG_00040	CDS	1359				hypothetical protein
HOJPHHHG_00041	CDS	708	nudF_1	3.6.1.13	COG1051	ADP-ribose pyrophosphatase
HOJPHHHG_00042	CDS	267				hypothetical protein
HOJPHHHG_00043	CDS	252				hypothetical protein
HOJPHHHG_00044	CDS	327				hypothetical protein
HOJPHHHG_00045	CDS	738	trmBL1_2		COG1378	HTH-type sugar sensing transcriptional regulator TrmBL1
HOJPHHHG_00046	CDS	1596	ablA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
HOJPHHHG_00047	CDS	1272				hypothetical protein
HOJPHHHG_00048	CDS	252				hypothetical protein
HOJPHHHG_00049	CDS	141				hypothetical protein
HOJPHHHG_00050	CDS	1251				hypothetical protein
HOJPHHHG_00051	CDS	2655				hypothetical protein
HOJPHHHG_00052	CDS	1755				hypothetical protein
HOJPHHHG_00053	CDS	1176				hypothetical protein
HOJPHHHG_00054	CDS	324				hypothetical protein
HOJPHHHG_00055	CDS	1098	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
HOJPHHHG_00056	CDS	1050				hypothetical protein
HOJPHHHG_00057	CDS	171				hypothetical protein
HOJPHHHG_00058	CDS	279	ef1b		COG2092	Elongation factor 1-beta
HOJPHHHG_00059	CDS	378				hypothetical protein
HOJPHHHG_00060	CDS	252				hypothetical protein
HOJPHHHG_00061	CDS	1122	trm1	2.1.1.216	COG1867	tRNA (guanine(26)-N(2))-dimethyltransferase
HOJPHHHG_00062	CDS	1785	infB		COG0532	putative translation initiation factor IF-2
HOJPHHHG_00063	CDS	480				hypothetical protein
HOJPHHHG_00064	CDS	723			COG0489	Iron-sulfur cluster carrier protein
HOJPHHHG_00065	CDS	492				hypothetical protein
HOJPHHHG_00066	CDS	294				hypothetical protein
HOJPHHHG_00067	CDS	342	arnE_1			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
HOJPHHHG_00068	CDS	399	arnE_2			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
HOJPHHHG_00069	CDS	1584	secD		COG0342	Protein-export membrane protein SecD
HOJPHHHG_00070	CDS	888	secF		COG0341	Protein-export membrane protein SecF
HOJPHHHG_00071	CDS	240				hypothetical protein
HOJPHHHG_00072	CDS	1833				hypothetical protein
HOJPHHHG_00073	CDS	477	rsmF	2.1.1.178		Ribosomal RNA small subunit methyltransferase F
HOJPHHHG_00074	CDS	153				hypothetical protein
HOJPHHHG_00075	CDS	1203	cdc6		COG1474	ORC1-type DNA replication protein
HOJPHHHG_00076	CDS	1725	polB	2.7.7.7	COG1311	DNA polymerase II small subunit
HOJPHHHG_00077	CDS	3594	polC	2.7.7.7	COG1933	DNA polymerase II large subunit
HOJPHHHG_00078	CDS	291				hypothetical protein
HOJPHHHG_00079	CDS	411	eif2b		COG1601	Translation initiation factor 2 subunit beta
HOJPHHHG_00080	CDS	900				hypothetical protein
HOJPHHHG_00081	CDS	1056				hypothetical protein
HOJPHHHG_00082	CDS	1383				hypothetical protein
HOJPHHHG_00083	CDS	228				hypothetical protein
HOJPHHHG_00084	CDS	822	tfe		COG1675	Transcription factor E
HOJPHHHG_00085	CDS	414	hjc	3.1.22.4	COG1591	Holliday junction resolvase Hjc
HOJPHHHG_00086	CDS	891	rnz	3.1.26.11	COG1234	Ribonuclease Z
HOJPHHHG_00087	CDS	354				hypothetical protein
HOJPHHHG_00088	CDS	261				hypothetical protein
HOJPHHHG_00089	CDS	639		3.1.3.-	COG1011	Glyceraldehyde 3-phosphate phosphatase
HOJPHHHG_00090	CDS	1017	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
HOJPHHHG_00091	CDS	1203				hypothetical protein
HOJPHHHG_00092	CDS	267				hypothetical protein
