locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBDFFCBO_00001	CDS	615				hypothetical protein
CBDFFCBO_00002	CDS	702	phoB_1		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
CBDFFCBO_00003	CDS	1317	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
CBDFFCBO_00004	CDS	936	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
CBDFFCBO_00005	CDS	1128		2.3.1.207	COG0332	Beta-ketodecanoyl-[acyl-carrier-protein] synthase
CBDFFCBO_00006	CDS	1296	gltA	2.3.3.16	COG0372	Citrate synthase
CBDFFCBO_00007	CDS	390	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
CBDFFCBO_00008	CDS	360	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
CBDFFCBO_00009	CDS	1764	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
CBDFFCBO_00010	CDS	708	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
CBDFFCBO_00011	CDS	2868	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
CBDFFCBO_00012	CDS	1236	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
CBDFFCBO_00013	CDS	1437	lpdG	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
CBDFFCBO_00014	CDS	1170	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
CBDFFCBO_00015	CDS	873	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
CBDFFCBO_00016	CDS	1083				hypothetical protein
CBDFFCBO_00017	CDS	2052	htpG		COG0326	Chaperone protein HtpG
CBDFFCBO_00018	CDS	462				hypothetical protein
CBDFFCBO_00019	CDS	660	nreC_1		COG2197	Oxygen regulatory protein NreC
CBDFFCBO_00020	CDS	888		3.1.1.10		Tropinesterase
CBDFFCBO_00021	CDS	903	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
CBDFFCBO_00022	CDS	1119	aroC	4.2.3.5	COG0082	Chorismate synthase
CBDFFCBO_00023	CDS	231				hypothetical protein
CBDFFCBO_00024	CDS	804				hypothetical protein
CBDFFCBO_00025	CDS	225	tusA_1		COG0425	Sulfur carrier protein TusA
CBDFFCBO_00026	CDS	528	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
CBDFFCBO_00027	CDS	1155	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
CBDFFCBO_00028	CDS	405	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
CBDFFCBO_00029	CDS	384				hypothetical protein
CBDFFCBO_00030	tRNA	76				tRNA-Gly(gcc)
CBDFFCBO_00031	tRNA	88				tRNA-Leu(taa)
CBDFFCBO_00032	CDS	471				hypothetical protein
CBDFFCBO_00033	CDS	459	bluF_1			Blue light- and temperature-regulated antirepressor BluF
CBDFFCBO_00034	CDS	735				hypothetical protein
CBDFFCBO_00035	CDS	246				hypothetical protein
CBDFFCBO_00036	CDS	588	betI_1			HTH-type transcriptional regulator BetI
CBDFFCBO_00037	CDS	240				hypothetical protein
CBDFFCBO_00038	CDS	1320	gudP			putative glucarate transporter
CBDFFCBO_00039	CDS	2274	fyuA_1		COG1629	Pesticin receptor
CBDFFCBO_00040	CDS	1653	lgoT_1			putative L-galactonate transporter
CBDFFCBO_00041	CDS	837		1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
CBDFFCBO_00042	CDS	2457	fyuA_2		COG1629	Pesticin receptor
CBDFFCBO_00043	CDS	447				hypothetical protein
CBDFFCBO_00044	CDS	459				hypothetical protein
CBDFFCBO_00045	CDS	1614	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
CBDFFCBO_00046	CDS	213				hypothetical protein
CBDFFCBO_00047	CDS	405				hypothetical protein
CBDFFCBO_00048	CDS	426				hypothetical protein
CBDFFCBO_00049	CDS	1212	nylB_1	3.5.1.46		6-aminohexanoate-dimer hydrolase
CBDFFCBO_00050	CDS	459				hypothetical protein
CBDFFCBO_00051	CDS	1185	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
CBDFFCBO_00052	CDS	816	btsR		COG3279	Transcriptional regulatory protein BtsR
CBDFFCBO_00053	CDS	432				hypothetical protein
CBDFFCBO_00054	CDS	615				hypothetical protein
CBDFFCBO_00055	CDS	873		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
CBDFFCBO_00056	CDS	1383	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
CBDFFCBO_00057	CDS	774	melR			Melibiose operon regulatory protein
CBDFFCBO_00058	CDS	852				hypothetical protein
CBDFFCBO_00059	CDS	1221	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
CBDFFCBO_00060	CDS	1623	crtI_1	1.3.99.28	COG1233	Phytoene desaturase (neurosporene-forming)
CBDFFCBO_00061	CDS	1545	crtI_2	1.3.99.31	COG1233	Phytoene desaturase (lycopene-forming)
CBDFFCBO_00062	CDS	951				hypothetical protein
CBDFFCBO_00063	CDS	279	yciI_1		COG2350	Protein YciI
CBDFFCBO_00064	CDS	477	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
CBDFFCBO_00065	CDS	750				hypothetical protein
CBDFFCBO_00066	CDS	1113		1.-.-.-		NADH oxidase
CBDFFCBO_00067	CDS	222				hypothetical protein
CBDFFCBO_00068	CDS	792	tesE	4.2.1.132		2-hydroxyhexa-2,4-dienoate hydratase
CBDFFCBO_00069	CDS	909	bphJ	1.2.1.10	COG4569	Acetaldehyde dehydrogenase 4
CBDFFCBO_00070	CDS	1032	bphI	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase 4
CBDFFCBO_00071	CDS	1314				hypothetical protein
CBDFFCBO_00072	CDS	1542	quiA	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
CBDFFCBO_00073	CDS	432	dke1	1.13.11.50		Acetylacetone-cleaving enzyme
CBDFFCBO_00074	CDS	1173	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
CBDFFCBO_00075	CDS	1899	pvaA_1	1.1.2.6		Polyvinylalcohol dehydrogenase
CBDFFCBO_00076	CDS	978	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
CBDFFCBO_00077	CDS	978	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
CBDFFCBO_00078	CDS	2532	fyuA_3		COG1629	Pesticin receptor
CBDFFCBO_00079	CDS	822	cpnA_1	1.1.1.163		Cyclopentanol dehydrogenase
CBDFFCBO_00080	CDS	924				hypothetical protein
CBDFFCBO_00081	CDS	675	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
CBDFFCBO_00082	CDS	1839				hypothetical protein
CBDFFCBO_00083	CDS	1362	yeaW_1	1.14.13.-	COG4638	Carnitine monooxygenase oxygenase subunit
CBDFFCBO_00084	CDS	390				hypothetical protein
CBDFFCBO_00085	CDS	1161				hypothetical protein
CBDFFCBO_00086	CDS	417	meh	4.2.1.153	COG3777	Mesaconyl-C(4)-CoA hydratase
CBDFFCBO_00087	CDS	456				hypothetical protein
CBDFFCBO_00088	CDS	1557		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
CBDFFCBO_00089	CDS	414				hypothetical protein
CBDFFCBO_00090	CDS	465				hypothetical protein
CBDFFCBO_00091	CDS	1218	camC	1.14.15.1		Camphor 5-monooxygenase
CBDFFCBO_00092	CDS	1008	yfmJ_1	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
CBDFFCBO_00093	CDS	819	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
CBDFFCBO_00094	CDS	1251	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
CBDFFCBO_00095	CDS	1377	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
CBDFFCBO_00096	CDS	2622	bamA		COG4775	Outer membrane protein assembly factor BamA
CBDFFCBO_00097	CDS	588				hypothetical protein
CBDFFCBO_00098	CDS	1041	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
CBDFFCBO_00099	CDS	435	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
CBDFFCBO_00100	CDS	771	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
CBDFFCBO_00101	CDS	1131	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
CBDFFCBO_00102	CDS	333	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
CBDFFCBO_00103	CDS	180				hypothetical protein
CBDFFCBO_00104	CDS	735				hypothetical protein
CBDFFCBO_00105	CDS	666	glmU_1	2.3.1.157		Bifunctional protein GlmU
CBDFFCBO_00106	CDS	897	rarD		COG2962	Protein RarD
CBDFFCBO_00107	CDS	726				hypothetical protein
CBDFFCBO_00108	CDS	3348	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
CBDFFCBO_00109	CDS	2718	addB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
CBDFFCBO_00110	CDS	1077	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
CBDFFCBO_00111	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
CBDFFCBO_00112	CDS	3699	metH	2.1.1.13	COG0646	Methionine synthase
CBDFFCBO_00113	CDS	225				hypothetical protein
CBDFFCBO_00114	CDS	111				hypothetical protein
CBDFFCBO_00115	CDS	1170	magA		COG0475	Iron transporter MagA
CBDFFCBO_00116	CDS	1308	amtB_1			Ammonia channel
CBDFFCBO_00117	CDS	294				hypothetical protein
CBDFFCBO_00118	CDS	396	yhfA		COG1765	Protein YhfA
CBDFFCBO_00119	CDS	645	coq7_1	1.14.13.-	COG2941	2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
CBDFFCBO_00120	CDS	1278	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
CBDFFCBO_00121	CDS	1575	purH		COG0138	Bifunctional purine biosynthesis protein PurH
CBDFFCBO_00122	CDS	258	fis_1		COG2901	DNA-binding protein Fis
CBDFFCBO_00123	CDS	969	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
CBDFFCBO_00124	CDS	456	aroQ	4.2.1.10		3-dehydroquinate dehydratase
CBDFFCBO_00125	CDS	462	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
CBDFFCBO_00126	CDS	1347	accC_1	6.3.4.14	COG0439	Biotin carboxylase
CBDFFCBO_00127	CDS	903	prmA_1	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
CBDFFCBO_00128	CDS	1065				hypothetical protein
CBDFFCBO_00129	CDS	495				hypothetical protein
CBDFFCBO_00130	CDS	1794	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
CBDFFCBO_00131	CDS	360				hypothetical protein
CBDFFCBO_00132	CDS	1002	frlD	2.7.1.218	COG0524	Fructoselysine 6-kinase
CBDFFCBO_00133	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
CBDFFCBO_00134	CDS	693				hypothetical protein
CBDFFCBO_00135	CDS	1005	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
CBDFFCBO_00136	CDS	471	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
CBDFFCBO_00137	CDS	507				hypothetical protein
CBDFFCBO_00138	CDS	1173	aauB	1.4.9.2		Aralkylamine dehydrogenase heavy chain
CBDFFCBO_00139	CDS	1422	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
CBDFFCBO_00140	CDS	1668	actP_1		COG4147	Cation/acetate symporter ActP
CBDFFCBO_00141	CDS	243				hypothetical protein
CBDFFCBO_00142	CDS	1104	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
CBDFFCBO_00143	CDS	555	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
CBDFFCBO_00144	CDS	759	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
CBDFFCBO_00145	CDS	285	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
CBDFFCBO_00146	CDS	957	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
CBDFFCBO_00147	CDS	1206	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
CBDFFCBO_00148	CDS	462	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
CBDFFCBO_00149	CDS	789	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
CBDFFCBO_00150	CDS	2043	paaZ		COG2030	Bifunctional protein PaaZ
CBDFFCBO_00151	CDS	1458	mdlY	3.5.1.86		Mandelamide hydrolase
CBDFFCBO_00152	CDS	2313	fyuA_4		COG1629	Pesticin receptor
CBDFFCBO_00153	CDS	2550	pac	3.5.1.11		Penicillin G acylase
CBDFFCBO_00154	CDS	2301	fyuA_5		COG1629	Pesticin receptor
CBDFFCBO_00155	CDS	807	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
CBDFFCBO_00156	CDS	2874	btuB_1		COG4206	Vitamin B12 transporter BtuB
CBDFFCBO_00157	CDS	1446				hypothetical protein
CBDFFCBO_00158	CDS	1050	cbbA	4.1.2.13		Fructose-bisphosphate aldolase
CBDFFCBO_00159	CDS	1155	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
CBDFFCBO_00160	CDS	135	gap2_1	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
CBDFFCBO_00161	CDS	1083	nadB_1	1.4.3.16	COG0029	L-aspartate oxidase
CBDFFCBO_00162	CDS	261	sdhE_1		COG2938	FAD assembly factor SdhE
CBDFFCBO_00163	CDS	957	ygfZ_1		COG0354	tRNA-modifying protein YgfZ
CBDFFCBO_00164	CDS	717	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
CBDFFCBO_00165	CDS	3498				hypothetical protein
CBDFFCBO_00166	CDS	603	yohC			Inner membrane protein YohC
CBDFFCBO_00167	CDS	1446	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
CBDFFCBO_00168	CDS	609				hypothetical protein
CBDFFCBO_00169	CDS	180				hypothetical protein
CBDFFCBO_00170	CDS	909	ccoP2		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP2
CBDFFCBO_00171	CDS	1416				hypothetical protein
CBDFFCBO_00172	CDS	444				hypothetical protein
CBDFFCBO_00173	CDS	1218				hypothetical protein
CBDFFCBO_00174	CDS	2169	prc	3.4.21.102	COG0793	Tail-specific protease
CBDFFCBO_00175	CDS	1305	serS	6.1.1.11	COG0172	Serine--tRNA ligase
CBDFFCBO_00176	CDS	378	crcB		COG0239	Putative fluoride ion transporter CrcB
CBDFFCBO_00177	CDS	1335	rarA		COG2256	Replication-associated recombination protein A
CBDFFCBO_00178	CDS	618	lolA		COG2834	Outer-membrane lipoprotein carrier protein
CBDFFCBO_00179	CDS	2340	ftsK		COG1674	DNA translocase FtsK
CBDFFCBO_00180	CDS	954	trxB	1.8.1.9	COG0492	Thioredoxin reductase
CBDFFCBO_00181	CDS	756	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
CBDFFCBO_00182	CDS	774	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
CBDFFCBO_00183	CDS	219	infA		COG0361	Translation initiation factor IF-1
CBDFFCBO_00184	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
CBDFFCBO_00185	CDS	351	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
CBDFFCBO_00186	CDS	252	icd_1	1.1.1.42		Isocitrate dehydrogenase [NADP]
CBDFFCBO_00187	CDS	1074				hypothetical protein
CBDFFCBO_00188	CDS	219				hypothetical protein
CBDFFCBO_00189	CDS	501				hypothetical protein
CBDFFCBO_00190	CDS	1962	nfdA_1	3.5.1.91		N-substituted formamide deformylase
CBDFFCBO_00191	CDS	1005	ppsC	2.3.1.41		Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC
CBDFFCBO_00192	CDS	597	tdk	2.7.1.21	COG1435	Thymidine kinase
CBDFFCBO_00193	CDS	315				hypothetical protein
CBDFFCBO_00194	CDS	192				hypothetical protein
CBDFFCBO_00195	CDS	1236	rnb	3.1.13.1	COG4776	Exoribonuclease 2
CBDFFCBO_00196	CDS	1398	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
CBDFFCBO_00197	CDS	804	parA			Chromosome partitioning protein ParA
CBDFFCBO_00198	CDS	1326	pncC	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
CBDFFCBO_00199	CDS	453	pdxH_1	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
CBDFFCBO_00200	CDS	453				hypothetical protein
CBDFFCBO_00201	CDS	2430	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
CBDFFCBO_00202	CDS	1131	recF		COG1195	DNA replication and repair protein RecF
CBDFFCBO_00203	CDS	1098	dnaN		COG0592	Beta sliding clamp
CBDFFCBO_00204	CDS	1434	dnaA		COG0593	Chromosomal replication initiator protein DnaA
CBDFFCBO_00205	CDS	372	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
CBDFFCBO_00206	CDS	102				hypothetical protein
CBDFFCBO_00207	CDS	1716	yidC		COG0706	Membrane protein insertase YidC
CBDFFCBO_00208	CDS	1314	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
CBDFFCBO_00209	CDS	1896	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
CBDFFCBO_00210	CDS	633	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
CBDFFCBO_00211	CDS	771	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
CBDFFCBO_00212	CDS	906	parB		COG1475	putative chromosome-partitioning protein ParB
CBDFFCBO_00213	CDS	357				hypothetical protein
CBDFFCBO_00214	CDS	885	atpB_1		COG0356	ATP synthase subunit a
CBDFFCBO_00215	CDS	228	atpE_1		COG0636	ATP synthase subunit c
CBDFFCBO_00216	CDS	471	atpF_1		COG0711	ATP synthase subunit b
CBDFFCBO_00217	CDS	537	atpH		COG0712	ATP synthase subunit delta
CBDFFCBO_00218	CDS	1545	atpA_1	3.6.3.14	COG0056	ATP synthase subunit alpha
CBDFFCBO_00219	rRNA	881				16S ribosomal RNA (partial)
CBDFFCBO_00220	CDS	567	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
CBDFFCBO_00221	CDS	975	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
CBDFFCBO_00222	CDS	873				hypothetical protein
CBDFFCBO_00223	CDS	1470	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
CBDFFCBO_00224	CDS	1995	hppA1	3.6.1.1	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
CBDFFCBO_00225	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
CBDFFCBO_00226	CDS	1749	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
CBDFFCBO_00227	CDS	390				hypothetical protein
CBDFFCBO_00228	CDS	3570	pilY1			Type IV pilus biogenesis factor PilY1
CBDFFCBO_00229	CDS	534				hypothetical protein
CBDFFCBO_00230	CDS	1131				hypothetical protein
CBDFFCBO_00231	CDS	555				hypothetical protein
CBDFFCBO_00232	CDS	525				hypothetical protein
CBDFFCBO_00233	CDS	465	pilE1_1		COG4969	Fimbrial protein
CBDFFCBO_00234	CDS	159				hypothetical protein
CBDFFCBO_00235	CDS	963				hypothetical protein
CBDFFCBO_00236	CDS	390				hypothetical protein
CBDFFCBO_00237	CDS	507	pilE			Fimbrial protein
CBDFFCBO_00238	CDS	2580	clpB		COG0542	Chaperone protein ClpB
CBDFFCBO_00239	CDS	744	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
CBDFFCBO_00240	CDS	975	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
CBDFFCBO_00241	CDS	906	bamD		COG4105	Outer membrane protein assembly factor BamD
CBDFFCBO_00242	CDS	1623	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
CBDFFCBO_00243	CDS	1662	atoS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
CBDFFCBO_00244	CDS	1392	glrR		COG2204	Transcriptional regulatory protein GlrR
CBDFFCBO_00245	CDS	510				hypothetical protein
CBDFFCBO_00246	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
CBDFFCBO_00247	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
CBDFFCBO_00248	CDS	528	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
CBDFFCBO_00249	CDS	2805	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
CBDFFCBO_00250	CDS	276	ribF		COG0196	Riboflavin biosynthesis protein RibF
CBDFFCBO_00251	CDS	378				hypothetical protein
CBDFFCBO_00252	CDS	2367	dap4	3.4.14.5		Dipeptidyl aminopeptidase 4
CBDFFCBO_00253	CDS	1695	dan_1	3.5.1.81		D-aminoacylase
CBDFFCBO_00254	CDS	582				hypothetical protein
CBDFFCBO_00255	CDS	1200	acrE			Multidrug export protein AcrE
CBDFFCBO_00256	CDS	3153	arpB		COG0841	Antibiotic efflux pump membrane transporter ArpB
CBDFFCBO_00257	CDS	1509	dtpA		COG3104	Dipeptide and tripeptide permease A
CBDFFCBO_00258	CDS	1008	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
CBDFFCBO_00259	CDS	948	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
CBDFFCBO_00260	CDS	1272	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
CBDFFCBO_00261	CDS	1653	pyrG	6.3.4.2	COG0504	CTP synthase
CBDFFCBO_00262	CDS	858	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
CBDFFCBO_00263	CDS	1290	eno	4.2.1.11		Enolase
CBDFFCBO_00264	CDS	303	ftsB		COG2919	Cell division protein FtsB
CBDFFCBO_00265	CDS	705	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
CBDFFCBO_00266	CDS	492	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
CBDFFCBO_00267	CDS	654	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
CBDFFCBO_00268	CDS	948				hypothetical protein
CBDFFCBO_00269	CDS	1056	nlpD			Murein hydrolase activator NlpD
CBDFFCBO_00270	CDS	324			COG1146	Ferredoxin 1
CBDFFCBO_00271	CDS	2532	mutS		COG0249	DNA mismatch repair protein MutS
CBDFFCBO_00272	CDS	1044	recA		COG0468	Protein RecA
CBDFFCBO_00273	CDS	486	recX		COG2137	Regulatory protein RecX
CBDFFCBO_00274	CDS	873				hypothetical protein
CBDFFCBO_00275	CDS	642				hypothetical protein
CBDFFCBO_00276	CDS	342				hypothetical protein
CBDFFCBO_00277	CDS	876	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
CBDFFCBO_00278	CDS	825				hypothetical protein
CBDFFCBO_00279	CDS	234				hypothetical protein
CBDFFCBO_00280	CDS	648				hypothetical protein
CBDFFCBO_00281	CDS	1326	hipO	3.5.1.32	COG1473	Hippurate hydrolase
CBDFFCBO_00282	CDS	525				hypothetical protein
CBDFFCBO_00283	CDS	414	blh	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
CBDFFCBO_00284	CDS	705				hypothetical protein
CBDFFCBO_00285	CDS	1095	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
CBDFFCBO_00286	CDS	1008	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
CBDFFCBO_00287	CDS	1290	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
CBDFFCBO_00288	CDS	810	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
CBDFFCBO_00289	CDS	639	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
CBDFFCBO_00290	CDS	636	mobA_1	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
CBDFFCBO_00291	CDS	528				hypothetical protein
CBDFFCBO_00292	CDS	639	adk	2.7.4.3		Adenylate kinase
CBDFFCBO_00293	CDS	831	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
CBDFFCBO_00294	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
CBDFFCBO_00295	CDS	906	cysM	2.5.1.47	COG0031	Cysteine synthase B
CBDFFCBO_00296	CDS	780	recO		COG1381	DNA repair protein RecO
CBDFFCBO_00297	CDS	903	era		COG1159	GTPase Era
CBDFFCBO_00298	CDS	690	rnc	3.1.26.3	COG0571	Ribonuclease 3
CBDFFCBO_00299	CDS	324				hypothetical protein
CBDFFCBO_00300	CDS	624	rpoE_1		COG1595	ECF RNA polymerase sigma factor RpoE
CBDFFCBO_00301	CDS	651	chrR		COG3806	Anti-sigma-E factor ChrR
CBDFFCBO_00302	CDS	1143	pntAA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha part 1
CBDFFCBO_00303	CDS	285	pntA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha
