locus_tag	ftype	length_bp	gene	EC_number	COG	product
HDGMEHMI_00001	CDS	171				hypothetical protein
HDGMEHMI_00002	CDS	1329	amiD_1	3.5.1.4	COG0154	Putative amidase AmiD
HDGMEHMI_00003	CDS	417				hypothetical protein
HDGMEHMI_00004	CDS	255				hypothetical protein
HDGMEHMI_00005	CDS	435				hypothetical protein
HDGMEHMI_00006	CDS	399				hypothetical protein
HDGMEHMI_00007	CDS	2172				hypothetical protein
HDGMEHMI_00008	CDS	189				hypothetical protein
HDGMEHMI_00009	CDS	711	rmlD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
HDGMEHMI_00010	CDS	522	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
HDGMEHMI_00011	CDS	867	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
HDGMEHMI_00012	CDS	1023	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
HDGMEHMI_00013	CDS	852	wbbL	2.4.1.-		Rhamnosyltransferase WbbL
HDGMEHMI_00014	CDS	678				hypothetical protein
HDGMEHMI_00015	CDS	528	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
HDGMEHMI_00016	CDS	873		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
HDGMEHMI_00017	CDS	405				hypothetical protein
HDGMEHMI_00018	CDS	1071	mtnA_1	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
HDGMEHMI_00019	CDS	666	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
HDGMEHMI_00020	CDS	945	panE_1	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
HDGMEHMI_00021	CDS	969				hypothetical protein
HDGMEHMI_00022	CDS	414				hypothetical protein
HDGMEHMI_00023	CDS	465	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
HDGMEHMI_00024	CDS	648	proB	2.7.2.11	COG0263	Glutamate 5-kinase
HDGMEHMI_00025	CDS	1251	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
HDGMEHMI_00026	CDS	522	nadD	2.7.7.18		putative nicotinate-nucleotide adenylyltransferase
HDGMEHMI_00027	CDS	351	rsfS			Ribosomal silencing factor RsfS
HDGMEHMI_00028	CDS	1140	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
HDGMEHMI_00029	CDS	477	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
HDGMEHMI_00030	CDS	393	atpC		COG0355	ATP synthase epsilon chain
HDGMEHMI_00031	CDS	1419	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
HDGMEHMI_00032	CDS	609		3.1.1.2		Arylesterase
HDGMEHMI_00033	CDS	546				hypothetical protein
