locus_tag	ftype	length_bp	gene	EC_number	COG	product
GAPPKLHO_00001	CDS	450	rplI		COG0359	50S ribosomal protein L9
GAPPKLHO_00002	CDS	228	rpsR		COG0238	30S ribosomal protein S18
GAPPKLHO_00003	CDS	282	priB			Primosomal replication protein n
GAPPKLHO_00004	CDS	558	rpsF		COG0360	30S ribosomal protein S6
GAPPKLHO_00005	CDS	2037	uvrB		COG0556	UvrABC system protein B
GAPPKLHO_00006	CDS	990	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
GAPPKLHO_00007	CDS	1206		2.6.1.1		Aspartate aminotransferase
GAPPKLHO_00008	tRNA	76				tRNA-Asn(gtt)
GAPPKLHO_00009	CDS	534				hypothetical protein
GAPPKLHO_00010	CDS	744	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
GAPPKLHO_00011	CDS	2250	rnr	3.1.13.1	COG0557	Ribonuclease R
GAPPKLHO_00012	CDS	252				hypothetical protein
GAPPKLHO_00013	CDS	1320	alsT_1		COG1115	Amino-acid carrier protein AlsT
GAPPKLHO_00014	CDS	411				hypothetical protein
GAPPKLHO_00015	CDS	2583	clpB		COG0542	Chaperone protein ClpB
GAPPKLHO_00016	CDS	315				hypothetical protein
GAPPKLHO_00017	CDS	303				hypothetical protein
GAPPKLHO_00018	CDS	315				hypothetical protein
GAPPKLHO_00019	CDS	216				hypothetical protein
GAPPKLHO_00020	CDS	2052			COG1629	putative TonB-dependent receptor
GAPPKLHO_00021	CDS	387				hypothetical protein
GAPPKLHO_00022	CDS	1398	dtpT		COG3104	Di-/tripeptide transporter
GAPPKLHO_00023	CDS	612				hypothetical protein
GAPPKLHO_00024	CDS	363				hypothetical protein
GAPPKLHO_00025	CDS	468				hypothetical protein
GAPPKLHO_00026	CDS	867	atpG		COG0224	ATP synthase gamma chain
GAPPKLHO_00027	CDS	1542	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
GAPPKLHO_00028	CDS	537	atpH		COG0712	ATP synthase subunit delta
GAPPKLHO_00029	CDS	471	atpF		COG0711	ATP synthase subunit b
GAPPKLHO_00030	CDS	264	atpE		COG0636	ATP synthase subunit c
GAPPKLHO_00031	CDS	807	atpB		COG0356	ATP synthase subunit a
GAPPKLHO_00032	CDS	381				hypothetical protein
GAPPKLHO_00033	CDS	852	parB		COG1475	putative chromosome-partitioning protein ParB
GAPPKLHO_00034	CDS	771	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
GAPPKLHO_00035	CDS	618	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
GAPPKLHO_00036	CDS	1905	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
GAPPKLHO_00037	CDS	1353	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
GAPPKLHO_00038	CDS	1599	yidC		COG0706	Membrane protein insertase YidC
GAPPKLHO_00039	CDS	333	rnpA	3.1.26.5		Ribonuclease P protein component
GAPPKLHO_00040	CDS	135	rpmH		COG0230	50S ribosomal protein L34
GAPPKLHO_00041	CDS	924	uvrC_1		COG0322	UvrABC system protein C
GAPPKLHO_00042	CDS	570	pgsA_1	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
GAPPKLHO_00043	tRNA	76				tRNA-Gly(gcc)
GAPPKLHO_00044	tRNA	74				tRNA-Cys(gca)
GAPPKLHO_00045	tRNA	87				tRNA-Leu(taa)
GAPPKLHO_00046	CDS	942				hypothetical protein
GAPPKLHO_00047	CDS	1677	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
GAPPKLHO_00048	CDS	765	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
GAPPKLHO_00049	CDS	345	secG		COG1314	Protein-export membrane protein SecG
GAPPKLHO_00050	tRNA	85				tRNA-Leu(gag)
GAPPKLHO_00051	CDS	357	ndhC	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit 3
GAPPKLHO_00052	CDS	477	nuoB	1.6.5.11	COG0377	NADH-quinone oxidoreductase subunit B
GAPPKLHO_00053	CDS	4620	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
GAPPKLHO_00054	CDS	357	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
GAPPKLHO_00055	CDS	156				hypothetical protein
GAPPKLHO_00056	CDS	255				hypothetical protein
GAPPKLHO_00057	CDS	270				hypothetical protein
GAPPKLHO_00058	CDS	225				hypothetical protein
GAPPKLHO_00059	CDS	1053				hypothetical protein
GAPPKLHO_00060	CDS	639	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
GAPPKLHO_00061	CDS	525	ftsN			Cell division protein FtsN
GAPPKLHO_00062	CDS	1659	argS	6.1.1.19		Arginine--tRNA ligase
GAPPKLHO_00063	CDS	2193	priA	3.6.4.-	COG1198	Primosomal protein N'
GAPPKLHO_00064	CDS	861	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
GAPPKLHO_00065	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
GAPPKLHO_00066	CDS	1893	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
GAPPKLHO_00067	CDS	624	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
GAPPKLHO_00068	CDS	288			COG1534	RNA-binding protein
GAPPKLHO_00069	CDS	381				hypothetical protein
GAPPKLHO_00070	CDS	477	greA		COG0782	Transcription elongation factor GreA
GAPPKLHO_00071	CDS	888	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
GAPPKLHO_00072	CDS	951	talB	2.2.1.2	COG0176	Transaldolase B
GAPPKLHO_00073	CDS	630	rmpA	4.1.2.43		3-hexulose-6-phosphate synthase
GAPPKLHO_00074	CDS	537	rmpB	5.3.1.27		3-hexulose-6-phosphate isomerase
GAPPKLHO_00075	CDS	1368	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
GAPPKLHO_00076	CDS	291		4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
GAPPKLHO_00077	CDS	3114	cnrA			Nickel and cobalt resistance protein CnrA
