locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAJMKFLA_00001	CDS	2883				hypothetical protein
MAJMKFLA_00002	CDS	1089				hypothetical protein
MAJMKFLA_00003	CDS	1140				hypothetical protein
MAJMKFLA_00004	CDS	183				hypothetical protein
MAJMKFLA_00005	CDS	282				hypothetical protein
MAJMKFLA_00006	CDS	234				hypothetical protein
MAJMKFLA_00007	CDS	1248				hypothetical protein
MAJMKFLA_00008	CDS	1068				hypothetical protein
MAJMKFLA_00009	CDS	1428				hypothetical protein
MAJMKFLA_00010	CDS	198				hypothetical protein
MAJMKFLA_00011	CDS	717				hypothetical protein
MAJMKFLA_00012	CDS	471				hypothetical protein
MAJMKFLA_00013	CDS	447				hypothetical protein
MAJMKFLA_00014	CDS	774				hypothetical protein
MAJMKFLA_00015	CDS	1023				hypothetical protein
MAJMKFLA_00016	CDS	453				hypothetical protein
MAJMKFLA_00017	CDS	1311	hhoA			Putative serine protease HhoA
MAJMKFLA_00018	CDS	1416				hypothetical protein
MAJMKFLA_00019	CDS	825				hypothetical protein
MAJMKFLA_00020	CDS	1095	xerD_1			Tyrosine recombinase XerD
MAJMKFLA_00021	CDS	753				hypothetical protein
MAJMKFLA_00022	CDS	3015	hutI_1	3.5.2.7		Imidazolonepropionase
MAJMKFLA_00023	CDS	342				hypothetical protein
MAJMKFLA_00024	CDS	432				hypothetical protein
MAJMKFLA_00025	CDS	693			COG0325	Pyridoxal phosphate homeostasis protein
MAJMKFLA_00026	CDS	2469	gyrA	5.99.1.3	COG0188	DNA gyrase subunit A
MAJMKFLA_00027	CDS	1974	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
MAJMKFLA_00028	CDS	279				hypothetical protein
MAJMKFLA_00029	CDS	1059	recF		COG1195	DNA replication and repair protein RecF
MAJMKFLA_00030	CDS	1110	dnaN			Beta sliding clamp
MAJMKFLA_00031	CDS	1263	prsA1_1	5.2.1.8	COG0760	Foldase protein PrsA 1
MAJMKFLA_00032	CDS	1728	prsA1_2	5.2.1.8	COG0760	Foldase protein PrsA 1
MAJMKFLA_00033	CDS	3039	mfd	3.6.4.-		Transcription-repair-coupling factor
MAJMKFLA_00034	CDS	1821	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
MAJMKFLA_00035	CDS	1347	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
MAJMKFLA_00036	CDS	1755	yidC		COG0706	Membrane protein insertase YidC
MAJMKFLA_00037	CDS	357	rnpA	3.1.26.5		Ribonuclease P protein component
MAJMKFLA_00038	CDS	354	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MAJMKFLA_00039	CDS	204				hypothetical protein
MAJMKFLA_00040	CDS	759	speE	2.5.1.16		Polyamine aminopropyltransferase
MAJMKFLA_00041	CDS	1821				hypothetical protein
MAJMKFLA_00042	CDS	144				hypothetical protein
MAJMKFLA_00043	CDS	261				hypothetical protein
MAJMKFLA_00044	CDS	360				hypothetical protein
MAJMKFLA_00045	CDS	114				hypothetical protein
MAJMKFLA_00046	CDS	363				hypothetical protein
MAJMKFLA_00047	CDS	498				hypothetical protein
MAJMKFLA_00048	CDS	408				hypothetical protein
MAJMKFLA_00049	CDS	1128				hypothetical protein
MAJMKFLA_00050	CDS	693				hypothetical protein
MAJMKFLA_00051	CDS	891				hypothetical protein
MAJMKFLA_00052	CDS	849				hypothetical protein
MAJMKFLA_00053	CDS	435				hypothetical protein
MAJMKFLA_00054	CDS	978	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
MAJMKFLA_00055	CDS	759				hypothetical protein
MAJMKFLA_00056	CDS	405				hypothetical protein
MAJMKFLA_00057	CDS	876				hypothetical protein
MAJMKFLA_00058	CDS	681	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
MAJMKFLA_00059	CDS	1431	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
MAJMKFLA_00060	CDS	960				hypothetical protein
MAJMKFLA_00061	CDS	1230		1.-.-.-		NADH oxidase
MAJMKFLA_00062	CDS	1590	fumD	3.1.1.87		Fumonisin B1 esterase
MAJMKFLA_00063	CDS	330				hypothetical protein
MAJMKFLA_00064	CDS	177				hypothetical protein
MAJMKFLA_00065	CDS	174				hypothetical protein
MAJMKFLA_00066	CDS	501				hypothetical protein
MAJMKFLA_00067	CDS	561	udk_1	2.7.1.48		Uridine kinase
MAJMKFLA_00068	CDS	1131	lysDH	1.4.1.18		Lysine 6-dehydrogenase
MAJMKFLA_00069	CDS	819				hypothetical protein
MAJMKFLA_00070	CDS	672				hypothetical protein
MAJMKFLA_00071	CDS	363				hypothetical protein
MAJMKFLA_00072	CDS	1863			COG2200	putative signaling protein
MAJMKFLA_00073	CDS	387				hypothetical protein
MAJMKFLA_00074	CDS	474				hypothetical protein
MAJMKFLA_00075	CDS	279				hypothetical protein
MAJMKFLA_00076	CDS	510				hypothetical protein
