locus_tag	ftype	length_bp	gene	EC_number	COG	product
NHCAPFOL_00001	CDS	663	lipB	2.3.1.181	COG0321	Octanoyltransferase
NHCAPFOL_00002	CDS	750	rcoM		COG3300	CO-responsive transcriptional regulator RcoM
NHCAPFOL_00003	CDS	462				hypothetical protein
NHCAPFOL_00004	tRNA	87				tRNA-Leu(gag)
NHCAPFOL_00005	CDS	1500		3.1.4.-		Multifunctional alkaline phosphatase superfamily protein
NHCAPFOL_00006	CDS	219				hypothetical protein
NHCAPFOL_00007	CDS	1050				hypothetical protein
NHCAPFOL_00008	CDS	921	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
NHCAPFOL_00009	CDS	1668	ilvI_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
NHCAPFOL_00010	CDS	2013	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
NHCAPFOL_00011	CDS	390				hypothetical protein
NHCAPFOL_00012	CDS	1254		2.7.1.165	COG2379	D-glycerate 2-kinase
NHCAPFOL_00013	CDS	444				hypothetical protein
NHCAPFOL_00014	CDS	1203	nicC	1.14.13.114	COG0654	6-hydroxynicotinate 3-monooxygenase
NHCAPFOL_00015	CDS	774	polS	1.1.1.14		Sorbitol dehydrogenase
NHCAPFOL_00016	CDS	1218				hypothetical protein
NHCAPFOL_00017	CDS	1032	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
NHCAPFOL_00018	CDS	1437				hypothetical protein
NHCAPFOL_00019	CDS	1011	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
NHCAPFOL_00020	CDS	819				hypothetical protein
NHCAPFOL_00021	CDS	807				hypothetical protein
NHCAPFOL_00022	CDS	249				hypothetical protein
NHCAPFOL_00023	CDS	477	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
NHCAPFOL_00024	CDS	1197				hypothetical protein
NHCAPFOL_00025	CDS	1245	soxB	1.5.3.1		Sarcosine oxidase subunit beta
NHCAPFOL_00026	CDS	843				hypothetical protein
NHCAPFOL_00027	CDS	1374		1.14.13.106	COG2124	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
NHCAPFOL_00028	CDS	690				hypothetical protein
NHCAPFOL_00029	CDS	345	recA			Protein RecA
NHCAPFOL_00030	CDS	2661	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
NHCAPFOL_00031	CDS	1095				hypothetical protein
NHCAPFOL_00032	CDS	1536	rbsA_1	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
NHCAPFOL_00033	CDS	999	tmpC		COG1744	Membrane lipoprotein TmpC
NHCAPFOL_00034	CDS	348				hypothetical protein
NHCAPFOL_00035	CDS	2352		3.4.21.-		Extracellular serine protease
NHCAPFOL_00036	CDS	363	rplT		COG0292	50S ribosomal protein L20
NHCAPFOL_00037	CDS	603				hypothetical protein
NHCAPFOL_00038	CDS	444	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
NHCAPFOL_00039	CDS	948	ribF		COG0196	Riboflavin biosynthesis protein RibF
NHCAPFOL_00040	CDS	465				hypothetical protein
NHCAPFOL_00041	CDS	1050	ltaE	4.1.2.48		Low specificity L-threonine aldolase
NHCAPFOL_00042	CDS	588	lolA		COG2834	Outer-membrane lipoprotein carrier protein
NHCAPFOL_00043	CDS	2790	ftsK		COG1674	DNA translocase FtsK
NHCAPFOL_00044	CDS	1164	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
NHCAPFOL_00045	CDS	1329	cnbH	3.5.99.5		2-amino-5-chloromuconic acid deaminase
NHCAPFOL_00046	CDS	1266	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
NHCAPFOL_00047	CDS	180				hypothetical protein
NHCAPFOL_00048	CDS	642	lon2	3.4.21.53	COG0466	Lon protease 2
NHCAPFOL_00049	CDS	918	ybbN		COG3118	putative protein YbbN
NHCAPFOL_00050	CDS	261	xthA_1	3.1.11.2	COG0708	Exodeoxyribonuclease III
NHCAPFOL_00051	CDS	429				hypothetical protein
NHCAPFOL_00052	CDS	612				hypothetical protein
NHCAPFOL_00053	CDS	702	hda			DnaA regulatory inactivator Hda
NHCAPFOL_00054	CDS	1074	tqsA		COG0628	AI-2 transport protein TqsA
NHCAPFOL_00055	CDS	963	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
NHCAPFOL_00056	CDS	702	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
NHCAPFOL_00057	CDS	1353	puuA_2	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
NHCAPFOL_00058	CDS	549				hypothetical protein
NHCAPFOL_00059	CDS	372				hypothetical protein
NHCAPFOL_00060	CDS	447	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
NHCAPFOL_00061	CDS	615	kstR2_1			HTH-type transcriptional repressor KstR2
NHCAPFOL_00062	CDS	1197	paaK	6.2.1.30		Phenylacetate-coenzyme A ligase
NHCAPFOL_00063	CDS	1050	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NHCAPFOL_00064	CDS	1302	xylA	5.3.1.5	COG2115	Xylose isomerase
NHCAPFOL_00065	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
NHCAPFOL_00066	CDS	396	rbsA_2	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
NHCAPFOL_00067	CDS	570	argO		COG1279	Arginine exporter protein ArgO
NHCAPFOL_00068	CDS	1833	appA			Oligopeptide-binding protein AppA
NHCAPFOL_00069	CDS	717	aqpZ			Aquaporin Z
NHCAPFOL_00070	CDS	624	sutR_1		COG1396	HTH-type transcriptional regulator SutR
NHCAPFOL_00071	CDS	450				hypothetical protein
NHCAPFOL_00072	CDS	1134	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
NHCAPFOL_00073	CDS	1314	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
NHCAPFOL_00074	CDS	1149	patA	2.6.1.-	COG0436	Putative N-acetyl-LL-diaminopimelate aminotransferase
NHCAPFOL_00075	CDS	2595	mrcA		COG5009	Penicillin-binding protein 1A
NHCAPFOL_00076	CDS	1125	prfB		COG1186	Peptide chain release factor RF2
NHCAPFOL_00077	CDS	489				hypothetical protein
NHCAPFOL_00078	CDS	468	bcp_1	1.11.1.15	COG1225	Peroxiredoxin Bcp
NHCAPFOL_00079	CDS	891	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
NHCAPFOL_00080	CDS	732	pyrH	2.7.4.22	COG0528	Uridylate kinase
NHCAPFOL_00081	CDS	567	frr		COG0233	Ribosome-recycling factor
NHCAPFOL_00082	CDS	708	uppS	2.5.1.-		Isoprenyl transferase
NHCAPFOL_00083	CDS	786	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
NHCAPFOL_00084	CDS	1164	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
NHCAPFOL_00085	CDS	1332	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
NHCAPFOL_00086	CDS	2346	bamA		COG4775	Outer membrane protein assembly factor BamA
NHCAPFOL_00087	CDS	567				hypothetical protein
