locus_tag	ftype	length_bp	gene	EC_number	COG	product
OBBLHENB_00001	CDS	987	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
OBBLHENB_00002	CDS	375				hypothetical protein
OBBLHENB_00003	CDS	549	rplU		COG0261	50S ribosomal protein L21
OBBLHENB_00004	CDS	261	rpmA		COG0211	50S ribosomal protein L27
OBBLHENB_00005	CDS	1242			COG1680	putative protein
OBBLHENB_00006	CDS	1320	ahcY	3.3.1.1		Adenosylhomocysteinase
OBBLHENB_00007	CDS	639				hypothetical protein
OBBLHENB_00008	CDS	261				hypothetical protein
OBBLHENB_00009	CDS	633	pnuC		COG3201	Nicotinamide riboside transporter PnuC
OBBLHENB_00010	CDS	573	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
OBBLHENB_00011	CDS	1521				hypothetical protein
OBBLHENB_00012	CDS	2232	btuB_1			Vitamin B12 transporter BtuB
OBBLHENB_00013	CDS	780				hypothetical protein
OBBLHENB_00014	CDS	459				hypothetical protein
OBBLHENB_00015	CDS	477	greA_1		COG0782	Transcription elongation factor GreA
OBBLHENB_00016	CDS	408			COG0537	putative HIT-like protein
OBBLHENB_00017	CDS	1194	kinD	2.7.13.3		Sporulation kinase D
OBBLHENB_00018	CDS	375				hypothetical protein
OBBLHENB_00019	CDS	603	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
OBBLHENB_00020	CDS	819	tsf		COG0264	Elongation factor Ts
OBBLHENB_00021	CDS	864	rpsB		COG0052	30S ribosomal protein S2
OBBLHENB_00022	CDS	387	rpsI		COG0103	30S ribosomal protein S9
OBBLHENB_00023	CDS	456	rplM		COG0102	50S ribosomal protein L13
OBBLHENB_00024	CDS	2823	polA	2.7.7.7	COG0258	DNA polymerase I
OBBLHENB_00025	CDS	1800	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
OBBLHENB_00026	CDS	465	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
OBBLHENB_00027	CDS	192	cspV		COG1278	Cold shock protein CspV
OBBLHENB_00028	CDS	231				hypothetical protein
OBBLHENB_00029	CDS	1761	aspS	6.1.1.12		Aspartate--tRNA ligase
OBBLHENB_00030	CDS	3435	czcA			Cobalt-zinc-cadmium resistance protein CzcA
OBBLHENB_00031	CDS	1170	czcB			Cobalt-zinc-cadmium resistance protein CzcB
OBBLHENB_00032	CDS	1341				hypothetical protein
OBBLHENB_00033	CDS	606	kstR2			HTH-type transcriptional repressor KstR2
OBBLHENB_00034	CDS	969		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
OBBLHENB_00035	CDS	1155				hypothetical protein
