locus_tag	ftype	length_bp	gene	EC_number	COG	product
FGJAFLCN_00001	tRNA	85				tRNA-Tyr(gta)
FGJAFLCN_00002	CDS	255				hypothetical protein
FGJAFLCN_00003	CDS	1221	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
FGJAFLCN_00004	CDS	1230	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
FGJAFLCN_00005	CDS	756	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
FGJAFLCN_00006	CDS	1845	macA		COG0845	Macrolide export protein MacA
FGJAFLCN_00007	CDS	828	strL	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
FGJAFLCN_00008	CDS	2220	spoIIIE		COG1674	DNA translocase SpoIIIE
FGJAFLCN_00009	CDS	588		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
FGJAFLCN_00010	CDS	840				hypothetical protein
FGJAFLCN_00011	CDS	2994	pcrA_1	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
FGJAFLCN_00012	CDS	207				hypothetical protein
FGJAFLCN_00013	CDS	1569	sigA_1		COG0568	RNA polymerase sigma factor SigA
FGJAFLCN_00014	CDS	1752	dnaG	2.7.7.-	COG0358	DNA primase
FGJAFLCN_00015	CDS	1017	fabHA	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
FGJAFLCN_00016	CDS	1428	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
FGJAFLCN_00017	CDS	576				hypothetical protein
FGJAFLCN_00018	CDS	414				hypothetical protein
FGJAFLCN_00019	CDS	825				hypothetical protein
FGJAFLCN_00020	CDS	645				hypothetical protein
FGJAFLCN_00021	CDS	2421	leuS	6.1.1.4		Leucine--tRNA ligase
FGJAFLCN_00022	CDS	1254				hypothetical protein
FGJAFLCN_00023	CDS	327				hypothetical protein
FGJAFLCN_00024	CDS	1341	der		COG1160	GTPase Der
FGJAFLCN_00025	CDS	651				hypothetical protein
FGJAFLCN_00026	CDS	195				hypothetical protein
FGJAFLCN_00027	CDS	1020	mltG	4.2.2.-		Endolytic murein transglycosylase
FGJAFLCN_00028	CDS	318	ybaB			Nucleoid-associated protein YbaB
FGJAFLCN_00029	CDS	411				hypothetical protein
FGJAFLCN_00030	CDS	1800				hypothetical protein
FGJAFLCN_00031	CDS	864	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
FGJAFLCN_00032	CDS	444				hypothetical protein
FGJAFLCN_00033	CDS	1485	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
FGJAFLCN_00034	CDS	741		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
FGJAFLCN_00035	CDS	1044	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
FGJAFLCN_00036	CDS	1182	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
FGJAFLCN_00037	CDS	846	valG	2.4.1.338	COG0463	Validoxylamine A glucosyltransferase
FGJAFLCN_00038	CDS	1299	sigA_2		COG0568	RNA polymerase sigma factor SigA
FGJAFLCN_00039	CDS	570	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
FGJAFLCN_00040	CDS	2682	secA		COG0653	Protein translocase subunit SecA
FGJAFLCN_00041	CDS	969	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
FGJAFLCN_00042	CDS	666	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
FGJAFLCN_00043	CDS	285	fdx5			2Fe-2S ferredoxin-5
FGJAFLCN_00044	CDS	753	sufC		COG0396	Vegetative protein 296
FGJAFLCN_00045	CDS	261				hypothetical protein
FGJAFLCN_00046	CDS	759			COG2968	26 kDa periplasmic immunogenic protein
FGJAFLCN_00047	CDS	654				hypothetical protein
FGJAFLCN_00048	CDS	597				hypothetical protein
FGJAFLCN_00049	CDS	468				hypothetical protein
FGJAFLCN_00050	CDS	114				hypothetical protein
FGJAFLCN_00051	CDS	411				hypothetical protein
FGJAFLCN_00052	CDS	1404				hypothetical protein
FGJAFLCN_00053	CDS	213				hypothetical protein
FGJAFLCN_00054	CDS	372				hypothetical protein
FGJAFLCN_00055	CDS	828				hypothetical protein
FGJAFLCN_00056	CDS	663				hypothetical protein
FGJAFLCN_00057	rRNA	1245				16S ribosomal RNA (partial)
FGJAFLCN_00058	CDS	1389				hypothetical protein
FGJAFLCN_00059	CDS	642				hypothetical protein
FGJAFLCN_00060	CDS	1035				hypothetical protein
FGJAFLCN_00061	CDS	972	mshA_1	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
FGJAFLCN_00062	CDS	1170	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
FGJAFLCN_00063	CDS	987				hypothetical protein
FGJAFLCN_00064	CDS	1119	patA_1	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
FGJAFLCN_00065	CDS	111				hypothetical protein
FGJAFLCN_00066	CDS	996				hypothetical protein
FGJAFLCN_00067	CDS	1761	novN	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
FGJAFLCN_00068	CDS	297				hypothetical protein
FGJAFLCN_00069	CDS	159				hypothetical protein
FGJAFLCN_00070	CDS	669				hypothetical protein
FGJAFLCN_00071	CDS	147	rpmB			50S ribosomal protein L28
FGJAFLCN_00072	CDS	690				hypothetical protein
FGJAFLCN_00073	CDS	402	prfA		COG0216	Peptide chain release factor 1
FGJAFLCN_00074	CDS	711				hypothetical protein
FGJAFLCN_00075	CDS	531	sigW		COG1595	ECF RNA polymerase sigma factor SigW
FGJAFLCN_00076	CDS	939				hypothetical protein
FGJAFLCN_00077	CDS	171				hypothetical protein
FGJAFLCN_00078	CDS	843	prfB		COG1186	Peptide chain release factor 2
FGJAFLCN_00079	CDS	513				hypothetical protein
FGJAFLCN_00080	CDS	876				hypothetical protein
FGJAFLCN_00081	CDS	579	infC			Translation initiation factor IF-3
FGJAFLCN_00082	CDS	195	rpmI		COG0291	50S ribosomal protein L35
FGJAFLCN_00083	CDS	342	rplT		COG0292	50S ribosomal protein L20
FGJAFLCN_00084	CDS	627				hypothetical protein
FGJAFLCN_00085	CDS	651	ntpD			V-type sodium ATPase subunit D
FGJAFLCN_00086	CDS	774				hypothetical protein
FGJAFLCN_00087	CDS	1443	ntpB			V-type sodium ATPase subunit B
FGJAFLCN_00088	CDS	1761	ntpA	3.6.3.15		V-type sodium ATPase catalytic subunit A
FGJAFLCN_00089	CDS	252				hypothetical protein
FGJAFLCN_00090	CDS	351	ntpG			V-type sodium ATPase subunit G
FGJAFLCN_00091	CDS	990	atpC			V-type ATP synthase subunit C
FGJAFLCN_00092	CDS	552	atpE			V-type proton ATPase subunit E
FGJAFLCN_00093	CDS	585	ntpK			V-type sodium ATPase subunit K
FGJAFLCN_00094	CDS	1929				hypothetical protein
FGJAFLCN_00095	CDS	378				hypothetical protein
FGJAFLCN_00096	CDS	963				hypothetical protein
FGJAFLCN_00097	CDS	2067	pka	2.3.1.-	COG0454	Protein lysine acetyltransferase Pka
FGJAFLCN_00098	CDS	471				Flavodoxin
FGJAFLCN_00099	CDS	1734	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
FGJAFLCN_00100	CDS	891	korB	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
FGJAFLCN_00101	CDS	318				hypothetical protein
FGJAFLCN_00102	CDS	951	wfgD	2.4.1.305		UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
FGJAFLCN_00103	CDS	234				hypothetical protein
FGJAFLCN_00104	CDS	675	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
FGJAFLCN_00105	CDS	267				hypothetical protein
FGJAFLCN_00106	CDS	657	bdbD		COG1651	Disulfide bond formation protein D
FGJAFLCN_00107	CDS	369				hypothetical protein
FGJAFLCN_00108	CDS	717	tarA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
FGJAFLCN_00109	CDS	354				hypothetical protein
FGJAFLCN_00110	CDS	666	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
FGJAFLCN_00111	CDS	1323	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
FGJAFLCN_00112	CDS	1305				hypothetical protein
FGJAFLCN_00113	CDS	579				hypothetical protein
FGJAFLCN_00114	CDS	402				hypothetical protein
FGJAFLCN_00115	CDS	882				hypothetical protein
FGJAFLCN_00116	CDS	1782	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
FGJAFLCN_00117	CDS	585	sigM		COG1595	ECF RNA polymerase sigma factor SigM
FGJAFLCN_00118	CDS	1923				hypothetical protein
FGJAFLCN_00119	CDS	561	efp			Elongation factor P
FGJAFLCN_00120	CDS	1437	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
FGJAFLCN_00121	CDS	441	def	3.5.1.88	COG0242	Peptide deformylase
FGJAFLCN_00122	CDS	582		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
FGJAFLCN_00123	CDS	699	nth	4.2.99.18	COG0177	Endonuclease III
FGJAFLCN_00124	CDS	801	resA_1			Thiol-disulfide oxidoreductase ResA
FGJAFLCN_00125	CDS	858	dipZ		COG0785	Protein DipZ
FGJAFLCN_00126	CDS	831	thyA	2.1.1.45	COG0207	Thymidylate synthase
FGJAFLCN_00127	CDS	531	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
FGJAFLCN_00128	CDS	705				hypothetical protein
FGJAFLCN_00129	CDS	540	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
FGJAFLCN_00130	CDS	969				hypothetical protein
FGJAFLCN_00131	CDS	450	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FGJAFLCN_00132	CDS	342	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
FGJAFLCN_00133	CDS	1827				hypothetical protein
FGJAFLCN_00134	CDS	2409	secD		COG0342	Protein translocase subunit SecD
FGJAFLCN_00135	CDS	672				hypothetical protein
FGJAFLCN_00136	CDS	951	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
FGJAFLCN_00137	CDS	801				hypothetical protein
FGJAFLCN_00138	CDS	963				hypothetical protein
FGJAFLCN_00139	CDS	1470	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
FGJAFLCN_00140	CDS	450	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
