locus_tag	ftype	length_bp	gene	EC_number	COG	product
JGDGEBKF_00001	CDS	1113	mnmC_1	1.5.-.-		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
JGDGEBKF_00002	CDS	3309				hypothetical protein
JGDGEBKF_00003	CDS	1044				hypothetical protein
JGDGEBKF_00004	CDS	1500	purH			Bifunctional purine biosynthesis protein PurH
JGDGEBKF_00005	CDS	1023	mreB		COG1077	Rod shape-determining protein MreB
JGDGEBKF_00006	CDS	813	mreC		COG1792	Cell shape-determining protein MreC
JGDGEBKF_00007	CDS	519				hypothetical protein
JGDGEBKF_00008	CDS	1821	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
JGDGEBKF_00009	CDS	1302	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
JGDGEBKF_00010	CDS	1305				hypothetical protein
JGDGEBKF_00011	CDS	1353				hypothetical protein
JGDGEBKF_00012	CDS	1140	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
JGDGEBKF_00013	CDS	480				hypothetical protein
JGDGEBKF_00014	CDS	252				hypothetical protein
JGDGEBKF_00015	CDS	1038	ctaA	1.3.-.-	COG1612	Heme A synthase
JGDGEBKF_00016	CDS	591				hypothetical protein
JGDGEBKF_00017	CDS	1323				hypothetical protein
JGDGEBKF_00018	CDS	450	ssb		COG0629	Single-stranded DNA-binding protein
JGDGEBKF_00019	CDS	1086	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
JGDGEBKF_00020	CDS	291			COG0776	DNA-binding protein HU
JGDGEBKF_00021	CDS	489				hypothetical protein
JGDGEBKF_00022	CDS	1560	rng	3.1.26.-	COG1530	Ribonuclease G
JGDGEBKF_00023	CDS	477	recX			Regulatory protein RecX
JGDGEBKF_00024	CDS	3819	aprE	3.4.21.62	COG1404	Subtilisin E
JGDGEBKF_00025	CDS	567				hypothetical protein
JGDGEBKF_00026	CDS	606				hypothetical protein
JGDGEBKF_00027	CDS	555	sigE_1		COG1595	ECF RNA polymerase sigma factor SigE
JGDGEBKF_00028	CDS	1251				hypothetical protein
JGDGEBKF_00029	CDS	942				hypothetical protein
JGDGEBKF_00030	CDS	2043	todS	2.7.13.3		Sensor histidine kinase TodS
JGDGEBKF_00031	CDS	1227	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
JGDGEBKF_00032	tRNA	74				tRNA-Cys(gca)
JGDGEBKF_00033	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
JGDGEBKF_00034	CDS	1482	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
JGDGEBKF_00035	CDS	3372				hypothetical protein
JGDGEBKF_00036	CDS	429	rsbW	2.7.11.1		Serine-protein kinase RsbW
JGDGEBKF_00037	CDS	453	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
JGDGEBKF_00038	CDS	1887	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
JGDGEBKF_00039	CDS	2343				hypothetical protein
JGDGEBKF_00040	CDS	249				hypothetical protein
JGDGEBKF_00041	CDS	117				hypothetical protein
JGDGEBKF_00042	CDS	1161	glmU	2.3.1.157		Bifunctional protein GlmU
JGDGEBKF_00043	CDS	444				hypothetical protein
JGDGEBKF_00044	CDS	309	rpmE2		COG0254	50S ribosomal protein L31 type B
JGDGEBKF_00045	CDS	570	yyaP		COG0262	putative protein YyaP
JGDGEBKF_00046	CDS	1443				hypothetical protein
JGDGEBKF_00047	CDS	363				hypothetical protein
JGDGEBKF_00048	CDS	783				hypothetical protein
JGDGEBKF_00049	CDS	300				hypothetical protein
JGDGEBKF_00050	CDS	645				hypothetical protein
JGDGEBKF_00051	CDS	333				hypothetical protein
JGDGEBKF_00052	CDS	138				hypothetical protein
JGDGEBKF_00053	CDS	2460	mca	3.5.1.115		Mycothiol S-conjugate amidase
JGDGEBKF_00054	CDS	1344				hypothetical protein
JGDGEBKF_00055	CDS	888	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
JGDGEBKF_00056	CDS	285				hypothetical protein
JGDGEBKF_00057	CDS	852				hypothetical protein
JGDGEBKF_00058	CDS	846				hypothetical protein
JGDGEBKF_00059	CDS	1062	rfbB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
JGDGEBKF_00060	CDS	1302	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
JGDGEBKF_00061	CDS	573	wbpD	2.3.1.201	COG0110	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase
JGDGEBKF_00062	CDS	984		5.1.3.2	COG1088	UDP-glucose 4-epimerase
JGDGEBKF_00063	CDS	1314	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
JGDGEBKF_00064	CDS	1131	desV	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
JGDGEBKF_00065	CDS	756				hypothetical protein
JGDGEBKF_00066	CDS	459				hypothetical protein
JGDGEBKF_00067	CDS	1776	fadE	1.3.99.-	COG1960	putative acyl-CoA dehydrogenase
JGDGEBKF_00068	CDS	396	rpfC	2.7.13.3	COG0642	Sensory/regulatory protein RpfC
JGDGEBKF_00069	CDS	1983				hypothetical protein
JGDGEBKF_00070	CDS	156				hypothetical protein
JGDGEBKF_00071	CDS	462				hypothetical protein
JGDGEBKF_00072	CDS	888	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
JGDGEBKF_00073	CDS	873	smc_1			Chromosome partition protein Smc
JGDGEBKF_00074	CDS	1107	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
JGDGEBKF_00075	CDS	390				hypothetical protein
JGDGEBKF_00076	CDS	846				hypothetical protein
JGDGEBKF_00077	CDS	1080				hypothetical protein
JGDGEBKF_00078	CDS	1455	pyk	2.7.1.40		Pyruvate kinase
JGDGEBKF_00079	CDS	417				hypothetical protein
JGDGEBKF_00080	CDS	654	rnc	3.1.26.3		Ribonuclease 3
JGDGEBKF_00081	CDS	1257	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
JGDGEBKF_00082	CDS	237	acpA		COG0236	Acyl carrier protein
JGDGEBKF_00083	CDS	669	fbiB	6.3.2.31	COG0778	Coenzyme F420:L-glutamate ligase
JGDGEBKF_00084	CDS	573	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
JGDGEBKF_00085	CDS	3030	apnhaP			Na(+)/H(+) antiporter ApNhaP
JGDGEBKF_00086	tRNA	76				tRNA-Val(tac)
JGDGEBKF_00087	CDS	165				hypothetical protein
JGDGEBKF_00088	CDS	684	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
JGDGEBKF_00089	CDS	738	lytR		COG3279	Sensory transduction protein LytR
JGDGEBKF_00090	CDS	375				putative protein
JGDGEBKF_00091	CDS	618				hypothetical protein
JGDGEBKF_00092	CDS	561				hypothetical protein
JGDGEBKF_00093	CDS	1218	ald	1.4.1.1	COG0686	Alanine dehydrogenase
