locus_tag	ftype	length_bp	gene	EC_number	COG	product
EGKPMGEA_00001	CDS	1227				hypothetical protein
EGKPMGEA_00002	CDS	1047	ilvE	2.6.1.42	COG0115	Putative branched-chain-amino-acid aminotransferase
EGKPMGEA_00003	CDS	2655	pol	2.7.7.7		DNA polymerase
EGKPMGEA_00004	CDS	357				hypothetical protein
EGKPMGEA_00005	CDS	471			COG1400	Signal recognition particle 19 kDa protein
EGKPMGEA_00006	CDS	381	rps8e		COG2007	30S ribosomal protein S8e
EGKPMGEA_00007	CDS	627				hypothetical protein
EGKPMGEA_00008	CDS	510				hypothetical protein
EGKPMGEA_00009	CDS	189				hypothetical protein
EGKPMGEA_00010	CDS	1341				hypothetical protein
EGKPMGEA_00011	CDS	363				hypothetical protein
EGKPMGEA_00012	CDS	198				hypothetical protein
EGKPMGEA_00013	CDS	498	aroK	2.7.1.71		Shikimate kinase
EGKPMGEA_00014	CDS	1932	secY		COG0201	Protein translocase subunit SecY
EGKPMGEA_00015	CDS	417			COG0200	50S ribosomal protein L15
EGKPMGEA_00016	CDS	471			COG1841	50S ribosomal protein L30
EGKPMGEA_00017	CDS	816	rps5		COG0098	30S ribosomal protein S5
EGKPMGEA_00018	CDS	513			COG0256	50S ribosomal protein L18
EGKPMGEA_00019	CDS	462			COG2147	50S ribosomal protein L19e
EGKPMGEA_00020	CDS	630			COG0468	50S ribosomal protein L32e
EGKPMGEA_00021	CDS	546	rpl6		COG0097	50S ribosomal protein L6
EGKPMGEA_00022	CDS	390	rps8		COG0096	30S ribosomal protein S8
EGKPMGEA_00023	CDS	153			COG0199	30S ribosomal protein S14 type Z
EGKPMGEA_00024	CDS	528	rpl5			50S ribosomal protein L5
EGKPMGEA_00025	CDS	705	rps4e		COG1471	30S ribosomal protein S4e
EGKPMGEA_00026	CDS	411			COG0198	50S ribosomal protein L24
EGKPMGEA_00027	CDS	399			COG0093	50S ribosomal protein L14
EGKPMGEA_00028	CDS	336			COG0186	30S ribosomal protein S17
EGKPMGEA_00029	CDS	255	rnp1	3.1.26.5	COG1588	Ribonuclease P protein component 1
EGKPMGEA_00030	CDS	300			COG0023	Protein translation factor SUI1 
EGKPMGEA_00031	CDS	192			COG0255	50S ribosomal protein L29
