locus_tag	ftype	length_bp	gene	EC_number	COG	product
ALOPKLOM_00001	CDS	342				hypothetical protein
ALOPKLOM_00002	CDS	297				hypothetical protein
ALOPKLOM_00003	CDS	438	aroQ_1	4.2.1.10	COG0757	3-dehydroquinate dehydratase
ALOPKLOM_00004	CDS	780	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
ALOPKLOM_00005	CDS	450	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
ALOPKLOM_00006	CDS	1452	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
ALOPKLOM_00007	CDS	1806	ptlE_1	1.14.13.171	COG2072	Neopentalenolactone D synthase
ALOPKLOM_00008	CDS	165				hypothetical protein
ALOPKLOM_00009	CDS	765	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
ALOPKLOM_00010	CDS	1257	phzS	1.14.13.218	COG0654	5-methylphenazine-1-carboxylate 1-monooxygenase
ALOPKLOM_00011	CDS	279				hypothetical protein
ALOPKLOM_00012	CDS	720				hypothetical protein
ALOPKLOM_00013	CDS	1335	mdtG			Multidrug resistance protein MdtG
ALOPKLOM_00014	CDS	408				hypothetical protein
ALOPKLOM_00015	CDS	804				hypothetical protein
ALOPKLOM_00016	CDS	1869	hapE	1.14.13.84		4-hydroxyacetophenone monooxygenase
ALOPKLOM_00017	CDS	1686		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
ALOPKLOM_00018	CDS	1521	phrB	4.1.99.13	COG3046	(6-4) photolyase
ALOPKLOM_00019	CDS	687	ydaD	1.-.-.-		General stress protein 39
ALOPKLOM_00020	CDS	1770			COG3653	putative protein
ALOPKLOM_00021	CDS	501	frp	1.5.1.38		NADPH-flavin oxidoreductase
ALOPKLOM_00022	CDS	1341		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
ALOPKLOM_00023	CDS	312				hypothetical protein
ALOPKLOM_00024	CDS	1074		5.1.1.8	COG3938	4-hydroxyproline 2-epimerase 1
ALOPKLOM_00025	CDS	642	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
ALOPKLOM_00026	CDS	345				hypothetical protein
ALOPKLOM_00027	CDS	438				hypothetical protein
ALOPKLOM_00028	CDS	783				hypothetical protein
ALOPKLOM_00029	CDS	336	sdpR_1		COG0640	Transcriptional repressor SdpR
ALOPKLOM_00030	CDS	912	dhmA_1	3.8.1.5	COG0596	Haloalkane dehalogenase
ALOPKLOM_00031	CDS	1245		1.3.99.-		Acyl-CoA dehydrogenase FadE34
ALOPKLOM_00032	CDS	390				putative protein
ALOPKLOM_00033	CDS	492				hypothetical protein
ALOPKLOM_00034	CDS	1155	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
ALOPKLOM_00035	CDS	888	ptlF_1	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
ALOPKLOM_00036	CDS	1815	pntE	1.14.13.170		Pentalenolactone D synthase
ALOPKLOM_00037	CDS	837				Putative enoyl-CoA hydratase EchA13
ALOPKLOM_00038	CDS	909			COG2141	putative protein
ALOPKLOM_00039	CDS	747	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
ALOPKLOM_00040	CDS	1338		1.14.15.14	COG2124	Methyl-branched lipid omega-hydroxylase
ALOPKLOM_00041	CDS	1386				hypothetical protein
ALOPKLOM_00042	CDS	483				hypothetical protein
ALOPKLOM_00043	tRNA	77				tRNA-Met(cat)
ALOPKLOM_00044	CDS	933				hypothetical protein
ALOPKLOM_00045	CDS	642				hypothetical protein
ALOPKLOM_00046	CDS	1371	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
ALOPKLOM_00047	CDS	1026	smc_1			Chromosome partition protein Smc
ALOPKLOM_00048	CDS	2919				hypothetical protein
ALOPKLOM_00049	CDS	1899				hypothetical protein
ALOPKLOM_00050	CDS	1245	ylbL		COG3480	putative protein YlbL
ALOPKLOM_00051	CDS	288				hypothetical protein
ALOPKLOM_00052	CDS	582				hypothetical protein
ALOPKLOM_00053	CDS	420	mshD_1	2.3.1.189		Mycothiol acetyltransferase
ALOPKLOM_00054	CDS	963				hypothetical protein
ALOPKLOM_00055	CDS	708	mutT4	3.6.1.-	COG0494	Putative mutator protein MutT4
ALOPKLOM_00056	CDS	2355	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
ALOPKLOM_00057	CDS	1359				hypothetical protein
ALOPKLOM_00058	CDS	648		1.11.1.-	COG3253	Putative heme-dependent peroxidase
ALOPKLOM_00059	CDS	723	fdhD		COG1526	Sulfur carrier protein FdhD
ALOPKLOM_00060	CDS	144				hypothetical protein
ALOPKLOM_00061	CDS	621	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
ALOPKLOM_00062	CDS	885		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
ALOPKLOM_00063	CDS	954	hemH	4.99.1.1	COG0276	Ferrochelatase
ALOPKLOM_00064	CDS	1038	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
ALOPKLOM_00065	CDS	2205	helD_1	3.6.4.12	COG3973	DNA helicase IV
ALOPKLOM_00066	CDS	741	echA6	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA6
ALOPKLOM_00067	CDS	300				hypothetical protein
ALOPKLOM_00068	CDS	588	mtrR_1		COG1309	HTH-type transcriptional regulator MtrR
ALOPKLOM_00069	CDS	1371		1.13.11.82		8'-apo-carotenoid 13,14-cleaving dioxygenase
ALOPKLOM_00070	CDS	4572	rhlB	3.6.4.13		ATP-dependent RNA helicase RhlB
ALOPKLOM_00071	CDS	1650	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
ALOPKLOM_00072	CDS	1713				hypothetical protein
ALOPKLOM_00073	CDS	663	ideR		COG1321	Iron-dependent repressor IdeR
ALOPKLOM_00074	CDS	489				hypothetical protein
ALOPKLOM_00075	CDS	753			COG3884	putative protein
ALOPKLOM_00076	CDS	303	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
ALOPKLOM_00077	CDS	486				hypothetical protein
ALOPKLOM_00078	CDS	1500	ethA	1.14.13.-		FAD-containing monooxygenase EthA
ALOPKLOM_00079	CDS	1029	efe_1	1.13.12.19		2-oxoglutarate-dependent ethylene/succinate-forming enzyme
ALOPKLOM_00080	CDS	807	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
ALOPKLOM_00081	CDS	1992	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
ALOPKLOM_00082	CDS	312				hypothetical protein
ALOPKLOM_00083	CDS	1035	pleD_1			Response regulator PleD
ALOPKLOM_00084	CDS	318				hypothetical protein
ALOPKLOM_00085	CDS	777		4.2.1.150	COG1024	Crotonyl-CoA hydratase
ALOPKLOM_00086	CDS	1260		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
ALOPKLOM_00087	CDS	762		1.-.-.-		putative oxidoreductase
ALOPKLOM_00088	CDS	753				hypothetical protein
ALOPKLOM_00089	CDS	1299	davT_1	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
ALOPKLOM_00090	CDS	429	sdpR_2		COG0640	Transcriptional repressor SdpR
ALOPKLOM_00091	CDS	507				hypothetical protein
ALOPKLOM_00092	CDS	1188				putative protein
ALOPKLOM_00093	CDS	753	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
ALOPKLOM_00094	CDS	855	rdpA_1	1.14.11.44		(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase
ALOPKLOM_00095	CDS	567				hypothetical protein
ALOPKLOM_00096	CDS	1572	yhfT	6.2.1.-	COG0318	putative acyl--CoA ligase YhfT
ALOPKLOM_00097	CDS	1188			COG1228	putative protein
ALOPKLOM_00098	CDS	1665				hypothetical protein
ALOPKLOM_00099	CDS	918	metR			HTH-type transcriptional regulator MetR
ALOPKLOM_00100	CDS	1275				hypothetical protein
ALOPKLOM_00101	CDS	1926	yjcS_1	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
ALOPKLOM_00102	CDS	1020				hypothetical protein
ALOPKLOM_00103	CDS	789				hypothetical protein
ALOPKLOM_00104	CDS	909				hypothetical protein
ALOPKLOM_00105	CDS	783				hypothetical protein
ALOPKLOM_00106	CDS	1026	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
ALOPKLOM_00107	CDS	462				hypothetical protein
ALOPKLOM_00108	CDS	1197	cntA	1.14.13.-	COG4638	Carnitine monooxygenase oxygenase subunit
ALOPKLOM_00109	CDS	408				hypothetical protein
ALOPKLOM_00110	CDS	585				hypothetical protein
ALOPKLOM_00111	CDS	471	prdB_1	1.21.4.1		D-proline reductase subunit gamma
ALOPKLOM_00112	CDS	1038				hypothetical protein
ALOPKLOM_00113	CDS	828				hypothetical protein
ALOPKLOM_00114	CDS	2577	betC_1	3.1.6.6	COG3119	Choline-sulfatase
ALOPKLOM_00115	CDS	474				hypothetical protein
ALOPKLOM_00116	CDS	909	dhmA_2	3.8.1.5	COG0596	Haloalkane dehalogenase
ALOPKLOM_00117	CDS	876	rnz	3.1.26.11	COG1234	Ribonuclease Z
ALOPKLOM_00118	CDS	2268	atsA_1	3.1.6.1	COG3119	Arylsulfatase
ALOPKLOM_00119	CDS	666				hypothetical protein
ALOPKLOM_00120	CDS	1161	ampC	3.5.2.6	COG1680	Beta-lactamase
ALOPKLOM_00121	CDS	402				hypothetical protein
ALOPKLOM_00122	CDS	1134	fldA_1	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
ALOPKLOM_00123	CDS	849	sadH_1	1.-.-.-		Putative oxidoreductase SadH
ALOPKLOM_00124	CDS	513	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
ALOPKLOM_00125	CDS	438				hypothetical protein
ALOPKLOM_00126	CDS	240				hypothetical protein
ALOPKLOM_00127	CDS	417	sdcS		COG0471	Sodium-dependent dicarboxylate transporter SdcS
ALOPKLOM_00128	CDS	1260	pepN_1	3.4.11.2		Aminopeptidase N
ALOPKLOM_00129	CDS	216				hypothetical protein
ALOPKLOM_00130	CDS	744				hypothetical protein
ALOPKLOM_00131	CDS	900	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
ALOPKLOM_00132	CDS	666				hypothetical protein
ALOPKLOM_00133	CDS	873	panC	6.3.2.1	COG0414	Pantothenate synthetase
ALOPKLOM_00134	CDS	1104		3.4.11.-	COG3191	putative aminopeptidase
